TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A2LA-11A-11R-A18C-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-GC-A6I3-11A-11R-A31N-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-GD-A3OQ-11A-21R-A220-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-K4-A5RI-11A-11R-A28M-07
F8|2157	894.7077	632.5459	537.1025	835.7736	140.3101	651.5068	160.3376	218.4601	744.5731	1214.1294	430.5162	643.1487	102.2576	172.6475	261.6019	298.2496	261.0294	121.8638	231.0705
F9|2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FA2H|79152	4.4256	6.9991	1.7668	4.7487	763.5659	175.8904	3440.9283	431.8182	1.4472	88.8235	756.9164	334.6939	1314.741	861.6427	1610.1753	662.4806	796.7437	3145.1613	431.7498
FAAH2|158584	3.688	2.6247	6.1837	5.1444	168.9922	120.5479	362.8692	209.1837	2.1708	38.2353	217.1743	121.8659	221.1155	250.3987	240.9763	161.6213	226.8908	211.4695	139.8966
FAAH|2166	19.9152	20.9974	20.318	23.7436	256.5891	227.9452	641.3502	244.898	34.7323	118.2353	591.4807	286.2974	1024.5684	734.8485	708.8347	477.8658	734.2437	679.8088	384.9568
FABP12|646486	0	0	0	0	25.5814	0	0	8.8126	0	0	0	0	0	0	0	0	0	0	0
FABP1|2168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5252	0	0
FABP2|2169	1.4752	0	0	0	0.7752	0	0	0	0	0.5882	0.6387	1.1662	0	0	0.3438	0.3332	1.5756	0	0
FABP3|2170	342.246	428.6964	697.8799	383.0629	46.5116	226.8493	265.4008	41.744	356.7294	383.5294	50.4611	314.2857	591.6335	49.8405	117.9099	168.6193	108.1933	40.6213	120.6005
FABP4|2167	1321.04	1318.4602	1234.0989	2023.7436	176.7442	1302.4658	16113.0802	356.679	497.1056	2476.4706	1982.674	1417.4927	7595.6175	1844.8963	1547.6109	2975.4977	238.9706	10149.3429	10169.5161
FABP5L3|220832	0.7376	1.7498	0.8834	1.9786	6.9767	0.5479	6.3291	8.3488	0.7236	2.9412	6.3875	2.3324	1.992	2.7911	3.0938	0.9997	6.8277	3.5842	1.9296
FABP5|2171	33.192	61.2423	34.4523	64.8991	12510.8527	237.8082	2812.6582	8993.5065	54.9928	301.7647	1062.238	118.3673	1148.0744	700.1595	1384.6683	512.856	973.7395	1918.7575	1542.2391
FABP6|2172	0	0	0	0	100	22.4658	193.6709	1.3915	0	5.2941	57.4873	2.3324	5.3121	253.9872	1.0313	124.2984	214.2857	96.7742	104.6812
FABP7|2173	0	0	0	0.7915	0	5.4795	0.8439	0	0.7236	0	0	0	5.3121	0.3987	0	0	2.1008	0	4.3416
FABP9|646480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5974	0
FADD|8772	363.6364	206.4742	369.258	118.3221	513.1783	391.7808	591.9831	326.5306	367.5832	353.5294	234.4205	321.2828	1812.085	572.1691	317.6349	335.5724	682.2479	432.497	631.9466
FADS1|3992	589.3417	808.399	916.917	939.0344	490.4419	1261.3699	366.2447	184.6011	1380.6078	809.4118	435.5495	446.0641	300.7968	197.3684	161.5675	562.8319	208.5084	344.086	448.6338
FADS2|9415	768.5783	1447.0691	1962.0583	1294.8397	527.3876	2554.5205	286.0759	251.8553	2416.7873	1115.8824	610.7198	844.3149	409.6946	241.2281	345.8233	1519.25	254.2017	290.92	508.4517
FADS3|3995	270.6989	394.5757	365.7244	374.7527	137.2093	247.6712	190.2954	155.8442	234.4428	272.9412	180.7657	306.1224	612.8818	143.9394	140.2544	209.6078	161.2395	294.5042	294.2652
FADS6|283985	0	0	0	0	237.9845	42.7397	210.9705	130.7978	0	10.5882	61.3198	15.1603	0	12.3604	102.0969	179.6162	306.1975	11.9474	63.6771
FAF1|11124	1074.6819	1132.1085	1282.6855	1082.7068	1015.5039	820.8219	1019.4093	1123.3766	1259.0449	1134.1176	863.5874	977.8426	1177.9548	1118.8198	1053.6267	756.7875	847.6891	801.6726	782.9384
FAF2|23197	1097.5475	1054.2432	1065.371	1032.8453	1278.2946	1507.9452	1575.9494	1201.2987	1202.6049	1273.5294	1895.1655	1128.863	832.0053	1418.2616	1383.637	1570.8922	1597.1639	1945.0418	1246.5267
FAHD1|81889	646.8744	543.3071	558.3039	459.8338	934.8837	510.137	907.173	485.6215	705.4993	371.1765	396.0238	436.7347	527.8884	605.2632	707.8034	557.1769	1078.2563	412.1864	487.226
FAHD2A|51011	244.1453	222.2222	278.2686	277.0083	238.7597	324.9315	427.8481	238.8683	236.6136	275.2941	267.6354	219.8251	1049.8008	299.8405	308.0096	287.5859	345.063	218.638	280.7579
FAHD2B|151313	228.6557	153.1059	137.8092	186.387	105.4264	135.3425	780.5907	199.4434	269.8987	357.0588	289.9916	216.9096	326.0292	129.5853	162.9426	287.2527	352.9412	436.6786	222.3873
FAH|2184	456.5739	332.4584	366.6078	289.2758	490.6977	434.5205	632.9114	441.0946	304.631	418.2353	420.935	393.586	889.1102	370.8134	462.0144	384.8919	523.6345	291.5173	412.9361
FAIM2|23017	187.3502	500.4374	468.1979	781.5592	19.3798	697.5342	121.9409	48.7013	489.1462	551.7647	262.5255	480.4665	336.6534	272.3285	117.2224	617.4933	144.4328	213.859	510.8637
FAIM3|9214	11.8016	143.1846	1.97	19.2837	205.6822	451.2164	306.3333	779.9722	61.9537	258.6941	111.6148	834.9854	1889.5219	851.6308	146.6208	192.8958	564.0599	154.3907	1022.9816
FAIM|55179	176.2862	174.1032	206.7138	161.0605	431.7829	195.0685	454.0084	214.2857	145.4414	169.4118	277.2167	190.0875	224.4356	375.1994	256.4455	249.9298	391.8067	247.3118	240.2362
FAM100A|124402	570.9017	424.322	517.6678	359.7151	448.8372	403.8356	687.7637	627.0872	419.6816	411.7647	831.0112	458.8921	1632.8021	547.0494	443.7951	414.5502	552.521	756.8698	813.8121
FAM100B|283991	363.6364	254.5932	321.5548	310.645	1318.6047	1026.3014	2278.903	1317.718	507.2359	589.4118	774.1626	832.6531	5225.0996	1701.7544	1620.8319	1031.0438	1496.3235	584.8268	1409.5786
FAM101A|144347	9.5888	19.2476	1.7668	16.6205	2.3256	13.6986	13.9241	1.8553	7.2359	28.8235	11.4975	23.3236	14.6082	2.7911	9.6253	16.662	21.0084	5.9737	7.236
FAM101B|359845	1255.3937	1213.4733	1376.3251	2279.7784	279.845	988.4932	348.5232	295.9184	1198.987	557.0588	839.3149	669.3878	694.5551	432.2169	226.5383	589.8344	215.3361	372.1625	677.7748
FAM102A|399665	2530.7026	2631.671	2802.1201	2714.6814	6280.6202	2003.2877	3359.4937	7053.3395	2479.0159	2678.2353	4192.1035	2897.3761	2264.2762	3001.5949	3964.5926	3063.1398	4003.1513	10003.5842	4492.6096
FAM102B|284611	947.0773	1125.9843	693.4629	950.93	600.7752	854.7945	2186.0759	282.9314	1939.9421	1062.9412	2825.8214	821.5743	693.8911	1015.5502	640.0825	1553.8969	1099.7899	6459.3787	2018.3699
FAM103A1|83640	214.6413	160.9799	229.682	184.9149	410.6357	270.137	395.7806	532.4675	244.5731	214.7059	257.4155	286.8805	284.1567	423.6284	401.1688	293.9175	375.4832	291.4875	349.259
FAM104A|84923	540.7855	417.4016	590.2739	335.0534	957.4264	742.2795	678.962	821.4564	566.8234	549.0235	549.6555	639.3411	694.0438	913.8716	813.7848	674.2407	724.6534	676.0932	747.8195
FAM104B|90736	348.8844	318.4602	342.7562	395.3304	255.0388	291.5068	271.308	190.167	260.492	280.5882	177.572	220.9913	210.4914	165.4705	188.0371	221.2712	406.5126	99.7611	185.7248
FAM105A|54491	110.6399	104.112	101.5901	41.5512	64.3411	409.3151	489.0295	151.6698	115.7742	172.9412	429.2387	292.1283	218.4595	353.2695	191.4747	379.8933	445.9034	332.736	496.874
FAM105B|90268	344.4588	415.5731	303.0035	408.3894	558.9147	513.9726	633.7553	683.6735	395.8032	338.2353	535.9096	430.3207	830.6773	417.0654	424.2008	483.1976	337.7101	663.0824	442.3626
FAM106A|80039	0.7376	0	0	0.3957	0	2.1918	0	0	3.6179	0.5882	5.11	1.1662	0	1.5949	2.0626	3.3324	0	7.1685	0.4824
FAM106C|100129396	4.4256	6.1242	1.7668	0.3957	0.7752	6.0274	0.4219	0	1.4472	2.3529	3.1937	1.1662	0	0.7974	2.4063	11.9966	2.1008	2.9869	0
FAM107A|11170	1948.7369	743.657	696.1131	3747.5267	309.3023	1189.589	901.2658	2806.5863	706.2229	2089.4118	3472.8732	2151.0204	904.3825	1503.1898	563.0801	738.4593	2287.8151	4109.319	3856.3214
FAM107B|83641	339.2956	895.888	333.9223	791.0566	489.9225	1865.7534	4964.9789	1166.9759	614.3271	1471.7647	7320.6914	1696.793	6430.2789	1632.3764	1669.9897	1631.875	2678.5714	12772.9988	4301.096
FAM108A1|81926	362.1612	434.8206	553.8869	462.6039	795.3488	461.3699	527.8481	705.0093	506.5123	352.9412	472.0348	386.5889	1472.1116	892.7432	590.9247	338.9048	593.4874	401.4337	807.5409
FAM108B1|51104	217.5917	194.2257	163.4276	218.8366	438.7597	632.3288	1259.4937	761.5955	181.6208	328.8235	596.5907	373.7609	788.1806	730.4625	1546.2358	796.443	765.7563	881.7204	681.1516
FAM108C1|58489	138.6686	66.4917	101.5901	42.7384	1131.0078	564.9315	4025.3165	2044.5269	233.7192	377.0588	1009.2219	609.3294	2588.9774	1237.2408	2488.1403	766.1182	769.4328	2622.4612	1051.6363
FAM109A|144717	273.6493	223.0971	263.2509	136.9213	332.5581	346.8493	270.0422	230.5195	232.9957	213.5294	219.7293	300.8746	461.4874	336.5231	214.1629	243.9315	278.3613	145.7587	317.9029
FAM109B|150368	322.3308	282.5897	508.8339	261.575	242.6357	309.589	160.7595	191.5584	701.1577	370.5882	196.0957	349.2711	237.0518	501.9936	250.9453	344.9031	132.8782	116.4875	351.1886
FAM10A4|145165	465.425	390.2012	417.8445	523.9414	226.3566	309.0411	451.4768	241.1874	350.9407	455.8824	486.0873	422.1574	152.7224	339.3142	260.9144	346.5693	441.1765	324.3728	274.9691
FAM110A|83541	42.7807	37.6203	31.8021	45.5085	624.031	390.6849	967.9325	354.3599	79.5948	140	358.9764	241.3994	897.0784	863.6364	723.6164	430.879	862.395	363.2019	533.5366
FAM110B|90362	367.3244	359.5801	378.9753	559.1611	41.8605	354.5205	107.173	65.3989	464.5441	522.3529	216.5356	369.0962	227.7556	84.5295	133.0354	233.9343	102.9412	95.5795	335.2694
FAM110C|642273	0	0	0.8834	0	160.4651	28.4932	110.1266	264.3785	0	8.2353	182.0432	22.1574	17.2643	87.7193	158.8175	105.3038	82.9832	352.4492	27.9793
FAM111A|63901	247.8333	324.5844	283.5689	308.2707	527.907	764.3836	543.4599	465.2134	628.0753	431.1765	783.1051	683.965	534.5286	688.9952	1105.5345	923.7406	952.2059	460.5735	534.019
FAM111B|374393	3.688	4.3745	1.7668	5.9359	176.7442	320.5479	52.3207	206.8646	268.4515	24.1176	37.0474	38.484	58.4329	135.1675	43.6576	57.3172	12.605	8.3632	54.029
FAM113A|64773	121.7039	145.2318	114.841	189.5528	431.7829	242.7397	591.9831	293.1354	162.0839	277.6471	717.9528	399.4169	1232.4037	520.7337	680.6463	576.5048	985.8193	796.2963	628.0874
FAM113B|91523	173.3358	247.6028	187.2792	66.8777	110.8527	185.2164	437.9747	147.0315	128.0753	249.4118	323.8708	306.1224	987.3838	180.626	213.8295	337.9151	475.3151	291.5412	517.1349
FAM114A1|92689	1247.2801	1286.0892	1818.0212	1296.0032	1089.1473	969.3151	275.1055	601.1132	1751.0854	864.1176	594.6744	756.2682	48.4728	705.3429	562.7363	952.3992	211.6597	721.6249	385.9216
FAM114A2|10827	444.7723	464.5669	469.9647	483.9731	344.9612	395.6164	295.7806	457.3284	452.2431	521.1765	334.704	369.6793	160.6906	306.2201	387.0746	398.888	372.8992	231.1828	387.3688
FAM115A|9747	282.5005	248.4689	302.1201	284.5271	120.9302	445.4795	117.7215	146.5677	386.3965	390	358.3377	289.7959	31.8725	255.9809	204.1939	442.8756	315.1261	195.9379	105.1636
FAM115C|285966	75.0655	84.1907	43.1625	134.8951	621.4884	430.5205	576.9156	594.4388	57.6773	173.6706	429.475	224.5831	570.1328	283.4968	599.2128	462.85	1003.3981	264.2891	539.6727
FAM116A|201627	997.234	883.6395	871.9081	933.518	572.093	956.1644	666.2447	778.2931	867.5832	902.9412	796.5188	911.3703	568.3931	726.0766	744.242	745.4573	577.7311	558.5424	687.9052
FAM116B|414918	53.1071	38.4952	62.7208	68.8564	88.3721	92.0548	134.1772	82.0965	79.5948	122.3529	123.9171	153.3528	474.7676	116.4274	145.7546	141.2937	211.1345	151.7324	191.996
FAM117A|81558	1077.6323	883.6395	1293.2862	565.097	461.2403	496.9863	355.2743	275.0464	843.7048	1015.2941	458.6211	1098.5423	365.8699	651.1164	358.8862	608.1625	473.2143	171.4456	596.7312
FAM117B|150864	292.8268	141.7323	235.8657	157.499	500	524.9315	656.1181	320.5009	198.2634	344.7059	635.5543	446.6472	291.5007	483.6523	445.1702	707.468	809.8739	317.2043	371.9319
FAM118A|55007	338.558	329.8338	500	368.4211	509.3023	488.7671	584.8101	284.3228	333.5745	364.7059	1414.8269	601.7493	1046.4807	391.547	701.2719	514.1889	1231.0924	1856.6308	668.1267
FAM118B|79607	273.6493	295.713	281.8021	221.6066	214.7287	292.6027	259.4937	225.4174	361.7945	243.5294	194.8182	258.309	207.8353	342.9027	257.4768	256.5946	248.4244	184.5878	269.6627
FAM119A|151194	144.5694	168.8539	136.0424	113.1777	187.5969	215.3425	182.7004	120.1299	159.9132	159.4118	164.1582	173.1778	158.6985	308.6124	176.0055	145.6258	163.8655	169.0562	185.2424
FAM119B|25895	269.2237	132.1085	222.6148	133.7554	138.7597	158.9041	91.5612	73.7477	196.8162	248.2353	141.1633	183.6735	126.826	197.3684	154.3486	243.5983	273.1092	117.6822	164.4991
FAM120AOS|158293	1051.2558	1099.6938	1223.3746	954.2659	670.1938	836.2575	1193.9409	680.6725	1185.9045	961.8824	1314.601	1016.449	693.8446	750.8413	1013.6886	1105.1863	1457.584	1084.0442	867.1513
FAM120A|23196	4610.555	4142.6509	4241.2898	4116.9648	3691.8217	4681.5507	4307.3249	3442.2403	4120.8973	3823.4118	4558.0486	3483.8426	2142.1448	4025.4745	5233.8192	5779.2137	5432.1218	5154.307	3112.665
FAM120B|84498	752.3511	792.6509	790.636	618.52	695.3488	700.8219	630.8017	770.4082	719.2475	730	937.0434	797.0845	264.2762	555.4226	877.9649	951.0662	796.2185	793.9068	405.2177
FAM120C|54954	279.5501	288.7139	294.1696	353.7792	246.5116	296.4384	200.4219	198.0519	347.3227	407.0588	242.7243	241.9825	119.5219	349.681	220.3506	271.9236	216.9118	101.5532	148.5798
FAM122A|116224	711.0455	534.5582	564.4876	396.5176	400.7752	518.3562	328.27	515.7699	653.4009	574.7059	336.6202	516.035	237.0518	492.823	454.1079	506.8577	485.8193	343.4886	397.9816
FAM122B|159090	595.9801	616.7979	586.5724	679.0661	714.7287	649.3151	785.654	710.1113	919.6816	594.1176	951.0959	606.9971	681.2749	766.7464	637.6762	777.4483	869.2227	826.1649	650.7603
FAM122C|159091	26.5536	25.3718	36.2191	44.3213	37.9845	35.6164	30.3797	42.2078	41.9682	35.2941	59.4036	44.3149	25.8964	37.0813	58.7831	54.3181	50.9454	71.6846	48.2402
FAM123A|219287	0	0	0	0	0	1.0959	0	0.4638	0	0	0	1.1662	0	0	0	0.3332	0	0	0.4824
FAM123B|139285	346.6716	415.5731	404.5936	270.6767	494.5736	254.2466	77.6371	231.9109	418.958	282.3529	144.9958	238.484	49.1368	139.5534	108.2846	181.9489	148.6345	48.9845	108.058
FAM123C|205147	0	0.8749	0	0.3957	0	0	0.4219	0.9276	0	0	0	0	1.328	0.7974	0.3438	0.3332	0.5252	0	0
FAM124A|220108	132.7678	111.1111	149.2933	165.8093	34.1085	65.7534	15.1899	51.4842	136.0347	89.4118	15.9687	71.137	60.425	19.1388	23.7195	32.9907	13.1303	24.4922	99.8572
FAM124B|79843	58.2703	16.6229	38.8693	13.4547	19.3798	72.8767	2.9536	33.3952	33.2851	151.1765	9.5812	41.3994	34.5286	22.7273	33.6886	25.9927	14.1807	5.3763	29.9089
FAM125A|93343	236.7693	395.4506	295.053	350.6134	1072.093	586.8493	1102.9536	732.8386	448.6252	544.7059	618.9469	392.4198	1105.5777	734.4498	743.8982	490.1957	724.7899	433.6918	692.7292
FAM125B|89853	531.0714	486.4392	518.5512	359.7151	188.3721	487.6712	990.2954	268.5529	514.4718	650.5882	1221.925	451.312	273.5724	666.2679	542.1107	1222.3234	1512.0798	384.7073	651.2427
FAM126A|84668	600.4057	843.3946	667.8445	1022.9521	699.2248	631.2329	115.6118	946.6605	834.2981	601.1765	362.8089	392.4198	126.826	244.0191	273.9773	340.2378	104.5168	550.7766	394.1224
FAM126B|285172	379.1259	374.4532	305.6537	324.8912	498.4496	376.4384	203.7975	604.3599	298.8423	351.7647	359.6152	377.8426	186.587	541.0686	429.3572	512.1895	343.4874	357.2282	331.8926
FAM127A|8933	3092.7531	2901.2773	3659.2756	3100.9102	2317.8295	2351.7808	3413.0802	2237.9406	3797.8003	3165.2941	1926.4641	2423.3236	2660.6906	1681.4195	1759.3675	2014.7675	2042.542	1635.1075	2990.8923
FAM127B|26071	1074.6819	988.6264	1126.3251	855.1642	1133.3333	1029.589	1505.4852	791.744	1195.369	1104.7059	997.0857	1017.4927	949.5352	1042.2648	957.7174	750.4559	1106.0924	679.2115	942.1311
FAM127C|441518	590.0793	732.2835	834.8057	715.8686	779.845	627.9452	688.1857	501.8553	797.3951	695.2941	492.4747	547.5219	361.8858	398.3254	584.3933	520.5205	594.5378	269.4146	597.2136
FAM128A|653784	344.4588	289.5888	439.9293	402.8492	853.4884	372.6027	564.135	583.9518	474.6744	454.7059	321.929	450.7289	1776.8924	547.8469	385.012	286.2529	517.3319	159.4982	504.1101
FAM128B|80097	1003.1348	1077.8653	1224.3816	1239.8101	2150.3876	988.4932	2090.2954	1397.9592	1499.2764	1258.2353	999.002	1149.2711	4320.0531	1564.1946	1026.8133	733.7939	1079.3067	772.4014	1959.0344
FAM129A|116496	43702.7476	40325.4593	41605.1237	35012.6632	4722.4806	4761.6438	412.6582	1628.9425	30054.2692	17527.6471	815.0425	16516.6181	622.178	843.3014	1732.5541	5859.0213	555.1471	1047.1924	3119.2112
FAM129B|64855	3508.759	3763.7795	4121.0247	3920.8548	21761.2403	5243.8356	9397.0464	34133.5807	3128.0753	3754.7059	7456.7448	5069.9708	4924.9668	5802.2329	12918.1849	5833.3618	8008.4034	10342.8913	6821.6463
FAM129C|199786	2.9504	14.8731	0	1.5829	47.2868	15.3425	1.6878	67.2542	10.8538	27.6471	0	118.9504	589.6414	90.5104	1.7188	2.3327	3.1513	1.1947	114.3293
FAM131A|131408	624.7465	792.6509	721.7314	825.089	393.7984	312.8767	688.1857	658.1633	664.9783	548.8235	658.5492	563.8484	230.4117	523.126	638.7075	346.9026	240.021	1515.5317	627.1226
FAM131B|9715	39.8304	87.4891	315.371	83.1025	35.6589	71.2329	34.1772	38.961	41.9682	82.9412	26.8274	58.309	18.5923	148.7241	99.6906	41.9882	23.6345	18.5185	37.6274
FAM131C|348487	2.2128	1.7498	3.5336	0.7915	43.4109	8.2192	7.173	7.4212	0.7236	4.1176	0	5.8309	21.2483	80.5423	3.7814	0.3332	8.4034	5.9737	1.4472
FAM132A|388581	0	0	1.7668	1.9786	13.9535	7.6712	0.8439	8.3488	0.7236	0.5882	1.2775	0.5831	17.2643	1.5949	2.4063	0.3332	2.6261	4.1816	5.3064
FAM133A|286499	2.9504	1.7498	6.1837	4.353	1.5504	4.3836	16.4557	0.9276	7.9595	6.4706	5.7487	4.0816	0	184.2105	2.4063	1.333	1.0504	1.1947	0.9648
FAM133B|257415	105.4767	114.6107	132.5088	113.9691	107.7519	112.3288	69.6203	109.462	83.2127	91.7647	93.2572	113.7026	50.4648	66.5869	89.7216	88.975	102.9412	135.006	126.3893
FAM134A|79137	2243.0389	1520.5599	1994.6996	1259.2006	2019.3798	2317.8082	3499.1561	1668.8312	2454.4139	2610	2921.6336	2399.4169	1975.4316	2898.7241	2452.3891	3001.4904	3730.5672	1810.6332	2083.9765
FAM134B|54463	209.4781	118.1102	93.6396	123.4666	65.8915	104.1096	262.4473	108.0705	70.1881	102.9412	341.0915	143.4402	124.17	108.0542	38.1574	88.3085	66.1765	77.6583	129.2837
FAM134C|162427	1273.0961	916.8854	1237.6325	555.2038	1913.1783	1649.3151	2527.4262	1420.2226	1088.2779	1357.6471	1563.6552	1535.277	2542.4967	2992.0255	1890.3403	2171.7234	2590.8613	792.7121	1315.5102
FAM135A|57579	341.5084	540.6824	331.2721	491.8876	1446.5116	435.0685	204.6414	1909.5547	293.0535	338.8235	402.4113	320.1166	91.6335	311.4035	719.835	543.514	373.4244	330.3465	236.8594
FAM135B|51059	11.8016	11.3736	2.6502	5.5402	6.2016	194.5205	59.4937	5.5659	3.6179	34.7059	240.808	2.9155	3.3201	30.7018	1.375	189.9467	25.7353	86.0215	25.0849
FAM136A|84908	737.5991	545.9318	661.6608	527.503	907.7519	894.7945	740.0844	733.7662	692.4747	562.9412	395.385	759.7668	1391.1023	628.3892	600.8938	582.5031	728.9916	500	649.7955
FAM136B|387071	0	0	0	0	0	0	0	0	0.7236	0	0.6387	0	0	0.3987	0	0	1.0504	0	0.9648
FAM138B|654412	1.4752	1.7498	1.7668	3.5615	0	0	0	0.4638	2.8944	0.5882	0	1.7493	0	0.3987	0.6875	0.3332	0	0	0.4824
FAM138D|677784	0	0	0.8834	0.3957	0	0	0	0	0	1.1765	0	0.5831	0	0	0	0.3332	0	0	0.4824
FAM138E|100124412	0	3.4996	5.3004	0.3957	0	0	0	0	0	2.3529	0	5.8309	0	0	0	1.333	0	0	0
FAM138F|641702	14.752	12.2485	38.8693	7.1231	0.7752	3.2877	0.4219	1.3915	22.4313	18.2353	0.6387	25.656	2.656	0.7974	2.4063	15.329	0	0.5974	3.3768
FAM13AOS|285512	26.052	15.4856	26.5724	19.8378	54.8295	9.8575	9.5654	38.641	24.0087	39.2588	33.4065	35.481	63.8579	42.9665	30.0825	43.6644	47.4895	71.2246	39.8512
FAM13A|10144	1053.7931	1091.2511	785.265	2003.9058	354.4729	776.4438	598.4515	234.5501	966.5847	1080.1529	1597.956	1116.1224	436.1421	975.7735	1114.297	1345.2789	1363.75	1378.5962	664.9381
FAM13B|51306	2528.4381	2619.4051	3863.0212	2900.1385	635.6512	1156.674	398.3122	461.0297	3516.5412	1448.2118	621.5019	2142.8222	214.4754	680.9888	599.175	1492.3709	1058.5977	759.7551	644.9328
FAM13C|220965	143.4188	114.2957	86.6961	101.7293	39.1318	327.3589	123.1688	99.0631	141.8234	189.9118	311.0639	155.137	23.4197	165.0199	88.6387	255.1483	183.2773	67.5806	122.7038
FAM149A|25854	712.5207	648.294	633.3922	753.4626	229.4574	327.6712	156.5401	143.321	560.7815	531.1765	248.473	489.7959	140.1062	115.63	191.131	381.5595	613.4454	152.3297	276.8987
FAM149B1|317662	525.1706	473.3158	500	531.0645	446.5116	447.1233	305.4852	397.9592	524.602	452.3529	423.49	463.5569	108.8977	1092.1053	446.889	531.1842	481.6176	380.5257	233.0002
FAM150A|389658	5.1632	87.4891	19.4346	3.1658	0	2.1918	106.3291	0	0.7236	12.9412	26.8274	4.6647	7.9681	92.9027	15.1255	43.9876	36.2395	56.1529	87.7972
FAM150B|285016	18.44	1.7498	0.8834	51.0487	1.5504	133.6986	29.5359	14.3785	2.8944	22.3529	99.6447	3.4985	11.9522	36.2839	7.9065	116.9672	2.1008	54.9582	33.2857
FAM151A|338094	0	5.9143	1.3693	0.5817	1.4186	0.8932	5.616	4.5455	1.1143	3.0706	8.2079	3.4694	22.3904	1.5231	2.5816	3.1824	2.8782	2.2521	10.8106
FAM151B|167555	4.4256	7.874	7.9505	9.8932	18.6047	15.3425	9.7046	12.0594	18.0897	3.5294	6.3875	13.4111	11.2882	7.9745	15.4692	16.662	15.2311	4.779	8.2008
FAM153A|285596	2.2128	0	0.8834	1.1872	0.7752	0	0	4.1744	0	2.9412	8.3037	2.9155	4.6481	1.9936	5.8439	5.9983	43.5924	31.6607	5.7888
FAM153B|202134	2.2128	0	2.6502	0	0	0.5479	0	0.9276	0	0.5882	1.2775	0	3.9841	0	0.6875	2.3327	5.2521	5.3763	0.4824
FAM153C|653316	0	0	0	0	0	0	0	0	0	0	0	0.5831	0	0	0.3438	0.3332	0	0	0
FAM154A|158297	0	0	0	0.3957	0	1.0959	3.7975	0	0	1.1765	0	1.7493	1.328	0	0	0.3332	1.0504	0.5974	1.4472
FAM154B|283726	4.4256	2.6247	4.417	7.1231	0	7.1233	2.1097	1.3915	7.2359	8.2353	3.8325	7.5802	6.6401	7.9745	6.5315	12.3299	5.7773	8.9606	6.7536
FAM155A|728215	16.2272	19.2476	26.5018	28.4923	3.876	163.8356	160.3376	26.9017	10.8538	67.0588	351.9502	34.9854	59.761	32.2967	16.8443	292.5845	324.0546	253.8829	52.0994
FAM155B|27112	13.2768	6.1242	6.1837	1.5829	1.5504	14.7945	58.6498	3.7106	2.1708	17.6471	53.0161	17.4927	76.3612	103.6683	13.0629	48.9862	78.2563	17.3238	31.3561
FAM156A|29057	374.7004	373.5783	386.9258	328.8484	384.4961	333.6986	590.7173	345.0835	318.3792	474.1176	911.4935	691.5452	1052.4568	409.4896	852.8704	833.0994	1001.5756	875.7467	678.7396
FAM157A|728262	5.1632	2.6247	6.1837	5.9359	55.814	1.6438	0	3.7106	2.8944	4.1176	1.2775	4.0816	0.664	2.7911	12.7191	30.6581	2.1008	1.7921	2.412
FAM157B|100132403	0	0	0	0.3957	3.876	0	1.2658	2.7829	0	0	1.2775	0.5831	0	0	4.1251	1.9994	0.5252	2.3895	0
FAM158A|51016	104.0015	88.364	140.4594	97.3486	358.9147	119.4521	177.6371	144.2486	213.4588	135.8824	59.4036	107.2886	518.5923	100.0797	98.6593	118.9666	173.3193	69.8925	151.4742
FAM159A|348378	0.7376	3.4996	1.7668	0.7915	4.6512	8.2192	6.3291	21.7996	1.4472	11.7647	5.11	19.242	198.5392	25.1196	2.7501	2.3327	4.2017	2.9869	29.4265
FAM160A1|729830	8.1136	19.2476	7.9505	31.2624	231.7829	52.0548	226.1603	395.6401	5.0651	28.2353	238.8918	63.5569	50.4648	239.2344	170.5053	222.9374	147.584	431.8996	78.6315
FAM160A2|84067	638.7608	805.7743	684.629	600.3166	587.5969	693.6986	1118.5654	916.9759	570.1881	948.8235	1113.9766	1074.6356	683.9309	700.5582	1131.6604	974.393	992.1218	933.0944	791.6216
FAM160B1|57700	1495.1134	1072.6159	1200.53	981.4009	405.4264	763.8356	185.654	372.9128	1141.0999	1054.7059	438.1812	900.8746	432.2709	287.0813	406.3252	577.1712	423.3193	238.3513	631.4642
