TCGA-18-3414-01A-01R-0980-07	TCGA-18-3417-01A-01R-1443-07	TCGA-34-8455-01A-11R-2326-07	TCGA-37-4132-01A-01R-1100-07	TCGA-58-8386-01A-11R-2296-07	TCGA-66-2742-01A-01R-0980-07	TCGA-NC-A5HP-01A-11R-A26W-07
ADAR|103	7607.5318	5815.8803	8186.4813	4979.4918	5786.7459	10585.2453	8763.9903
ADAT1|23536	464.8329	275.0288	190.7958	307.1779	192.5638	317.2138	246.3504
ADAT2|134637	140.6683	72.4971	168.2646	462.7731	314.6574	133.6628	299.8783
ADAT3|113179	81.595	10.3567	64.7172	20.0624	96.2819	37.6515	65.0852
ADA|100	234.0779	544.3038	209.9712	167.6326	166.752	288.0339	356.4477
ADCK1|57143	232.2319	146.145	155.3212	179.2243	155.6898	123.7793	207.4209
ADCK2|90956	865.7929	1635.2129	499.5206	799.3758	754.3091	951.1707	764.5985
ADCK4|79934	506.9227	643.2681	593.4803	578.2434	368.7391	784.5629	1658.7591
ADCK5|203054	346.3171	96.6628	315.4362	394.5609	376.1139	198.141	334.5499
ADCY10|55811	1.846	657.0771	0	0	0	77.6562	2.4331
ADCY1|107	89.3483	23.015	42.6654	48.1498	50.3943	18.8257	55.9611
ADCY2|108	15.8759	232.4511	3.8351	1.3375	567.8582	12.7074	108.8808
ADCY3|109	524.9437	1583.3487	1467.6942	927.004	2280.2376	1742.8121	1505.5596
ADCY4|196883	82.7026	23.015	94.9185	50.8248	177.8142	45.6524	86.983
ADCY5|111	44.305	8.0552	22.5312	31.654	18.8467	24.4735	41.3625
ADCY6|112	375.8538	420.023	626.0786	585.8226	788.2823	361.9249	874.0876
ADCY7|113	755.0305	858.458	1057.047	363.3527	2432.449	817.5079	1661.1922
ADCY8|114	0	1.1507	0.4794	0	1.6388	1.4119	3.0414
ADCY9|115	231.8627	304.9482	594.4391	288.453	1249.2062	1005.2947	608.8808
ADCYAP1R1|117	0	0	1.4382	0	4.9165	1.4119	0
ADCYAP1|116	15.5067	25.3165	18.6961	15.6041	9.0136	7.0597	24.9392
ADC|113451	69.0419	113.9241	73.8255	43.6915	118.4062	79.5388	161.8005
ADD1|118	4653.129	3234.7526	4302.9722	2609.0058	5499.9488	3807.9774	2836.983
ADD2|119	104.1167	51.7837	13.4228	763.7093	80.3032	15.0606	225.6691
ADD3|120	3183.3118	2452.244	2404.1227	4864.4672	711.6665	5878.3386	2713.5036
ADH1A|124	3.0718	1.1507	9.1083	2.675	6.5554	5.1771	0
ADH1B|125	46.5202	9.206	895.0144	503.7896	1166.8545	398.6351	68.1265
ADH1C|126	1054.8274	2.3015	214.7651	7.1333	11.0622	143.5463	5.4745
ADH4|127	0.7384	0	0.9588	0	0.4097	1.8826	0
ADH5|128	6713.6792	4814.7296	8552.7325	5470.798	3188.7739	2621.4849	1993.309
ADH6|130	3.3229	0	4.3145	0	4.0971	0.4706	3.6496
ADH7|131	557.8734	421.1738	7559.4439	4.4583	18.437	1018.4728	1307.7859
ADHFE1|137872	46.5202	4.603	64.2378	136.4244	58.9983	41.4166	34.6715
ADI1|55256	2145.0988	3237.0541	1572.3873	7655.3723	1446.2768	1789.387	1707.4209
ADIG|149685	0	2.3015	0	0	0	0.4706	1.2165
ADIPOQ|9370	0	0	0	0	0	0.4706	10.9489
ADIPOR1|51094	4709.6179	6060.9896	4158.6769	3964.7793	3181.8089	3838.5692	4558.3942
ADIPOR2|79602	2231.8627	5507.4799	2356.6635	1748.551	1249.6159	2371.1025	2381.3869
ADK|132	664.9437	485.6157	697.0278	796.255	564.5806	616.5431	757.2993
ADM2|79924	124.7923	71.3464	147.1716	136.8703	49.9846	251.7943	333.3333
ADM|133	747.6463	3662.8308	2184.5638	600.535	866.1272	1156.842	1035.8881
ADNP2|22850	721.0633	454.5455	538.3509	818.9924	654.7168	676.7855	642.3358
ADNP|23394	3783.2749	1668.5846	2767.977	2013.8208	2518.4882	4376.9855	3089.4161
ADORA1|134	31.7519	105.8688	44.1035	18.7249	47.1167	15.5312	50.4866
ADORA2A|135	99.317	128.8838	168.744	118.5912	178.2198	120.4848	71.1679
ADORA2B|136	292.4128	459.1484	473.6337	104.7704	171.6685	435.3453	245.1338
ADORA3|140	87.1331	95.5121	92.5216	165.4035	208.9522	170.373	77.2506
ADO|84890	897.914	516.6858	591.5628	800.2675	393.7314	1037.2985	1055.9611
ADPGK|83440	1777.8623	2454.5339	1197.0038	1813.0004	1211.3203	1321.5672	1431.8735
ADPRHL1|113622	48.7355	10.3567	48.8974	66.4289	43.0196	120.0141	29.8054
ADPRHL2|54936	756.5073	727.2727	960.2109	973.2501	727.2355	849.0411	529.8054
ADPRH|141	165.4052	325.6617	180.7287	162.2827	270.8184	408.9893	326.6423
ADRA1A|148	1.846	0	1.9175	1.7833	9.4233	1.4119	0
ADRA1B|147	0.7384	14.9597	6.7114	7.1333	11.0622	5.1771	11.5572
ADRA1D|146	1.4768	10.3567	20.1342	0	181.0919	7.5303	239.0511
ADRA2A|150	23.6293	161.1047	66.1553	42.354	117.1771	43.2992	82.1168
ADRA2B|151	23.9985	21.8642	8.1496	17.8333	7.7845	4.7064	26.1557
ADRA2C|152	55.3812	103.5673	78.14	119.4828	172.0783	3.2945	248.7835
ADRB1|153	74.9492	6.9045	133.2694	83.8163	54.0817	150.1353	60.219
ADRB2|154	159.8671	23.015	141.419	32.0999	215.5075	88.481	46.2287
ADRB3|155	0.7384	0	3.8351	2.2292	0.4097	0.9413	1.2165
ADRBK1|156	2867.6389	1318.7572	5538.3509	3552.831	4326.9487	2667.608	2219.5864
ADRBK2|157	761.307	182.9689	576.7018	282.6572	1084.5027	210.3777	379.562
ADRM1|11047	3893.2989	2707.71	3036.4334	1728.0428	3135.1019	4189.1987	3436.7397
ADSL|158	1935.3886	1495.9724	1397.8907	1941.5961	1486.4284	1757.8539	1369.2214
ADSSL1|122622	200.1108	248.5616	562.7996	213.1074	467.4793	345.923	372.2628
ADSS|159	2403.5444	1153.0495	2461.6491	1404.3691	1801.0857	1594.0699	3069.9513
AEBP1|165	4559.3502	13027.618	8513.9022	3329.0236	6499.6415	4761.0307	20192.8224
AEBP2|121536	973.9708	2043.7284	1253.5954	621.0432	1213.9711	899.3999	1880.1703
AEN|64782	760.1994	589.183	633.2694	680.3388	728.8743	304.5064	990.2676
AES|166	9002.3999	6990.794	9791.4669	5078.9122	6671.7198	4740.3224	4022.5061
AFAP1L1|134265	169.4665	128.8838	295.7814	123.0495	283.1097	147.3114	147.2019
AFAP1L2|84632	616.5774	1559.2635	963.5666	320.5528	850.1485	786.4455	1366.7883
AFAP1|60312	1249.1859	1623.6939	1509.2713	380.7267	1627.5981	657.9503	881.399
AFARP1|246182	2.5845	0	2.3969	4.4583	12.2913	1.4119	3.0414
AFF1|4299	1039.3207	482.1634	1732.5024	674.0972	1783.0585	884.3393	973.8443
AFF2|2334	141.7759	163.4062	35.954	8.9166	40.971	30.5918	94.2822
AFF3|3899	23.6293	14.9597	43.1448	12.0374	164.7035	30.5918	13.9903
AFF4|27125	1163.0054	942.4626	1537.8715	1232.724	1966.6086	2019.5317	1689.781
AFG3L1|172	269.5219	56.3867	193.1927	335.7111	248.694	212.7309	602.1898
AFG3L2|10939	1232.0583	2024.3153	727.8236	580.6821	1890.423	1289.7659	942.4757
AFMID|125061	740.6313	743.3832	788.5906	1585.3767	601.0448	719.1434	487.2263
AFM|173	0	0	0	0	0	0	0
AFP|174	0	0	0.4794	0	0	0.9413	0.6083
AFTPH|54812	2152.8521	1212.8884	1160.1151	1003.1208	913.2439	1528.1798	2115.5718
AG2|387763	112.6085	983.8895	372.4832	543.0227	853.8359	183.0804	371.6545
AGAP11|119385	7.3842	2.3015	11.0259	13.8208	18.5353	8.9422	24.9513
AGAP1|116987	339.3022	238.2048	401.2464	294.2488	495.7493	262.6191	509.1241
AGAP2|116986	58.6782	61.2543	75.5513	53.6692	200.0246	57.7291	53.3577
AGAP3|116988	2080.4874	1714.6145	1682.1668	1468.5689	2077.6401	896.5761	2243.9173
AGAP4|119016	162.4515	43.7284	173.5379	209.9866	174.5365	133.1921	324.8175
AGAP5|729092	37.8771	4.603	30.2589	55.3411	41.6225	29.7259	40.7543
AGAP6|414189	122.5771	21.8642	78.14	194.8284	97.9207	70.1259	285.8881
AGAP7|653268	17.3528	4.603	7.1908	46.8123	6.1457	8.0009	67.5182
AGAP8|728404	43.9358	8.0552	23.4899	45.9206	36.4642	21.6496	40.146
AGA|175	532.7672	579.977	387.8236	937.5836	956.6732	742.6756	226.2774
AGBL1|123624	0	0	0.4794	0	7.7845	2.3532	8.5158
AGBL2|79841	2.5845	3.4522	13.9022	5.35	9.0136	14.59	12.7737
AGBL3|340351	2.5845	2.3015	0.9588	8.4708	2.4583	2.8239	1.8248
AGBL4|84871	14.0299	4.603	0	6.2416	1.6388	0	4.8662
AGBL5|60509	454.8643	3285.3855	1050.3452	1472.1578	827.6186	944.6005	795.0182
AGER|177	85.2871	9.206	220.9971	847.5256	5281.983	629.2505	301.0949
AGFG1|3267	2843.6404	1745.6847	2106.9032	1506.4646	1598.2792	2054.3593	1450.1217
AGFG2|3268	482.5549	232.4511	422.3394	381.1859	909.5565	328.5092	318.1265
AGGF1|55109	437.8807	448.7917	481.7833	561.3018	477.722	518.6493	568.1265
AGK|55750	651.6522	868.8147	553.6913	726.7053	502.7143	697.9645	951.3382
AGL|178	700.0185	463.7514	1065.6759	1004.0125	887.0224	1447.6997	364.9635
AGMAT|79814	22.8909	115.0748	68.5523	133.7494	73.7478	51.3002	18.8564
AGPAT1|10554	1202.6952	2951.7491	1813.0489	2622.6928	1372.1274	1519.4117	1079.4647
AGPAT2|10555	1069.2265	548.9068	876.3183	471.6897	780.4978	761.0307	1130.7786
AGPAT3|56894	1554.3659	1433.832	1486.0978	1627.2849	1630.6463	1190.2577	1296.837
AGPAT4|56895	464.0945	168.0092	178.8111	262.1489	405.613	94.1287	340.0243
AGPAT5|55326	1199.1877	746.8354	612.6558	1626.3932	796.0668	1529.5917	514.5985
AGPAT6|137964	763.5222	584.58	1054.65	2102.9871	1419.2359	991.1754	952.5547
AGPAT9|84803	84.9179	56.3867	13.4228	256.3531	108.5732	54.124	26.1557
AGPHD1|123688	84.5486	39.1254	57.5264	57.9581	16.3884	63.0662	55.9611
AGPS|8540	867.2697	1377.4453	1928.5714	1150.2452	893.5778	2413.4604	1167.2749
AGR2|10551	3898.4678	667.4338	2708.5331	22.7374	773.123	2636.0748	487.2263
AGR3|155465	165.7744	57.5374	173.0585	30.3165	882.9253	333.6863	46.837
AGRN|375790	5592.3943	5780.2071	15528.2838	1267.9447	4937.4168	3568.8905	4997.5669
AGRP|181	0	0	0	2.2292	0.8194	0.4706	2.4331
AGTPBP1|23287	367.7312	263.5213	221.4765	596.5225	754.6861	288.5045	299.2701
AGTR1|185	10.3378	12.6582	21.5724	7.5791	24.1729	10.8248	16.4234
AGTR2|186	8.1226	0	65.6759	5.35	167.5714	83.7746	29.8054
AGTRAP|57085	1297.0279	1643.2681	2219.559	1538.5644	1242.6508	753.0298	495.1338
AGT|183	4.4305	56.3867	60.8821	313.4195	31.9574	15.5312	32.2384
AGXT2L1|64850	0.3692	0	0	0	0	0	0
AGXT2L2|85007	218.309	258.9183	279.6357	272.3941	362.5033	229.9188	360.4319
AGXT2|64902	0	0	0	0	0	0	0
AGXT|189	3.6921	0	0	1.3375	0	0	0
AHCTF1|25909	1242.0159	818.1818	1325.5034	880.963	1415.1388	1773.8557	2503.0414
AHCYL1|10768	2659.4056	2680.0921	3251.6779	2148.9077	2103.8615	3200.8472	1150.8516
AHCYL2|23382	459.2948	379.7468	774.6884	191.7075	2139.916	680.5507	366.18
AHCY|191	10175.0046	12261.2198	4575.2637	7153.8119	6088.7022	9756.9126	3725.6691
AHDC1|27245	936.3116	535.0978	1963.5666	275.5239	1007.4772	790.2106	599.7567
AHI1|54806	251.7999	165.7077	155.8006	458.3148	261.3951	288.5045	229.927
AHNAK2|113146	2918.9588	2863.061	22354.2665	27.6416	16544.9145	9293.3286	15744.5255
AHNAK|79026	10802.6583	9308.4005	41799.1371	2049.9331	39731.6399	33001.5296	43978.7105
AHRR|57491	369.5773	32.2209	68.5523	20.9541	108.9829	68.2433	104.0146
AHR|196	4132.5457	3074.7986	4506.232	1400.3567	2791.7648	8994.4699	3746.3504
AHSA1|10598	2239.9852	3066.7434	1955.8965	3531.4311	2520.5367	1815.743	2679.4404
AHSA2|130872	781.6134	55.2359	322.1477	482.3897	358.4964	247.5585	1724.4526
AHSG|197	3.6921	0	1.4382	0.8917	0	32.9451	17.6399
AHSP|51327	0	0	0	0	0.4097	0	0
AICDA|57379	0.3692	0	0.9588	4.0125	1.6388	1.8826	0
AIDA|64853	847.4506	1785.9609	798.7536	1069.5854	661.8498	714.0887	1228.2786
AIF1L|83543	272.8447	233.6018	99.233	2022.2916	169.62	48.4763	158.7591
AIF1|199	261.7685	484.4649	190.7958	863.1297	631.773	334.6276	201.3382
AIFM1|9131	626.9153	759.4937	635.187	633.0807	1040.6637	618.8963	678.8321
AIFM2|84883	191.9882	405.0633	329.8178	1189.9242	201.1677	410.8719	468.9781
AIFM3|150209	68.093	8.0552	39.1898	6.2416	24.4802	130.2083	133.7165
AIG1|51390	709.9871	696.2025	413.2311	1649.1306	311.3797	825.9795	514.5985
AIM1L|55057	326.0107	55.2359	275.6472	3.1208	410.9393	69.1846	236.618
AIM1|202	1339.1176	1150.748	2099.233	352.6527	3936.9046	1278.7387	1229.3187
AIM2|9447	93.4096	205.9839	159.6357	111.4579	99.5596	25.8854	108.8808
AIMP1|9255	1499.1582	1495.9724	766.5005	1869.3	618.736	640.4659	875.2129
AIMP2|7965	949.0714	942.8193	367.0709	823.2947	311.4739	565.4689	995.8212
AIPL1|23746	0	0	0	0	0	0	0
AIP|9049	1055.1966	864.2117	1242.0901	2341.0611	1191.8468	1302.2709	939.1727
AIRE|326	0	2.3015	0	3.5667	0.4097	0.4706	1.2165
AJAP1|55966	2.9537	0	0.4794	253.6781	200.3483	3.7651	79.6837
AK1|203	559.7194	505.1784	499.5206	773.5176	1631.4657	241.4402	392.3358
AK2|204	2999.4462	4917.1461	2575.2637	5557.7352	2155.8947	4122.838	1590.6326
AK3L1|205	438.25	438.435	401.2464	1635.3099	478.5414	681.0213	431.8735
AK3|50808	2097.8401	1241.6571	817.8332	1825.2341	901.3623	1178.4916	608.2725
AK5|26289	15.5067	5.7537	0.4794	0.4458	0.4097	0.4706	53.528
AK7|122481	12.1839	2.3015	16.7785	38.7873	22.1243	15.5312	14.5985
AKAP10|11216	321.9494	309.5512	354.7459	541.6852	337.6011	447.1114	271.8978
AKAP11|11215	1272.2909	815.8803	801.534	641.9973	1116.0504	1531.4743	1109.4891
AKAP12|9590	178.3275	718.0667	811.6012	397.2358	757.554	670.6671	484.7932
AKAP13|11214	2046.5202	1731.8757	4666.3471	1112.3495	5140.2233	1708.9069	5251.8248
AKAP14|158798	2.2152	0	0	0.4458	0.8194	0.4706	1.2165
AKAP1|8165	1168.9127	1109.3211	1736.3375	1681.6763	1851.8898	2058.1245	1656.326
AKAP2|11217	212.9149	225.5121	493.3845	178.8096	1724.429	321.779	316.5268
AKAP3|10566	25.8446	9.206	12.464	69.1039	13.1107	268.7375	4.2579
AKAP4|8852	0.3692	0	0	0	0	0	0
AKAP5|9495	32.8595	37.9747	25.8869	211.3241	49.5749	38.1221	27.9805
AKAP6|9472	60.5501	58.6881	63.279	121.712	231.8959	82.3626	379.562
AKAP7|9465	91.5636	217.4914	48.8974	113.2412	54.4914	89.8929	97.9319
AKAP8L|26993	756.5073	491.3694	720.5177	427.5524	731.7423	563.3604	970.1946
AKAP8|10270	671.5894	265.8228	813.5187	345.9652	743.6239	498.4116	742.7007
AKAP9|10142	740.2621	423.4753	946.3087	802.0508	2396.8043	1183.198	1380.7786
AKD1|221264	76.0569	19.5627	40.7478	132.8578	37.2836	98.3645	38.3212
AKIRIN1|79647	1400.0369	2008.0552	1253.116	2382.9692	1067.7046	1499.9412	720.8029
AKIRIN2|55122	839.9483	790.5639	779.4823	1341.9527	636.2798	896.1054	947.0803
AKNAD1|254268	1.1076	0	0.9588	2.675	3.6915	0	1.8248
AKNA|80709	385.8224	201.3809	421.3806	365.136	860.3913	487.5868	282.2384
AKR1A1|10327	2328.9644	3125.4315	2528.7632	3126.6161	2141.5548	3075.1853	1906.326
AKR1B10|57016	904.9289	211.7376	8664.4295	5454.7481	597.3574	1281.5625	588.1995
AKR1B15|441282	19.1988	4.603	79.5781	0.8917	208.1327	311.5661	25.5474
AKR1B1|231	1110.947	632.9114	1242.5695	2642.889	3051.9308	2264.2664	1471.4112
AKR1C1|1645	1799.52	2453.3947	6554.65	31525.1895	518.693	2742.9674	777.9805
AKR1C2|1646	2177.2199	4720.3682	7128.4756	24047.704	1047.6288	2480.2918	2810.8273
AKR1C3|8644	1756.3227	6907.9402	2036.9128	27512.2604	472.8055	2581.0095	1170.3163
AKR1C4|1109	0	5.7537	0	23.6291	0	0	0.6083
AKR1CL1|340811	0	0	0	1.3375	0	1.4119	0.6083
AKR1D1|6718	0.7384	2.3015	0	1.7833	0	1.4119	0
AKR1E2|83592	84.5486	97.8136	36.9128	105.6621	50.8041	71.0107	4.2579
AKR7A2|8574	1297.7663	1490.2186	1033.557	1781.5426	672.3343	727.1444	649.0268
AKR7A3|22977	32.1211	3.4522	51.7737	57.0664	18.8467	21.6496	10.3406
AKR7L|246181	16.2452	2.3015	5.2733	18.7249	4.5068	4.7064	3.6496
AKT1S1|84335	1559.904	1348.6766	1073.3461	732.5011	737.8879	856.1007	822.9927
AKT1|207	4474.4323	3581.1277	5094.9185	2203.2992	10126.3956	3015.4136	3872.871
AKT2|208	2637.2531	3048.3314	2227.7085	3037.8957	1934.6512	2755.6183	3565.0852
AKT3|10000	256.9688	406.214	345.6376	829.2465	274.9155	364.7488	310.219
AKTIP|64400	585.7818	407.2267	343.9549	533.0985	507.2662	423.4286	503.9599
ALAD|210	920.8049	398.1588	759.348	580.4726	1124.6543	577.9503	1038.3212
ALAS1|211	804.1351	2356.7319	720.9971	884.9755	1379.9037	886.6926	830.292
ALAS2|212	1.1076	1.1507	0.9588	1.3375	6.9651	0.4706	0.6083
ALB|213	1.1076	0	0.4794	0.4458	3.2777	0.9413	1.8248
ALCAM|214	6667.8974	907.9402	2302.9722	3061.5247	1000.1024	17540.8872	2006.0827
ALDH16A1|126133	928.5582	680.0921	837.9674	458.3148	627.2662	378.8681	609.4891
ALDH18A1|5832	1553.2583	3157.6525	1573.8255	1983.9501	1569.5995	2115.543	3444.0389
ALDH1A1|216	8258.8148	310.702	3390.2205	620.1516	1265.5946	3072.3615	1973.236
ALDH1A2|8854	12.1839	17.2612	151.9655	10.7	285.9777	39.5341	27.3723
ALDH1A3|220	2957.7958	1329.3326	2735.8245	622.1043	413.4262	1229.9753	626.0766
ALDH1B1|219	445.6341	1416.5708	757.9099	1076.683	467.0695	641.4872	795.6204
ALDH1L1|10840	677.866	6.9045	2.3969	4.9041	3.6874	0.9413	13.9903
ALDH1L2|160428	196.7879	349.8274	275.1678	263.9322	1095.5649	283.7981	739.0511
ALDH2|217	1131.2535	4168.0092	2019.6548	1449.844	2738.5025	2137.1926	1094.8905
ALDH3A1|218	247.3694	981.588	2340.3643	3883.1922	86.4488	928.1092	345.4988
ALDH3A2|224	959.2025	1497.1231	2014.3816	5845.7423	1935.4707	2232.7333	1394.7689
ALDH3B1|221	154.6982	187.5719	188.8782	320.9987	682.9868	171.3143	368.0049
ALDH3B2|222	2522.4294	173.7629	921.3806	64.1997	1870.3267	1606.7773	2051.7032
ALDH4A1|8659	1492.7081	917.1461	1395.0144	1745.4302	1288.9481	295.5642	372.2628
ALDH5A1|7915	810.7809	349.8274	337.488	1072.2247	262.6242	333.2157	414.8418
ALDH6A1|4329	274.8385	139.3671	282.8571	179.0415	267.3113	287.7515	54.2579
ALDH7A1|501	1596.8248	411.9678	873.9214	932.2336	608.4195	119.0728	986.618
ALDH8A1|64577	2.2152	2.3015	3.3557	6.2416	6.9651	2.3532	11.5572
ALDH9A1|223	2090.8252	6910.2417	1429.5302	1979.0459	964.8674	1977.6444	1493.9173
ALDOA|226	36087.5023	70243.9586	41242.5695	33098.0829	24844.0029	17526.7679	20408.7591
ALDOB|229	3.6921	3.4522	1.4382	0	0.8194	4.7064	0
ALDOC|230	858.7779	2331.4154	706.6155	1684.7971	528.9358	2308.9775	916.0584
ALG10B|144245	302.7506	281.9333	377.2771	634.4182	181.9113	380.7507	434.3066
ALG10|84920	158.7595	568.4695	220.5177	305.3946	110.6217	205.6713	166.6667
ALG11|440138	19.9372	14.9597	13.9022	14.2666	14.7496	7.5303	9.7324
ALG12|79087	717.002	301.496	851.3902	275.5239	497.3881	740.793	1147.2019
ALG13|79868	382.1303	293.4407	352.8284	642.4432	281.0611	397.2232	405.7178
ALG14|199857	168.7281	156.5017	196.5484	388.3192	103.247	262.1485	118.0049
ALG1L2|644974	5.6046	2.3015	3.4324	8.9166	0.8194	0.4706	0
ALG1L|200810	585.9258	508.1128	420.2493	1.5381	93.4877	315.7736	262.9258
ALG1|56052	469.3853	546.9275	450.3068	962.6527	490.591	415.6913	292.5487
ALG2|85365	1219.4942	420.023	410.3547	863.1297	723.9578	677.2561	950.1217
ALG3|10195	1647.4063	2752.5892	2141.8984	1944.7169	1558.1276	4024.9441	2950.7299
ALG5|29880	758.3533	967.7791	406.5197	1875.613	310.5603	861.7484	405.1095
ALG6|29929	224.4785	403.9125	309.6836	625.0557	165.1132	505.0006	173.9659
ALG8|79053	543.105	594.9367	783.3174	1444.0481	521.9707	1116.8373	636.253
ALG9|79796	214.8791	337.1692	554.1707	634.864	218.3755	533.2392	416.6667
ALKBH1|8846	300.9046	147.2957	285.7143	378.0651	201.1677	319.567	312.0438
ALKBH2|121642	355.1781	368.2394	380.6328	684.7971	204.4454	368.5139	301.0949
ALKBH3|221120	450.0646	268.1243	320.7095	365.5818	275.3252	251.3237	451.9465
ALKBH4|54784	324.1573	188.0783	256.3854	258.3861	491.5989	244.4099	296.8735
ALKBH5|54890	1328.3552	2962.0253	1809.5014	2550.3165	1901.6819	1587.8621	1419.0085
ALKBH6|84964	153.2213	224.3959	124.1611	157.8243	81.942	239.5576	313.2603
ALKBH7|84266	666.7897	354.4304	481.7833	570.2185	616.204	518.6493	386.253
ALKBH8|91801	235.1855	66.7434	445.35	129.2911	127.8296	272.032	338.8078
ALK|238	2.2152	0	0.9588	4.4583	63.5051	10.3542	15.2068
ALLC|55821	0	0	0	7.5791	0	0	5.4745
ALMS1P|200420	2.9537	0	0.4794	6.2416	0.4097	2.8239	4.8662
ALMS1|7840	945.911	500.5754	541.7066	244.3156	734.6103	873.5145	858.2725
ALOX12B|242	0.3692	12.6467	2.3969	0	4.0971	2.6968	1.8248
ALOX12P2|245	48.3663	9.206	62.7996	48.1498	81.1226	51.7708	207.4209
ALOX12|239	86.9706	324.4419	22.8715	1.3375	501.3172	8.4716	20.365
ALOX15B|247	70.1495	104.7181	460.2109	75.3455	425.6888	275.7972	80.9002
ALOX15|246	1009.0456	1.1507	3570.9492	1.3375	6.1457	3605.6007	13.382
ALOX5AP|241	435.6655	950.5178	425.6951	367.3651	428.9665	918.2257	90.6326
ALOX5|240	348.5324	212.8884	577.6606	312.9737	799.3445	518.6493	296.837
ALOXE3|59344	11.4454	26.4672	2.8763	0.4458	21.7146	2.8239	6.691
ALPI|248	0	0	0	0.8917	0	0	0
ALPK1|80216	278.7521	170.3107	408.4372	98.9746	445.7646	441.4637	413.017
ALPK2|115701	32.1211	112.7733	50.3356	59.2956	996.8247	39.5341	115.5718
ALPK3|57538	164.6668	117.3763	159.1563	1442.7107	324.4904	86.1278	125.9124
ALPL|249	1773.6755	513.2336	1631.8313	113.687	4015.569	981.2919	425.1825
ALPPL2|251	10.3378	0	0	0.8917	2.0486	0.4706	0
ALPP|250	1.4768	0	4.3145	1.3375	52.0332	8.9422	1.2165
ALS2CL|259173	301.643	56.3867	709.9712	67.7664	757.9637	537.0044	1088.8078
ALS2CR11|151254	25.4754	12.6582	8.629	55.2831	44.6584	45.6524	49.8783
ALS2CR12|130540	2.2152	2.3015	5.7526	1.3375	5.7359	0.4706	3.6496
ALS2CR4|65062	1169.6511	1168.0092	830.7766	1087.383	703.4723	884.81	576.6423
ALS2CR8|79800	153.5905	70.1956	82.9338	201.5158	88.9071	148.7234	128.3455
ALS2|57679	442.3112	302.6467	583.4132	366.0276	689.5421	593.9522	569.3431
ALX1|8092	60.1809	0	0	0	2.868	398.1645	4.8662
ALX3|257	101.9014	8.0552	33.557	113.687	27.4506	77.1856	15.2068
ALX4|60529	0.3692	0	0	0	0	0	0.6083
AMAC1L2|83650	1.846	0	0.4794	0	1.2291	3.2945	1.2165
AMAC1L3|643664	0	0	0	0	3.2777	0.4706	0.6083
AMAC1|146861	0.3692	0	0	0	0	0	0
AMACR|23600	807.0888	455.6962	739.6932	882.3005	1322.5443	675.3736	372.2628
AMBN|258	1.1076	0	0	0.8917	0	0	0
AMBP|259	1.1076	1.1507	0.4794	140.4369	1.2291	1.4119	0
AMBRA1|55626	736.2008	369.3901	856.1841	402.14	834.1698	452.2885	850.9732
AMD1|262	3572.0879	1622.5547	1604.5062	4579.1351	3771.7915	2500.0588	2186.7579
AMDHD1|144193	2.9537	18.412	3.3557	52.1623	2.4583	5.1771	1.8248
AMDHD2|51005	147.3989	100.1151	191.1026	237.0397	406.5513	162.4568	227.8589
AMELX|265	0	0	0	0	0	0	0
AMELY|266	1.1076	0	0	0	0.4097	0.9413	0
AMFR|267	3205.4643	4082.8539	2524.4487	3616.5849	4395.78	3185.3159	1930.0487
AMHR2|269	0.7384	1.1507	1.4382	0	1.2291	0.9413	0.6083
AMH|268	0	0	0.4794	5.35	20.0758	0	9.7324
AMICA1|120425	160.6055	154.2002	137.5839	224.2532	292.1233	241.9108	71.1679
AMIGO1|57463	54.2736	11.5075	97.3154	93.1788	113.08	138.3692	13.9903
AMIGO2|347902	1225.7707	1028.7687	1816.3902	303.6112	1433.5757	453.2298	481.1436
AMIGO3|386724	52.4275	32.2209	42.186	30.3165	70.8799	82.8333	71.1679
AMMECR1L|83607	737.6777	384.3498	849.4727	796.255	746.0821	826.4502	1022.5061
AMMECR1|9949	554.9197	411.9678	960.6903	453.8564	1143.501	627.3679	751.2165
AMN1|196394	210.0794	362.4856	226.7498	481.498	158.5578	350.1588	259.1241
AMN|81693	46.8894	5.7537	24.9281	0.8917	44.6584	68.2433	45.6204
AMOTL1|154810	1206.9411	789.4131	1034.5158	526.9728	2520.9464	572.3026	2205.5961
AMOTL2|51421	894.5911	780.2071	1180.2493	609.8975	1390.9659	1433.5804	1788.9294
AMOT|154796	350.3784	33.3717	75.2637	1191.2617	76.6158	163.784	609.4891
AMPD1|270	1.4768	5.7537	6.232	17.3874	2.4583	28.7093	0
AMPD2|271	873.5462	851.5535	1149.0892	776.6384	1311.4821	881.0448	607.6642
AMPD3|272	262.8761	296.893	327.9003	348.1944	414.6267	539.8282	288.9294
AMPH|273	30.6443	10.3567	3.3557	0.4458	0.8194	6.1184	31.6302
AMTN|401138	83.0718	13.809	27.325	0	0	0	5.4745
AMT|275	147.9269	9.206	100.8869	50.165	86.2645	68.2433	146.4173
AMY1A|276	47.6278	19.5627	280.9204	10.7	1148.0078	55.0653	46.837
AMY2A|279	0.3692	0	5.2733	0	15.1593	0.4706	0.6083
AMY2B|280	44.6409	1.1507	43.1448	50.8025	115.231	95.9878	78.4672
AMZ1|155185	2.9537	2.3015	4.7939	4.0125	7.3748	4.7064	8.5158
AMZ2P1|201283	182.0196	120.8285	143.3365	231.3865	111.4412	362.3956	187.3479
