TCGA-IC-A6RE-11A-12R-A336-31	TCGA-IC-A6RF-11A-21R-A336-31	TCGA-IG-A3I8-11A-11R-A24K-31	TCGA-L5-A43C-11A-11R-A24K-31	TCGA-L5-A4OF-11A-12R-A260-31	TCGA-L5-A4OG-11A-12R-A260-31	TCGA-L5-A4OJ-11A-12R-A260-31	TCGA-L5-A4OM-11A-11R-A260-31	TCGA-L5-A4OO-11A-12R-A260-31	TCGA-L5-A4OQ-11A-12R-A260-31	TCGA-L5-A4OR-11A-11R-A260-31	TCGA-V5-A7RE-11A-11R-A354-31	TCGA-V5-AASX-11A-11R-A38D-31
ATL3|25923	21.7627	19.8078	27.2834	4.795	15.3623	11.4131	8.8866	17.4842	26.7668	40.1001	6.9554	13.814	29.4038
ATMIN|23300	14.0006	14.2501	7.0636	7.9185	11.2481	9.0526	9.3938	11.578	9.5984	10.7886	8.6421	10.3492	14.4713
ATM|472	1.1804	1.2732	3.0854	3.15	4.0914	5.4708	4.4691	4.7833	5.3792	5.2735	2.8508	3.9487	8.3991
ATN1|1822	17.3772	28.1169	62.9317	24.1178	41.0397	35.5668	43.9107	40.4614	60.8526	80.4944	27.364	43.591	26.8301
ATOH1|474	0	0	0	0	0	0	0	0.0316	0.0298	0.0055	0	3.219	4.0755
ATOH7|220202	0	0.0484	0.0341	0.0911	0.939	0.0651	0.4433	0.2252	0.0418	0.0147	0.3172	0.0953	0
ATOH8|84913	0.1496	0.4971	2.3432	0.6112	1.6007	1.1451	1.9291	0.9857	2.0695	3.5792	1.5465	0.566	2.0682
ATOX1|475	9.3577	9.2755	4.0048	4.1151	7.8743	6.3551	5.6209	7.1901	4.923	4.8173	6.6134	13.4226	2.6975
ATP10A|57194	0.3226	0.5752	8.8127	0.7556	1.9368	1.935	1.1139	2.3531	3.5093	8.4985	0.7012	0.9939	0.145
ATP10B|23120	7.188	4.5375	0.0189	0.5083	2.0563	1.75	0.7328	10.1493	0.3968	0.011	1.0845	47.0157	27.0528
ATP10D|57205	7.7371	14.0615	3.102	2.2322	6.1279	3.9117	3.5598	5.1383	4.5379	6.8526	3.1802	5.1107	1.6163
ATP11A|23250	3.6123	7.4344	3.5397	1.13	7.9063	4.2959	2.6901	15.2858	5.7058	8.7585	1.5561	20.3773	24.2344
ATP11B|23200	22.0834	17.7322	8.5132	14.903	40.6918	24.6258	26.0528	42.598	17.7086	11.0312	26.2614	18.8361	26.4305
ATP11C|286410	0.9414	2.0625	3.3786	2.3097	6.1877	3.898	3.2213	5.3794	4.7063	7.4003	2.5964	4.4632	3.5012
ATP12A|479	3.6725	1.9151	0.0028	0	0.0202	0	0.1206	0.105	0	0	0.0248	0.2385	0.025
ATP13A1|57130	13.0347	17.613	4.9513	8.6982	21.5423	12.9471	13.9725	20.3984	9.1683	9.624	10.4747	19.2765	31.2075
ATP13A2|23400	17.3805	31.8595	4.9464	13.0804	20.2329	16.0937	13.7835	21.5622	9.9005	7.6257	11.1054	23.245	42.7382
ATP13A3|79572	4.754	13.2043	10.6266	9.2014	23.4948	14.968	11.189	23.6535	12.9633	12.8422	10.6966	20.8739	24.0235
ATP13A4|84239	8.8925	5.7259	0.0304	2.7093	4.0161	4.1636	8.4479	7.1558	2.3413	0.0112	2.9982	1.0806	0.0989
ATP13A5|344905	0.147	0.4409	0.0041	0.1791	0.6801	0.8045	0.1718	0.1642	0.0432	0.0064	1.0993	0.0328	0
ATP1A1|476	92.8438	273.6195	44.8348	48.6431	155.8769	74.8803	107.0804	92.3975	62.9152	123.411	91.4575	269.8842	164.7684
ATP1A2|477	3.2698	5.0824	51.329	0.3636	0.7192	1.2361	0.9422	2.6554	37.2322	29.91	0.1967	0.267	0.0234
ATP1A3|478	0.2378	0.0761	10.4292	0.2534	0.2488	0.4411	0.2447	0.2816	4.7231	1.443	0.2711	0.9117	0.0252
ATP1A4|480	0.0055	0.0274	0.2531	0.0023	0	0.0073	0.0203	0.0338	0.0165	0.0141	0.0028	0.2582	0.0042
ATP1B1|481	115.3379	74.6458	55.791	285.0466	833.7604	400.0291	376.6766	288.2382	189.2017	35.4562	625.5097	293.1301	266.7952
ATP1B2|482	0.3671	0.6175	7.1558	0.5976	0.5424	1.2745	0.6717	1.1798	6.9173	10.0525	0.315	0.2963	0.1633
ATP1B3|483	63.2975	216.818	22.8146	12.1715	27.4296	14.4967	13.3401	16.543	39.883	46.1373	9.3619	65.2965	81.1041
ATP1B4|23439	0	0	0	0	0	0	0	0	0	0.0012	0	0.0085	0.0016
ATP2A1|487	0.2308	0.2271	0.0937	0.2184	0.3576	0.3429	0.35	0.8096	0.5309	0.1622	0.2168	1.0284	0.3888
ATP2A2|488	40.0389	84.679	58.8363	19.234	48.4276	28.8246	24.2292	53.9415	26.7783	54.1655	18.8207	55.0874	29.2271
ATP2A3|489	8.5927	1.6799	17.9862	24.1911	69.3968	58.9513	17.8669	177.9058	16.9571	7.8425	32.949	34.5926	52.1123
ATP2B1|490	2.6927	32.954	8.5571	7.777	14.02	9.3171	7.007	15.4377	7.6068	8.4846	8.2598	13.7415	11.5329
ATP2B2|491	0.0336	0.1119	0.2648	0.017	0.0119	0.0442	0.0249	0.0597	0.0968	0.184	0.0058	0.1233	0
ATP2B3|492	0	0.0036	0.4115	0.0038	0	0.0248	0.0203	0.0075	0.2384	0.0889	0.0084	0.0208	0
ATP2B4|493	13.9225	34.475	162.3168	3.5657	12.2257	12.1549	6.8831	26.7688	69.7186	100.3828	5.1221	13.8688	16.7548
ATP2C1|27032	7.3295	12.3579	9.2917	9.6294	16.631	11.7423	12.4721	18.9808	9.7663	10.3524	10.8329	16.964	20.0603
ATP2C2|9914	2.1382	9.4589	0.0276	0.5385	0.5223	0.8538	0.439	12.4478	0.5972	0.1307	0.8908	9.0423	20.5464
ATP4A|495	0	0	0	1433.8368	1853.4099	1111.4451	2299.9116	156.9248	1037.8315	0.0064	2551.31	0.1079	0.0042
ATP4B|496	0	0	0.0037	1054.7792	1549.1379	1413.628	2230.5173	159.7455	550.9414	0	3457.5549	0.4566	0.0081
ATP5A1|498	122.7343	165.6879	123.6959	156.7342	253.2389	176.6268	176.9723	124.5795	105.6035	79.1653	201.5276	138.2603	177.5947
ATP5B|506	247.9522	350.1158	265.1005	231.2721	531.6395	320.2091	320.0766	243.1784	186.6366	151.4644	379.1381	404.7388	158.386
ATP5C1|509	67.18	112.2744	69.3745	70.1926	137.5685	98.8201	87.0159	77.8051	55.0231	45.5336	133.3382	112.3309	72.2944
ATP5D|513	89.3984	107.8415	60.6565	79.4249	111.9459	85.1392	75.7458	71.4445	58.1339	39.2425	117.3093	79.9129	73.2722
ATP5EP2|432369	4.9499	5.9793	3.2879	4.6321	7.2669	4.2594	5.7495	5.7853	3.0101	3.0793	7.3254	11.4253	1.8809
ATP5E|514	232.257	256.4289	142.5935	192.3381	370.8292	201.3398	239.3353	192.8824	191.3509	138.8579	293.3478	419.3807	191.2638
ATP5F1|515	49.1864	62.0535	41.987	47.5501	83.1028	70.2992	52.8668	51.0805	41.6634	32.5676	73.0482	104.1145	41.1681
ATP5G1|516	54.563	53.8168	31.0805	54.4045	100.3214	104.7098	65.4952	40.4486	39.3607	24.5727	117.5227	61.0985	37.1067
ATP5G2|517	87.4123	101.5248	51.0845	104.1736	100.3567	85.1701	96.5607	86.6852	68.0559	50.583	106.3073	134.3205	62.3618
ATP5G3|518	30.238	51.8585	27.9789	36.8611	68.9897	64.3746	46.6615	38.6688	28.8883	18.2552	77.676	63.556	29.1441
ATP5H|10476	112.0482	118.9638	93.3732	90.1175	127.0255	105.7548	90.6616	72.6412	80.1849	63.3866	132.5473	80.4921	49.6447
ATP5I|521	62.5673	80.9084	36.7893	54.813	85.9849	61.0667	66.2949	46.1966	46.5431	27.3262	74.3434	90.8958	46.8289
ATP5J2|9551	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5J|522	53.2893	66.7387	74.3535	61.2831	93.0783	74.0947	79.9328	50.9695	82.0598	44.4957	107.9956	34.6218	38.86
ATP5L2|267020	0	0.0767	0.0065	0.0947	0	0.2759	0.0688	0.1625	0.0965	0.0477	0.0355	0.6211	0.0975
ATP5L|10632	63.9904	75.7257	52.685	61.5677	108.056	74.4289	69.1401	53.1861	58.201	42.9483	90.4229	100.6393	54.1901
ATP5O|539	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5SL|55101	10.8996	16.6469	12.4367	9.5539	17.2816	11.7496	12.4909	13.348	9.394	10.6912	11.9731	11.9278	15.1165
ATP5S|27109	2.1986	3.8079	1.3289	2.3404	3.6932	3.1568	2.7843	2.9116	2.5904	1.4819	3.0115	3.548	3.8319
ATP6AP1L|92270	0.25	0.2318	0.7068	0.5279	0.91	0.9353	1.9663	1.7413	1.5177	0.8013	1.2117	1.0579	0.4648
ATP6AP1|537	32.1382	18.9337	10.0485	21.2029	24.3921	22.5996	23.5085	21.4657	14.1194	15.5432	27.0699	28.2735	30.0369
ATP6AP2|10159	32.2447	35.2414	49.3403	18.2064	30.9979	29.8577	24.0756	35.1155	34.6663	60.8332	26.836	32.4949	46.1451
ATP6V0A1|535	14.3277	15.3218	19.1304	6.4798	9.7143	11.7992	8.1262	15.3077	14.5157	15.3124	7.0899	11.507	27.126
ATP6V0A2|23545	1.7126	4.6118	2.6112	5.6516	10.5164	7.2166	6.0818	8.0665	4.6939	3.5483	6.4887	5.9109	2.8093
ATP6V0A4|50617	3.1839	0.3976	0.0031	0.0394	0	0.049	0.0488	0.1119	0	0	0.0211	0.2964	0
ATP6V0B|533	21.8589	30.6159	12.1314	30.912	45.6554	36.0651	32.1327	33.3132	21.8628	15.0232	44.0268	33.9011	24.5109
ATP6V0C|527	303.2122	239.4588	87.2571	83.061	190.0371	128.5975	118.1456	195.9602	95.7671	98.5825	144.3191	210.5436	162.6426
ATP6V0D1|9114	50.6063	59.0958	28.6733	22.4757	46.4562	34.9486	29.1522	47.7741	28.4407	27.5207	35.0487	51.1275	31.8037
ATP6V0D2|245972	0.0715	0	0.0044	0.114	0.2165	0.2994	0.0931	0.0718	0.058	0	0.1796	0.94	0.0721
ATP6V0E1|8992	146.851	144.9676	57.9302	81.5088	105.8208	92.4663	87.3689	103.8835	72.018	90.8265	119.5931	161.2259	75.6416
ATP6V0E2|155066	2.0436	1.0709	9.8013	9.603	5.6047	6.4926	8.8168	2.4075	11.2729	6.4563	13.8518	2.0964	1.1934
ATP6V1A|523	15.9466	18.5973	7.6866	13.661	24.1993	22.2524	17.9556	22.7925	14.0912	12.0904	17.8178	19.5121	24.2143
ATP6V1B1|525	0.4359	0.3649	0.0647	0.0293	0.054	0.0319	0.3465	0.0497	0.0426	0.1059	0.036	0.5827	0.279
ATP6V1B2|526	17.9572	14.697	12.7428	7.9977	12.0813	12.0687	8.446	12.9293	11.1319	14.8922	7.4868	14.6615	20.7771
ATP6V1C1|528	2.9327	7.6148	7.9577	6.413	11.3269	8.8831	7.4636	10.4886	8.5638	10.6167	8.467	11.4253	9.1391
ATP6V1C2|245973	16.3021	19.3332	10.3511	26.0091	33.6436	28.2573	27.9921	25.268	14.9681	15.4845	23.98	39.2474	38.9476
ATP6V1D|51382	48.5614	22.1009	21.1066	11.8117	26.6232	17.7063	17.9926	25.5219	15.8647	15.2	24.4153	19.9398	17.7038
ATP6V1E1|529	59.4943	48.2831	53.3706	31.633	47.2933	40.9459	37.5405	42.5911	43.8332	57.4583	49.1262	34.2673	46.9539
ATP6V1E2|90423	0.2568	0.6019	0.2973	0.52	0.6119	0.6231	0.6753	0.5094	0.3439	0.3641	0.6012	0.8488	1.0459
ATP6V1F|9296	100.3062	89.1836	30.5258	30.3906	46.2636	44.335	39.8618	37.4641	31.2296	34.162	47.9284	37.6632	19.3745
ATP6V1G1|9550	38.0658	52.159	21.7794	44.503	52.909	49.3215	46.1186	40.8106	32.2606	24.7883	55.9936	27.8482	36.2375
ATP6V1G2|534	0.1435	0.0626	2.9931	0.1705	0.3014	0.3377	0.4659	0.2398	2.2572	0.7462	0.1505	0.3331	0.0537
ATP6V1G3|127124	0	0	0	0	0	0	0	0	0	0	0	0.0922	0
ATP6V1H|51606	18.395	16.2722	17.8109	15.2885	22.9181	21.3628	23.1515	15.5802	18.5591	18.2135	26.5799	11.9512	11.1954
ATP7A|538	2.2772	1.9562	2.5961	1.076	3.2889	2.3179	1.5894	5.5414	1.9872	2.4119	1.7571	3.6548	4.8055
ATP7B|540	0.4002	0.4914	1.1611	1.3352	4.0772	2.3059	2.1988	9.8926	2.0735	1.4394	1.7496	7.0064	14.5043
ATP8A1|10396	1.1318	0.2725	2.4215	11.8124	19.1183	15.1479	22.9161	7.9707	10.9913	3.081	15.7429	11.9955	14.8807
ATP8A2|51761	0.0085	0.0063	0.307	0.5803	1.2501	0.833	1.9943	0.225	0.8095	0.1209	0.6592	0.0997	0.0137
ATP8B1|5205	12.0957	20.0858	7.532	61.3408	65.5586	59.374	32.6031	84.9209	32.0488	8.1083	42.2499	42.2356	268.6656
ATP8B2|57198	1.0717	6.1455	20.4351	1.7517	3.1735	6.0716	3.2738	4.2544	13.2513	24.1937	1.5833	1.8092	0.5492
ATP8B3|148229	0.1314	2.327	0.0906	0.0483	0.1181	0.2039	0.106	0.1883	0.076	0.1593	0.0572	0.3712	0.4388
ATP8B4|79895	0.0939	0.0557	0.2355	0.0767	0.1436	0.6049	0.1498	0.3338	0.1248	0.715	0.0765	0.3276	0.0754
ATP8B5P|158381	0.0589	0.1099	0.0831	0.0756	0.0911	0.1316	0.1518	0.0761	0.0611	0.0545	0.0591	0.3204	0.1088
ATP9A|10079	8.8996	8.2759	24.549	9.9134	24.2951	15.2699	11.6379	39.0213	22.3458	28.8057	9.1095	60.8823	51.7911
ATP9B|374868	2.3031	3.0473	2.4301	1.7322	3.673	2.8184	2.4037	3.8702	2.7991	3.0567	1.9192	1.8527	4.1304
ATPAF1|64756	5.561	7.2124	15.2668	11.6806	14.4751	13.6356	15.6739	7.6319	14.215	10.5855	16.0991	10.429	11.2194
ATPAF2|91647	3.3395	3.8424	1.7392	2.1973	4.4918	3.081	3.0765	3.1521	2.1431	1.6518	3.4498	3.063	1.8521
ATPBD4|89978	1.082	2.2765	1.3954	1.0914	1.8413	1.2097	1.1231	1.4948	1.7294	1.7043	1.2724	2.2366	1.7782
ATPIF1|93974	21.9098	21.54	13.6417	27.3777	39.2237	29.7963	29.4149	33.8081	19.4302	13.6246	40.9769	59.0637	42.3342
ATRIP|84126	2.6721	4.3846	1.6674	1.6305	3.5197	1.8182	2.1407	2.3425	1.7992	1.8833	1.7105	2.6383	3.3808
ATRNL1|26033	0.0525	0.7438	0.9061	0.0211	0.068	0.1785	0.2527	0.1476	0.8977	0.161	0.0981	0.0778	0.0435
ATRN|8455	5.9279	10.6715	5.7608	12.6971	35.6452	18.3193	22.1617	16.8998	13.4826	8.8313	20.1901	23.2021	18.3921
ATRX|546	5.8016	7.9366	28.6938	16.8673	24.3673	18.82	18.5413	19.8418	24.5379	24.1448	16.7726	22.8015	21.2976
ATR|545	1.6398	2.7487	1.4174	1.9002	4.4485	2.9235	2.5734	3.5885	2.4211	2.8236	1.8776	4.7769	5.0835
ATXN10|25814	15.2209	30.2385	14.0582	11.8225	15.7478	12.7315	11.9091	11.8049	13.9808	13.8469	11.9512	14.3684	20.935
ATXN1L|342371	5.7961	7.0081	11.4866	5.6847	10.5604	8.9507	7.0311	9.219	11.7172	11.6253	6.1132	8.8071	14.6196
ATXN1|6310	2.9727	1.5422	5.3395	2.2549	4.3425	4.1923	3.7484	5.6521	6.2992	8.199	2.5888	3.7239	6.7284
ATXN2L|11273	31.7652	37.6802	21.0411	20.8331	47.4969	37.2774	36.5881	45.6049	29.695	29.035	25.0815	51.8372	43.5494
ATXN2|6311	3.3654	4.5761	7.1772	3.504	7.8488	6.5859	5.5593	7.3233	7.1406	7.5721	5.0684	7.608	5.2975
ATXN3L|92552	0	0	0	0	0	0	0	0	0	0	0	0.0067	0
ATXN3|4287	2.1713	2.0484	4.769	1.6226	3.3834	3.1274	2.512	3.9507	3.9711	5.0879	1.8522	3.822	4.8844
ATXN7L1|222255	1.0158	1.2547	1.0002	1.3854	1.759	2.3171	2.2398	2.6976	1.7078	1.7387	1.5189	2.6411	1.9789
ATXN7L2|127002	1.131	1.6787	0.8492	0.6277	1.7932	1.0216	1.229	1.4679	1.0774	1.2525	0.7259	2.7103	1.0632
ATXN7L3B|552889	16.9522	26.8369	18.7722	33.0961	87.0192	41.4963	39.6615	56.1084	30.2516	24.7082	41.8889	53.1638	29.3225
ATXN7L3|56970	18.0741	19.9336	9.8151	7.3516	17.411	11.1708	9.2408	18.9044	10.3936	12.6285	8.8476	16.155	11.0765
ATXN7|6314	3.4121	4.4252	6.6201	3.9444	6.2259	5.5746	4.9134	6.6024	9.0067	7.0313	3.9393	6.6285	6.881
ATXN8OS|6315	0	0	0.0472	0	0.0275	0	0.007	0	0.0072	0.005	0	0	0
AUH|549	3.069	2.7676	4.1578	8.8169	17.9316	11.3721	13.8871	7.276	7.604	3.7742	18.7247	7.5606	10.3925
AUP1|550	25.9706	41.2136	13.3137	33.5426	50.2564	32.2814	30.5156	36.7018	22.1808	14.7638	35.211	51.177	52.4343
AURKAIP1|54998	32.8751	46.4012	21.5937	33.368	47.1455	35.4905	35.8772	30.3985	25.9141	14.6334	43.1602	46.8353	35.7697
AURKAPS1|6791	0.0349	0.1435	0.1999	0.1618	0.2833	0.2095	0.1718	0.2061	0.2244	0.1701	0.1363	0.3847	0.3277
AURKA|6790	1.8569	2.7258	0.5068	1.1252	6.2567	1.7175	3.2021	3.2175	0.6481	0.6749	1.6534	11.758	4.8303
AURKB|9212	4.2635	3.3985	0.0719	0.1089	9.9026	1.5468	2.5465	2.845	0.3344	0.4204	0.3883	7.8691	4.1224
AURKC|6795	0.4679	0.6947	0.3766	0.2224	0.4912	0.4823	0.4814	0.375	0.355	0.2089	0.3398	0.5164	0.1827
AUTS2|26053	4.239	11.1368	5.7763	4.6093	6.4405	4.8791	6.0427	4.8738	13.0853	10.3378	3.8513	4.9641	0.9621
AVEN|57099	4.1296	8.4972	6.4485	5.9806	5.9713	4.9307	4.5158	2.9814	6.3948	5.7571	5.6664	3.6488	8.9438
AVIL|10677	0.2936	0.9629	0.742	0.6731	2.1292	1.8613	1.1852	2.2826	0.9532	1.4997	0.8449	2.4495	0.6197
AVL9|23080	5.1276	7.0617	2.4251	3.0933	7.6535	5.7935	3.756	9.6412	4.4935	3.2911	3.4167	11.1613	23.9602
AVPI1|60370	12.0185	5.2128	17.4675	7.0827	16.6178	7.4285	7.6179	20.9741	74.9421	23.0606	7.5216	12.8379	20.7041
AVPR1A|552	0.0192	0.2125	0.8504	0.4036	0.998	0.399	0.2447	0.7045	2.7344	2.3563	0.1161	0.0792	0.0431
AVPR1B|553	0	0	0	0.3396	0.2129	0.1885	0.7872	0.0249	0.6487	0.0066	0.6855	0.2158	0
AVPR2|554	0.2346	0.2808	0.5825	0.1994	0.3097	0.2332	0.4791	0.2598	0.4047	0.8149	0.323	0.3266	0.1136
AVP|551	0	0	0	0	0	0	0	0	0	0.019	0	0.1237	0
AWAT1|158833	0.0142	0.0175	0.0083	0	0.0202	0.0247	0.0219	0.0117	0	0	0	0.2972	0.0111
AWAT2|158835	0	0	0.0024	0.0146	0.0142	0	0.0069	0	0.01	0.0111	0.0026	0.1438	0
AXIN1|8312	8.0145	10.443	7.3413	5.1468	11.1979	7.3902	6.4955	14.5354	6.3835	7.1466	5.7092	20.6853	26.2854
AXIN2|8313	0.8062	1.4498	4.0274	2.1269	2.797	4.8076	3.4313	5.1839	2.5107	6.6178	2.064	14.3449	46.1555
AXL|558	3.2805	4.2643	49.1602	4.5553	9.3788	10.3618	6.01	10.8679	33.2593	40.7938	3.3349	4.0427	1.2377
AZGP1|563	0.369	0.6539	0.1227	442.733	34.8752	147.3494	142.9081	20.7313	84.8576	0.2271	137.1351	31.0525	9.2287
AZI1|22994	1.7409	2.1779	2.2401	1.953	3.7551	2.7438	3.3378	2.8107	2.1576	2.1869	2.3831	3.2137	2.493
AZI2|64343	5.508	7.3852	9.4209	7.5834	10.1195	9.2712	8.5868	9.8731	9.4358	14.5089	9.3773	9.1298	8.9499
AZIN1|51582	16.524	16.6034	29.7726	29.8437	33.1241	33.8895	23.9009	34.9334	35.9404	25.8326	27.6899	35.2752	47.0185
AZU1|566	0	0	0	0	0	0.065	0	0.0275	0	0.0516	0	0.0258	0
B2M|567	297.6835	385.0325	354.6199	495.203	540.5453	994.1544	406.4588	1322.437	563.6709	675.3363	817.8517	3077.1828	951.1631
B3GALNT1|8706	1.1229	5.699	1.9299	6.796	9.6717	7.4883	11.29	2.1118	5.2818	4.78	8.9002	1.1116	4.3394
B3GALNT2|148789	5.8387	9.2452	20.3248	8.4355	11.9284	9.2909	11.8245	10.3893	19.5546	13.52	8.3125	6.8152	9.6859
B3GALT1|8708	0.0092	0	0.0955	0	0.0418	0.0365	0.0408	0.0145	0.1123	0.3809	0.0786	0.6214	0.0072
B3GALT2|8707	0.073	0.1175	0.1611	0.2719	0.2517	0.4999	0.3085	0.4175	0.2333	2.1489	0.172	0.4878	0.2394
B3GALT4|8705	10.358	8.7452	2.9273	2.6098	4.618	5.5399	3.2404	8.8982	3.1909	3.1646	3.7913	5.0572	10.2626
B3GALT5|10317	1.9471	1.1087	0.0501	0.6741	0.7353	2.0978	0.2681	16.5393	0.1137	0.004	1.0164	7.1811	2.0735
B3GALT6|126792	3.5046	7.0665	2.51	3.9118	5.344	3.9537	4.604	4.7021	3.5029	4.9505	3.7002	5.7939	9.0573
B3GALTL|145173	0.6987	1.8345	1.0024	1.3397	3.8273	2.0225	2.4471	1.9019	3.5191	2.1775	2.2158	1.2186	1.6345
B3GAT1|27087	0.027	0.0416	0.1435	41.9931	11.9598	26.6575	44.9914	2.0529	27.7645	0.1507	40.1774	0.2116	0.0477
B3GAT2|135152	1.7918	1.4232	2.2831	3.4146	4.6652	3.0288	3.4604	3.033	1.7949	1.5357	4.2778	5.0587	2.8918
B3GAT3|26229	3.2874	4.2906	3.1638	5.3724	7.2454	6.6077	5.7361	5.7304	4.528	4.4221	5.566	7.9333	6.2687
B3GNT1|11041	3.2285	3.0023	14.6061	9.897	7.3332	9.2318	9.9156	7.3557	10.9872	15.7664	9.4397	8.4901	16.7282
B3GNT2|10678	10.658	11.7958	4.3834	5.7995	15.338	9.1459	8.7842	15.2065	6.0838	7.6636	9.5737	10.6063	16.481
B3GNT3|10331	15.5796	14.6606	0.0454	41.9047	53.0797	43.6522	15.8487	102.6251	20.0456	0.1698	28.6029	60.1884	97.6683
B3GNT4|79369	0.762	0.7593	0.0429	0.0855	0.2831	0.0594	0.1361	0.1506	0.059	0.0442	0.0566	0.4391	0.0104
B3GNT5|84002	16.4035	24.6205	6.6721	2.1811	8.1751	4.611	2.912	23.325	3.9092	3.235	4.062	13.5043	13.1158
B3GNT6|192134	2.4424	2.8634	0.0041	5.7587	26.583	12.8559	1.8343	42.1973	3.2649	0.0047	24.0345	3.2673	0.56
B3GNT7|93010	0.666	2.6496	1.2451	8.4408	48.9371	24.5581	5.8126	78.6997	6.1446	1.7555	19.2254	24.3849	46.759
B3GNT8|374907	24.1342	17.7835	0.9968	0.5148	0.9718	1.698	0.5999	5.9781	0.6839	1.2322	1.9539	6.4428	8.8407
B3GNT9|84752	3.6143	7.1305	7.0429	2.4448	4.547	4.711	3.5472	9.125	5.0797	13.9933	2.7324	4.9056	17.6606
B3GNTL1|146712	0.1527	0.2379	0.1472	0.3624	0.6241	0.811	0.6278	0.6295	0.2888	0.5547	0.1827	0.9185	0.4388
B4GALNT1|2583	0.1548	0.1695	1.8616	0.1115	0.1066	0.3402	0.3392	0.4802	0.6013	1.2885	0.0569	0.0655	0.0228
B4GALNT2|124872	0.1074	0.0054	0	3.0364	12.718	10.7746	13.7041	0.3662	1.6566	0	17.2492	0.4285	0.0955
B4GALNT3|283358	8.3904	42.3035	0.2018	26.4133	84.3288	51.8997	53.5032	59.8806	20.9563	0.1804	52.8552	29.1239	24.9126
B4GALNT4|338707	2.4272	1.6913	1.8275	0.1225	0.224	0.366	2.3817	0.3904	1.0212	0.8591	0.0544	0.2985	0.0133
B4GALT1|2683	35.7181	37.6445	15.5229	24.6411	77.9368	38.3267	25.1555	63.688	27.0619	41.2802	29.3536	32.7738	91.6321
B4GALT2|8704	10.0491	33.9432	22.7846	6.3904	13.0704	8.6707	8.3239	15.0159	12.2238	16.0631	6.7129	12.6533	21.6447
B4GALT3|8703	10.7245	7.8618	3.9008	11.3279	13.7671	12.289	11.0647	10.8699	8.493	7.131	11.0044	11.9596	11.2445
B4GALT4|8702	2.9264	10.9569	1.7843	2.1534	5.7739	3.8808	2.4674	12.7847	2.4964	2.77	3.1049	10.0047	8.5822
B4GALT5|9334	22.4302	23.4558	25.841	6.3077	24.7208	17.4698	24.5235	40.5188	16.669	29.8084	12.9752	58.3593	42.1715
B4GALT6|9331	0.3984	1.1885	4.9399	0.83	2.6678	1.5325	2.3322	1.5526	1.1887	1.9554	1.3145	1.2707	2.765
B4GALT7|11285	4.6401	8.7815	3.6818	9.995	8.8248	8.3781	8.1096	7.5011	7.3017	5.7562	7.7217	11.1059	11.1031
B9D1|27077	1.9342	3.0475	0.9515	1.2319	1.7455	1.4019	1.5693	1.612	1.5102	2.1301	1.4542	1.333	1.14
B9D2|80776	2.2029	1.3165	1.7758	1.5128	4.075	1.9979	2.1688	3.6232	1.9478	1.9053	2.6176	3.011	3.7996
BAALC|79870	0.1697	0.1536	1.285	2.2364	0.6834	1.268	2.4569	0.5349	2.64	1.516	0.7884	0.1013	0.1536
BAAT|570	0	0.0139	0.0153	0	0.0043	0.0124	0.0067	0.1308	0.018	0.0132	0	0.2916	1.1676
BACE1|23621	6.9896	9.1216	11.7974	4.98	8.1338	6.6494	7.6853	7.7251	9.5952	16.3638	5.7057	3.0698	5.229
BACE2|25825	14.9743	5.5178	11.781	36.4805	90.067	44.1145	29.0721	107.0138	20.2544	19.7142	35.2338	56.7035	265.3646
BACH1|571	9.8772	7.5653	11.615	3.7142	6.5388	6.9805	3.448	9.7415	6.6061	5.9589	3.6914	6.6	11.5952
BACH2|60468	0.5991	0.2975	0.8742	0.3601	0.7739	0.5425	0.6539	0.4581	0.3537	1.3481	0.2538	0.6406	0.0405
BAD|572	15.236	15.6031	15.0855	13.8361	15.4262	13.9687	15.2218	20.4406	12.9796	13.0818	17.2294	20.5885	16.6241
BAG1|573	13.4191	27.2871	14.9927	13.7625	25.8207	15.0421	14.0381	24.8097	12.4411	9.4847	18.3315	15.4466	31.4199
BAG2|9532	1.5416	5.3752	55.7909	1.6373	4.6449	3.7244	3.5627	5.7997	16.4517	21.0072	2.9496	3.2204	0.7386
BAG3|9531	64.689	96.0513	245.3399	15.3121	52.745	23.0662	26.506	30.0777	111.596	94.087	23.3696	21.5441	23.5489
BAG4|9530	3.0973	3.9651	2.5128	2.7677	4.6175	3.7869	4.2188	4.5943	2.7063	3.6279	3.8505	5.666	7.4984
BAG5|9529	9.0465	14.2134	9.5722	7.1421	13.7367	8.919	7.2542	14.2153	10.182	10.1735	6.2443	8.8846	14.7912
BAGE2|85319	0	0	0	0	0	0	0	0	0	0	0	0	0
BAGE|574	0	0.0101	0	0.1159	0.1142	0.1344	0.2217	0.0051	0.0144	0.0049	0.0166	0.9472	0
BAHCC1|57597	1.4463	0.5498	6.4209	2.616	3.7673	4.336	3.2109	3.4936	4.796	5.2113	2.086	0.9726	0.3084
BAHD1|22893	9.8008	7.029	8.8054	5.5235	11.4062	7.9663	7.4933	8.9808	9.4451	11.1763	6.2855	11.0828	13.7622
