TCGA-2H-A9GO-01A-11R-A37I-31	TCGA-L5-A4OT-01A-11R-A28J-31	TCGA-L5-A8NF-01A-11R-A37I-31	TCGA-L5-A8NH-01A-11R-A37I-31	TCGA-LN-A5U5-01A-21R-A28J-31	TCGA-R6-A8W5-01B-11R-A37I-31	TCGA-VR-A8EU-01A-11R-A36D-31	TCGA-VR-A8EX-01A-11R-A36D-31	TCGA-VR-AA7B-01A-31R-A406-31
FMNL3|91010	3.5871	7.0665	2.8085	3.684	2.2856	4.7727	3.517	2.6934	5.2668
FMO1|2326	0.0548	0.6563	0.1053	0.1717	0.7196	3.9086	4.5616	0.9739	0.6985
FMO2|2327	0.0344	5.6506	0.5586	0.5279	5.7018	2.1907	0.3988	13.2787	0.4418
FMO3|2328	0.9333	1.9015	3.3461	0.9129	0.3866	0.9382	6.9098	0.7764	0.327
FMO4|2329	1.7098	1.7026	4.1858	1.7027	1.81	1.3924	0.8803	2.7939	2.4909
FMO5|2330	5.5422	8.3789	8.3117	7.9925	0.5292	2.3272	0.1955	0.6431	0.4669
FMO6P|388714	0.3128	0.0204	0.0622	0	1.0157	0	0.015	0.1658	0.2988
FMO9P|116123	0.2227	0	0.0126	0	0.4599	0.0091	0.0117	2.025	0.6468
FMOD|2331	47.3376	45.7246	103.2156	20.5432	3.2005	15.5	10.4105	2.1383	18.4289
FMR1NB|158521	6.0438	0.0081	0.0337	0	0.0149	0	0	0.0234	0
FMR1|2332	12.6751	11.6683	11.5765	9.3735	11.5495	11.3346	10.8571	12.1859	1.2067
FN1|2335	33.7757	124.499	27.444	25.4561	43.738	153.8557	108.2502	16.0184	731.8483
FN3KRP|79672	11.5333	7.696	15.8277	9.4238	18.0466	5.8349	13.6656	9.5891	9.1823
FN3K|64122	11.0314	9.7329	14.0334	6.0193	8.1477	3.5487	0.5774	1.4178	2.2856
FNBP1L|54874	13.6028	20.6636	20.7887	17.8311	6.8893	11.326	2.3668	6.6765	10.672
FNBP1|23048	1.0981	15.756	2.6646	2.3652	5.452	3.8897	4.1879	6.2781	3.86
FNBP4|23360	25.5382	23.9905	14.9052	20.372	16.3104	11.3213	12.564	16.4574	8.6552
FNDC1|84624	0.2485	6.6347	2.8568	0.8317	0.8781	4.4194	1.4259	0.2095	7.6172
FNDC3A|22862	12.1511	22.6965	36.1401	18.0197	18.4785	24.3494	5.2794	3.6708	15.5617
FNDC3B|64778	18.678	27.8351	25.6082	16.039	34.1518	23.3074	21.061	9.2177	38.5161
FNDC4|64838	4.5813	3.3716	0.8025	1.5903	0.8547	1.8447	0.4766	6.2134	4.2498
FNDC5|252995	0.4888	0.5292	0.3594	0.0545	0.2721	0.091	0.0901	0.1043	1.7709
FNDC7|163479	0.0403	0.0162	0.0099	0.0093	0	8e-04	0.0052	0	0.0077
FNDC8|54752	0.5483	0.6958	0.6394	1.4903	0.701	0.9222	0.5441	1.2824	0.5324
FNIP1|96459	0	0	0	0	0	0	0	0	0
FNIP2|57600	5.8741	12.6401	45.6219	7.3646	0.9239	10.8847	3.2513	2.7418	7.7319
FNTA|2339	23.9845	25.5597	11.0319	6.7716	10.7506	13.8763	16.5698	19.1501	8.1836
FNTB|2342	0	0	0	0	0	0	0	0	0
FOLH1B|219595	0	0.0206	0	0.0092	0.1155	0	0.0041	0.1264	0.1069
FOLH1|2346	2.6862	0.4268	0.7353	1.7794	3.1408	1.5713	0.3936	2.0854	1.9174
FOLR1|2348	10.6903	1.498	120.2176	1.6392	0.5156	8.4477	0.0127	2.6977	19.5229
FOLR2|2350	0.6499	6.9816	1.8499	2.7946	3.9615	2.2583	5.5114	1.0445	4.0208
FOLR3|2352	0.0168	0.0229	0.3092	0.0584	0.1329	0.0572	0.098	0.0738	0.0666
FOLR4|390243	0	0	0	0	0	0	0	0	0.0079
FOSB|2354	8.2933	46.5158	28.9949	51.7871	8.5775	0.5148	6.6136	15.7551	15.026
FOSL1|8061	12.6227	22.6624	12.2155	43.553	30.1334	18.8415	132.6082	55.0678	13.3639
FOSL2|2355	59.4115	85.9961	51.5901	141.5783	72.9427	25.7942	43.7855	56.3511	53.2103
FOS|2353	285.3845	377.7316	383.5379	574.9984	202.2683	24.5991	120.2248	112.0522	227.3427
FOXA1|3169	14.3035	22.7184	19.4527	18.7235	33.3569	12.3641	0.8178	52.9541	2.1161
FOXA2|3170	24.5913	20.0604	19.848	23.3217	0.9816	12.4884	0.491	0.119	0.6595
FOXA3|3171	38.8901	26.3899	39.7193	18.6882	0.1607	6.0678	0.1041	0.4992	0.4015
FOXB1|27023	0.0144	0	0.0408	0.0249	0.3472	0.0131	0.0093	0.0411	0.1769
FOXB2|442425	0	0	0	0	0	0	0	0	0
FOXC1|2296	4.3812	12.0077	3.1386	10.0989	14.8269	8.5987	2.9625	15.7436	5.178
FOXC2|2303	0.4133	1.4383	0.8514	0.182	13.3643	1.1735	12.6436	1.2806	3.4129
FOXD1|2297	0.7335	4.5268	0.6374	2.6348	1.4039	0.3169	8.6201	4.1343	8.2613
FOXD2|2306	1.1351	1.349	4.0746	1.8618	0.7699	0.7984	0.3289	0.2337	1.6986
FOXD3|27022	0.2205	0.2779	0.0083	0	1.0367	0.213	0.0752	0.1214	2.6046
FOXD4L1|200350	0.8391	0.0921	0.0784	0.1375	0.0368	0.0717	0.0154	0.0752	0.0458
FOXD4L2|100036519	0	0	0	0	0	0	0	0	0
FOXD4L3|286380	0	0.0075	0	0.0128	0.0069	0.0056	0	0	0.0053
FOXD4L5|653427	0.0107	0	0.0055	0.0091	0	0	0	0	0.0017
FOXD4L6|653404	0	0.0129	0	0	0	0	0	0	0
FOXD4|2298	0.3265	0.3012	0.2639	0.4657	0.3639	0.2309	0.0875	0.104	0.0271
FOXE1|2304	0.0047	0.0167	0.005	0.0924	5.596	0	5.315	22.9338	8.5462
FOXE3|2301	0.1407	0.0334	0.5164	0.0538	0.023	0.05	0.0548	0.1329	0.0508
FOXF1|2294	2.2658	18.5022	6.1099	6.6619	3.5071	3.6397	0.9148	0.4621	4.6011
FOXF2|2295	2.5267	12.0627	6.0098	3.1425	5.1944	3.2877	4.8403	2.8999	9.0328
FOXG1|2290	0.019	5e-04	0	0.0165	0.2312	0.0903	0.0664	0.0832	4.2746
FOXH1|8928	4.0479	0.8473	0.625	0.6603	0.6486	1.4267	0.9331	2.1756	1.3659
FOXI1|2299	0.0214	0.6577	0.0112	0.0062	0.0461	0.1346	0	0.1253	0
FOXI2|399823	0	0.0494	0	0.0246	0.012	0.0273	0	0.1891	0.7482
FOXI3|344167	0	0	0	0	0.3612	0	0	0.6621	5.4814
FOXJ1|2302	3.3177	4.0297	4.8274	0.0652	0.0144	0.2528	0	1.4025	0.1252
FOXJ2|55810	9.5942	5.9252	9.178	4.4091	8.0732	6.4434	11.5284	5.9603	11.3908
FOXJ3|22887	13.7191	16.4519	24.0042	11.5447	11.5274	13.6412	12.4764	11.0686	19.0273
FOXK1|221937	9.9653	9.8794	4.3195	12.0737	5.9469	11.2805	9.1237	8.4016	9.3873
FOXK2|3607	10.4721	12.0647	12.757	13.6963	13.0201	11.2404	19.0312	13.2191	15.3059
FOXL1|2300	0.3819	4.5146	1.3361	0.9872	6.882	1.9439	5.3787	0.3789	1.79
FOXL2|668	0	0.017	0.2683	0.0073	9.7593	0.0976	3.3335	0.5373	3.6951
FOXM1|2305	43.9656	13.1574	33.3224	23.3298	56.0256	33.8107	73.2385	26.9613	26.438
FOXN1|8456	0.0782	0.0662	0.1396	0.0567	0.5209	0.1283	3.4589	15.9181	1.618
FOXN2|3344	7.5015	11.041	5.4472	11.9509	4.9349	7.5605	17.6016	4.3188	6.8689
FOXN3|1112	9.4798	19.2251	12.2858	10.9083	14.7408	7.1782	12.2915	17.1378	14.3861
FOXN4|121643	0.0258	0	0.0251	0.0082	0.0682	0.0089	0	0	0.0068
FOXO1|2308	2.5238	6.8526	2.9504	4.6578	4.9075	4.4179	3.0181	4.5787	9.688
FOXO3B|2310	0	0	0	0	0	0	0	0	0
FOXO3|2309	12.1068	18.3042	20.8734	17.7346	8.32	16.2702	9.9258	6.5954	14.646
FOXO4|4303	8.2231	5.1173	4.8227	6.1453	3.7887	3.6114	1.5894	2.256	2.3452
FOXP1|27086	5.822	8.1939	8.9426	4.5939	3.1351	3.2609	2.1259	4.7691	5.194
FOXP2|93986	1.1916	0.7716	0.1407	0.206	2.7487	0.1053	5.0188	2.7047	0.6459
FOXP3|50943	0.7709	3.5155	1.2751	2.8452	2.0085	1.5089	1.916	1.1983	1.3874
FOXP4|116113	50.7618	61.839	74.8897	98.76	13.5345	28.3436	13.6001	17.1785	21.8098
FOXQ1|94234	87.9559	56.9093	106.7504	44.2786	7.7203	31.047	2.2436	21.3494	15.8375
FOXR1|283150	0.0133	0	0	0	0	0.0202	0	0	0
FOXR2|139628	0.0088	0	0	0	0.0109	0	0	0	0
FOXRED1|55572	15.9669	5.3336	4.1947	8.9616	14.5006	12.5608	4.0236	3.4879	4.5245
FOXRED2|80020	5.167	4.4037	3.9728	5.9693	8.0513	8.6674	9.7243	14.5566	29.4181
FOXS1|2307	1.4347	3.1774	0.7983	1.0673	0.5069	1.6945	1.6004	0.2415	0.3969
FPGS|2356	27.5426	18.5029	18.3748	28.6281	37.9574	14.9193	24.04	17.0284	10.8314
FPGT|8790	0	0	0	0	0	0	0	0	0
FPR1|2357	0.9625	5.8495	2.0702	1.4993	1.6869	12.7415	1.7256	0.6016	1.8592
FPR2|2358	0.4133	0.5255	0.3834	0.7477	0.2424	4.4747	0.9941	0.0347	0.1738
FPR3|2359	0.7307	9.018	1.4165	3.8039	3.707	14.5741	9.6796	0.7856	1.8975
FRAS1|80144	0.7955	2.574	1.4232	1.7807	0.5518	3.2964	0.103	2.3734	4.6955
FRAT1|10023	2.5703	1.6387	1.8691	1.6941	2.7664	2.1974	0.9915	1.0199	1.7938
FRAT2|23401	11.1592	13.3985	15.0098	14.5901	12.2501	16.911	5.7147	9.1415	8.2182
FREM1|158326	0.0227	0.5925	0.099	0.0322	0.0462	0.0137	0.0122	0.1005	0.047
FREM2|341640	0.924	0.9958	0.2212	0.3743	0.2192	1.3021	0.0029	0.005	0.8914
FRG1B|284802	9.1002	4.8038	10.1213	9.5816	3.548	2.3937	2.5847	2.9193	4.4304
FRG1|2483	17.256	10.4345	9.9261	9.4401	8.5419	10.5522	15.5324	14.4155	11.2501
FRG2B|441581	0	0	0.0097	0.0639	0	0.0139	0.0352	0	0
FRG2C|100288801	0	0	0.0018	0	0	0	0	0	0
FRG2|448831	0	0	0	0	0	0	0	0.0115	0
FRK|2444	3.4159	12.2038	10.0528	11.0457	4.6015	8.104	1.7488	1.5694	7.4031
FRMD1|79981	0.0215	0.0096	0.1011	0.0308	0.0133	0.0088	0.0139	0.0061	0.0142
FRMD3|257019	0.3403	0.8736	0.4272	1.3266	0.3415	0.8478	0.1387	0.1748	0.1816
FRMD4A|55691	2.1107	1.9334	1.419	1.4548	0.8923	1.8029	1.933	1.7051	2.1356
FRMD4B|23150	2.6112	8.7287	3.8887	6.3364	4.5089	3.0307	6.922	8.9562	8.2555
FRMD5|84978	1.2112	2.1606	0.8806	1.1217	0.2486	2.5926	0.115	0.058	0.9514
FRMD6|122786	0.7192	7.4545	1.3552	0.9146	8.9207	3.5551	21.4022	17.7333	31.6502
FRMD7|90167	0.0122	0.0038	9e-04	0	0.0023	0	0.0048	0.0072	0.0107
FRMD8|83786	12.648	19.3983	9.3251	22.9398	30.2424	10.5879	22.7081	26.0665	27.2345
FRMPD1|22844	0.0296	0.0299	0.0108	0.0491	0.0087	0.0156	0.0913	0.065	0.1213
FRMPD2L1|728798	0	0	0	0	0	0	0	0	0
FRMPD2|143162	9e-04	0	0.0114	0.0024	0	0.0021	0	0	0.0141
FRMPD4|9758	0	0.0039	0	0	0	0	0	0.0108	0.0762
FRRS1|391059	1.6559	3.021	4.9407	1.3686	3.3978	7.8382	5.6218	3.6599	7.391
FRS2|10818	6.792	12.4941	123.0143	6.979	6.8011	6.2775	4.9396	5.2542	12.2914
FRS3|10817	4.1531	1.3088	1.4448	4.803	1.3614	1.3742	0.9836	1.9581	4.4592
FRYL|285527	3.466	5.9142	9.5175	5.8611	3.3212	5.7955	3.7579	3.4856	4.1637
FRY|10129	0.8794	4.5661	4.2248	0.9537	0.5007	1.4853	1.3214	0.3476	1.7077
FRZB|2487	1.0573	7.7382	1.1898	5.1033	1.152	2.4746	0.1612	0.527	0.5924
FSCB|84075	0.0052	0	0.0055	0	0	0	0	0	0
FSCN1|6624	15.3339	25.3017	6.1317	11.1936	106.2283	22.4526	562.5535	172.6339	204.2341
FSCN2|25794	1.0389	0.2424	0.8907	0.3984	0.2694	0.0966	0.0866	0.5491	0.2549
FSCN3|29999	6.0758	1.8433	1.4426	3.1006	5.9093	2.1767	4.763	7.8591	2.9644
FSD1L|83856	0.8607	2.4009	1.508	0.6556	0.3585	1.1248	1.1324	0.2417	0.9562
FSD1|79187	0.1308	0.3025	0.0247	0.1251	0.0342	0.1607	0.687	0.0364	2.7237
FSD2|123722	0.0338	0.0042	0.0066	0.0169	0.022	0.0011	0.0061	0.0211	0.0567
FSHB|2488	0	0	0	0	0	0	0	0	0
FSHR|2492	7e-04	0.0027	0	0	0	0	0	0	0
FSIP1|161835	0.2189	0.0971	0.1318	0.1146	0.2677	0.143	0.1739	0.0848	0.2823
FSTL1|11167	15.9996	133.7468	31.331	25.0375	24.1157	53.2333	29.9275	4.1624	98.8082
FSTL3|10272	1.3266	11.5782	4.8683	13.2515	7.1292	3.872	28.9156	1.8888	17.6948
FSTL4|23105	0.0409	0.5611	0.7597	0.0101	6.9522	0.0581	0.2062	3.5253	6.5586
FSTL5|56884	1.9954	0.012	0.6994	0.1042	0.0189	0.0169	0	0	0.0305
FST|10468	12.1451	5.0384	1.1498	1.9413	1.3965	0.6479	54.1921	7.6788	4.8267
FTCD|10841	0.1027	0.0274	0.0384	0.0103	0.0802	0.0277	0.0379	0.0305	0.0728
FTH1|2495	338.9195	641.9944	757.5142	442.3842	1501.4366	481.3034	374.5765	1018.181	698.9735
FTHL17|53940	0	0	0	0	0	0	0	0	4.37
FTHL3|2498	0	0	0	0	0	0	0	0	0
FTLP10|100130017	0	0	0	0.007	0.1184	0	0.0108	2.1108	0
FTL|2512	1165.4363	1236.6125	924.3141	897.3843	4563.2928	620.1514	689.7849	617.48	352.8202
FTMT|94033	0	0	0	0	0	0	0	0	0
FTO|79068	6.5648	8.9806	18.9752	12.1422	14.6179	15.3228	19.9361	8.9279	24.0329
FTSJ1|24140	42.5609	14.3531	19.0671	20.7828	25.6065	33.6621	23.2907	21.5876	63.229
FTSJ2|29960	22.3263	9.6427	10.0303	12.5865	11.3633	9.1612	11.2091	11.889	9.8862
FTSJ3|117246	13.7875	15.4884	13.5842	21.5221	19.7413	15.2879	18.7971	11.337	16.8838
FTSJD1|55783	5.3096	4.9234	8.772	7.5387	4.5668	10.1886	9.5499	9.7011	10.1088
FTSJD2|23070	10.939	8.6038	11.1241	16.9215	14.7735	17.106	13.6036	9.8129	8.7652
FUBP1|8880	24.2874	28.8421	41.6211	31.5394	54.4324	40.2099	21.0589	13.0664	29.0192
FUBP3|8939	17.9375	16.6235	12.3431	19.9324	28.9106	16.8703	15.3131	10.9376	11.0478
FUCA1|2517	33.8255	19.5153	25.2058	14.7892	12.9486	17.4449	5.9719	10.808	14.0267
FUCA2|2519	45.7439	27.8761	22.2636	19.6816	24.2307	21.9037	13.7319	6.6638	9.4859
FUK|197258	4.5609	3.0174	6.9707	9.3281	3.6119	6.8086	2.5079	4.0357	5.1551
FUNDC1|139341	29.5913	8.3128	20.0615	5.2819	11.3705	17.3175	4.5679	8.8782	8.6091
FUNDC2P2|388965	0.0645	0.0109	0	0.0047	0	0.0081	0	0.0158	0.0098
FUNDC2|65991	17.5972	8.9748	9.5584	8.6158	9.7833	7.7885	19.9705	8.1811	14.1434
FURIN|5045	40.6548	50.3981	46.0336	45.2911	32.1514	44.1698	143.8971	43.7469	117.4708
FUS|2521	44.3142	18.1392	40.0995	25.2688	47.8151	35.8763	33.0333	29.3354	34.9034
FUT10|84750	3.1707	3.6111	2.662	1.6586	0.9044	3.9033	0.4463	0.9769	1.7681
FUT11|170384	1.4038	4.6961	4.0378	3.365	2.8616	3.052	3.3676	2.3379	6.7524
FUT1|2523	7.3981	16.3994	1.311	1.6266	1.5789	3.0622	1.6216	3.7061	2.4614
FUT2|2524	43.8093	23.5973	25.145	40.137	6.9324	27.4102	3.9624	9.2319	1.8372
FUT3|2525	16.5286	41.5937	16.0705	53.9736	1.4016	7.7996	3.0111	46.5301	2.1901
FUT4|2526	19.5131	18.1448	12.8335	16.3922	0.8026	10.8524	0.7475	1.0565	1.5873
FUT5|2527	12.5086	9.5463	7.2184	8.9313	9.4311	7.9642	13.6246	22.3809	13.2159
FUT6|2528	0.4807	7.0648	8.306	11.8457	0.3778	1.0715	1.0334	20.397	0.0979
FUT7|2529	0.0917	0.072	0.0178	0.1088	0.0473	0.1768	0.033	0.1288	0.0294
FUT8|2530	17.3918	14.5561	15.2166	10.9303	5.1586	11.3657	3.004	4.0828	14.7708
FUT9|10690	0.1756	0.7094	0.6069	0.0266	0.0113	0.6549	0	0	0.0018
FUZ|80199	12.9498	3.6551	3.3413	2.0134	3.2299	6.1788	4.8746	7.2414	4.5725
FXC1|26515	25.4958	14.8249	21.7544	15.9981	4.0182	13.9624	8.248	6.3188	11.0087
FXN|2395	1.7502	2.2329	1.0114	1.6598	1.9072	2.1897	1.0386	2.1701	1.3624
FXR1|8087	14.3065	11.6736	10.9486	5.4059	27.9185	9.0769	12.3187	13.0135	15.0297
FXR2|9513	14.8874	6.4007	9.6168	12.9097	18.6173	10.9085	9.3413	12.689	6.7936
FXYD1|5348	0.873	3.57	0.6937	0.2237	0.3964	0.428	0.215	0.9701	0.2844
FXYD2|486	0	0	0	0	0	0	0	0	0
FXYD3|5349	174.9477	54.5005	89.7279	54.7313	106.5937	39.4561	92.4328	211.8176	38.411
FXYD4|53828	19.6923	18.06	0.4026	0.7454	0.8401	0.806	0.1033	0.031	0.3044
FXYD5|53827	58.9268	52.2309	10.7105	28.9664	16.9463	15.9342	21.0162	7.4952	19.0183
FXYD6|53826	0	0	0	0	0	0	0	0	0
FXYD7|53822	0.2483	0.3374	0.0255	0.1403	0.0112	0.043	0.022	0.0606	0.0274
FYB|2533	2.9724	9.2706	1.1685	4.1283	25.4633	6.1694	5.4535	3.4526	1.1958
FYCO1|79443	2.0218	7.8582	6.2775	6.4837	3.2342	6.7206	5.4516	7.6145	7.0158
FYN|2534	8.4405	13.2476	9.6483	4.3476	4.0318	5.1828	3.1495	3.0685	9.6068
FYTTD1|84248	30.2316	18.1439	20.3543	9.0675	39.7925	16.0336	47.6048	18.9106	34.3466
FZD10|11211	0.2447	1.4348	0.6527	0.565	66.9456	0.3675	1.5266	7.1929	8.0795
FZD1|8321	6.7362	8.1798	12.8027	25.0898	10.0008	4.9009	5.8008	8.3454	17.4984
FZD2|2535	3.6155	4.5192	1.9872	1.7304	1.0602	2.4846	2.4856	1.1437	3.6242
FZD3|7976	4.6057	3.7236	1.3307	2.1612	1.51	3.5589	0.3633	1.3887	1.3209
FZD4|8322	3.3663	7.1969	3.1412	4.8498	1.9062	5.3896	1.3601	0.5301	3.7578
FZD5|7855	18.192	20.8036	18.4736	22.2238	2.3951	31.9521	0.8687	3.8203	2.8348
FZD6|8323	9.1385	12.5221	13.4613	7.5827	48.3124	13.1409	24.3627	44.3863	35.7995
FZD7|8324	3.6536	12.9179	2.0997	0.8665	8.3224	5.1138	11.1596	12.3413	18.6344
FZD8|8325	5.5499	8.1574	1.7973	0.9238	1.5188	2.7441	0.524	1.8908	1.5856
FZD9|8326	0.4445	0.099	0.0331	0.0061	0.4646	0.4084	0.2279	0.6004	1.0008
FZR1|51343	12.2556	13.3752	13.7071	14.229	8.9868	11.9672	17.6881	36.3948	19.2544
G0S2|50486	7.0513	26.2052	5.1409	8.7643	4.067	29.0268	1.4034	1.9045	2.912
G2E3|55632	5.5935	7.7622	5.0458	4.158	6.997	4.9098	3.6054	3.5924	5.8891
G3BP1|10146	29.2781	32.9443	46.1998	29.3018	45.1259	50.4463	54.6203	36.3117	53.9989
G3BP2|9908	28.9762	42.6366	45.1047	36.2	21.6342	50.7438	22.5472	24.9494	96.432
G6PC2|57818	0.0027	0.0134	0.029	0.0039	0.0049	0	0.0052	0	0
G6PC3|92579	14.9872	7.897	11.8848	16.956	14.8693	12.0346	12.7683	22.4823	9.1414
G6PC|2538	0.0106	0	0.0055	0.0183	0.0098	0	0	0	0
G6PD|2539	27.5827	12.1005	37.4519	21.941	324.1832	78.8727	217.1783	58.1323	68.5546
GAA|2548	5.637	19.3792	3.5496	5.6524	107.7049	17.5221	53.8827	37.9624	19.173
GAB1|2549	3.1508	3.6902	6.1615	5.3759	1.7474	5.1354	2.0432	2.5227	2.4794
GAB2|9846	2.9195	7.82	1.6978	8.1511	1.6598	4.9766	1.0996	2.2041	2.7352
GAB3|139716	0.1752	1.4191	0.3028	0.7322	0.3462	0.6838	0.3681	0.2872	0.6956
GAB4|128954	0.0372	0	0	0	0.0162	0	0.0043	0.1671	0.036
GABARAPL1|23710	8.8385	18.9695	13.6396	6.5923	51.2833	7.6338	9.9353	9.2085	11.3999
GABARAPL2|11345	43.6677	27.3663	59.7841	31.1726	58.8185	95.7307	48.2035	41.4912	44.6455
GABARAPL3|23766	0.0331	0.0598	0.0655	0.0075	0.004	0.1399	0.0355	0.019	0.0251
GABARAP|11337	327.2032	145.6665	231.2978	175.4478	307.3979	100.5894	131.211	244.1123	108.882
GABBR1|2550	6.7906	12.9736	7.8091	13.7435	5.3257	19.3952	4.318	5.0637	6.4281
GABBR2|9568	0.0214	0.0172	0.3266	0.0277	0.0197	0.0326	0	0.232	0.0112
GABPA|2551	10.3585	7.0898	6.725	6.4794	9.9488	8.3376	6.0677	5.5541	9.5148
GABPB1|2553	7.6037	7.7498	5.7873	6.2817	7.2634	6.0763	10.8987	6.6199	4.847
GABPB2|126626	5.9667	4.5261	8.7732	6.715	4.2841	7.8612	3.5677	5.6412	3.6202
GABRA1|2554	0.0015	0	0	0	0	0	0	0.0022	0.011
GABRA2|2555	0.0147	0.2008	0.0123	0.2491	0.0581	0.1118	0.0114	0.0214	0.018
GABRA3|2556	3.5143	0.0059	3.9613	0.9273	0.5196	2.6188	2.0825	1.6688	8.856
GABRA4|2557	3e-04	0.0014	0.0014	0.0012	0.0013	0.001	0	0.006	0
GABRA5|2558	0.0206	0.0588	0	0	0.0324	0.002	0.0201	0.7123	0.0308
GABRA6|2559	0	0	0	0	0	0	0	0	0.0039
GABRB1|2560	0.0195	0.0071	0	0.0046	0.0033	0.0013	0	0.0279	0.0051
GABRB2|2561	0.0198	0.0165	0.0361	0.2802	0.0064	0.0448	0.0033	0.1312	0.1307
GABRB3|2562	11.4775	2.4158	3.3952	0.7714	0.1017	0.012	0.0021	0.4221	0.8142
GABRD|2563	2.2466	0.9953	0.683	1.5293	0.2607	0.5707	0.1569	0.1674	7.7119
GABRE|2564	1.1096	1.3764	1.2186	0.5322	10.3367	2.9985	20.3255	11.834	4.1957
GABRG1|2565	0	0	0	0	0	0	0	0	0.0017
GABRG2|2566	0.1516	0.0038	2.4602	0.11	0.0036	1.038	0	0.0655	2.7806
GABRG3|2567	0.0515	0.0065	0.0135	0	0.0179	0	0	1.0989	0.0093
GABRP|2568	0.3778	4.651	3.117	2.1604	2.5752	9.5337	16.6736	56.4002	11.185
GABRQ|55879	0.3079	0.0372	0.0855	0.0473	0.1302	0.0292	0.6653	2.9425	4.6035
GABRR1|2569	0.1467	0.0302	1.7735	0.0797	0.628	0.4383	0.4342	0.6189	0.3562
GABRR2|2570	0.4811	0.3513	0.2467	0.1723	0.2214	0.2871	0.1231	0.0174	0.6463
GABRR3|200959	0.0029	0	0	0	0.0027	0.0043	0.0014	0	0.0031
GAD1|2571	0.3276	0.7287	1.1322	0.6398	0.7729	0.1798	0.0594	0.2	0.153
GAD2|2572	0.1015	0	0	0.0071	0.0076	0	0	0	0
GADD45A|1647	14.2544	23.1827	17.6878	11.7558	14.1717	7.8663	44.2679	19.1258	38.4005
GADD45B|4616	18.6919	68.7823	12.6117	9.4273	14.9728	7.4172	9.7719	9.4883	33.9286
GADD45GIP1|90480	42.6172	30.0689	32.0453	36.0263	61.4825	73.6544	42.8665	80.0804	38.0285
GADD45G|10912	3.1722	11.225	2.8718	1.7071	7.7648	1.3602	1.3568	4.0798	4.7371
GADL1|339896	0.0097	0.0045	0.0046	0	0.0247	0	0.0331	0.0134	0.0176
GAGE10|643832	0.0167	0	0.0218	0	0	0	0	0	0.0445
GAGE12D|100132399	0	0	0	0	0	0	0	0	0
GAGE12F|100008586	0	0	0	0	0	0	0	0	0
GAGE12J|729396	0	0	0	0	0	0	0	0	0
GAGE13|645051	0	0	0	0	0	0	0	0	0
GAGE1|2543	0.0356	0	0	0.0289	0	0	0	0.0041	8.1278
GAGE2A|729447	0	0	0	0	0	0	0	0	0
GAGE2B|645037	0.0014	0	0	0.0037	0	0	0	0.3904	1.7558
GAGE2C|2574	0	0	0	0	0	0	0	0	0
GAGE2D|729408	0	0	0	0	0	0	0	0	0
GAGE2E|26749	0	0	0	0	0	0	0	0	0
GAGE4|2576	0	0	0	0	0	0	0	0	0
GAGE8|100101629	0	0	0	0	0	0	0	0	0
GAK|2580	33.5776	21.105	36.2158	27.6496	23.1242	27.0126	12.2775	35.1195	11.086
GAL3ST1|9514	11.1931	0.7683	3.2851	1.4545	0.2094	1.7324	0.0081	0.0096	0.5601
GAL3ST2|64090	0.5919	0.0418	7.0718	0.928	0.2678	5.2966	0.0578	0.252	0.7897
GAL3ST3|89792	0.0146	0	0	0	0	0	0.0142	0	0.0088
GAL3ST4|79690	1.1889	2.7178	1.9793	1.2635	1.6456	2.1447	3.4963	3.1777	3.7948
GALC|2581	8.6398	8.2643	13.5792	21.807	2.8744	16.5147	3.5839	3.2797	16.0016
GALE|2582	62.4851	16.6202	73.1778	26.162	17.8298	33.7939	11.7926	15.2804	22.9282
GALK1|2584	5.3925	3.9463	5.031	11.4237	4.5187	7.6213	5.1797	4.8827	10.8151
GALK2|2585	10.2358	5.1946	6.7795	9.0056	6.3053	9.5694	6.0408	3.8307	4.0312
GALM|130589	22.6997	14.0617	12.6952	24.3562	2.0218	10.4957	2.4647	2.7813	2.7281
GALNS|2588	8.1398	5.9819	20.0745	9.0738	14.1439	12.5521	17.4195	11.0542	12.8266
GALNT10|55568	8.4913	12.0538	23.1744	4.7701	3.709	10.1565	4.0464	5.8126	8.7691
GALNT11|63917	3.9191	3.766	2.7582	2.6967	2.7618	2.1333	2.7686	4.6048	3.4837
GALNT12|79695	15.7588	9.4627	59.492	12.5807	15.8613	7.5621	1.5877	9.9927	3.6188
GALNT13|114805	0.3387	0.0552	0.0277	0.0297	0.2682	1.1745	0.0256	0.2823	0.5337
GALNT14|79623	0.0693	0.1393	0.1675	0.1472	2.4382	7.163	5.8218	5.6618	10.7439
GALNT1|2589	19.2361	13.9787	13.7919	18.398	50.1632	19.6715	28.0747	31.6012	36.2155
GALNT2|2590	17.4405	18.9312	19.1698	19.736	26.0255	33.1027	21.6619	19.8307	40.7942
GALNT3|2591	80.3618	69.619	75.6087	34.9701	18.3577	22.1083	22.3903	25.2038	7.2464
GALNT4|8693	92.8195	36.3323	70.7124	30.247	13.3059	16.953	3.5961	4.4518	5.0196
GALNT5|11227	3.7374	7.9382	4.6746	11.1301	1.4556	9.0257	0.4064	4.6504	2.5416
GALNT6|11226	41.7995	23.5417	27.8772	6.606	10.3335	9.1364	16.4354	4.0305	5.5309
