TCGA-2Y-A9GS-01A-12R-A38B-07	TCGA-BW-A5NP-01A-11R-A27V-07	TCGA-DD-A119-01A-11R-A131-07	TCGA-DD-A1EK-01A-11R-A213-07	TCGA-DD-A3A9-01A-11R-A266-07	TCGA-FV-A2QQ-01A-11R-A22L-07
ADI1|55256	5898.965	5013.1772	30118.9682	11001.6736	10306.9511	13110.8328
ADIG|149685	5.9142	0	0	1.6736	0	10.0188
ADIPOQ|9370	0	0	0	0	0	0
ADIPOR1|51094	3304.5835	4175.6955	5409.3701	4739.749	7437.7151	3887.9148
ADIPOR2|79602	2617.0527	2009.7609	1995.4378	4446.8619	3235.3751	3305.5729
ADK|132	451.4539	1068.326	955.2553	1376.569	383.3448	381.9662
ADM2|79924	987.1858	689.1166	274.4341	1352.3013	1598.073	505.9487
ADM|133	204.0414	163.4944	283.5585	775.7322	306.2629	236.0676
ADNP2|22850	413.997	492.4353	265.3097	376.569	191.3283	165.9361
ADNP|23394	1639.724	1337.2377	533.4269	1279.4979	940.8121	770.8203
ADORA1|134	52.7353	342.1181	23.162	14.2259	483.8266	68.253
ADORA2A|135	153.7457	193.265	136.6415	133.0209	698.0454	111.459
ADORA2B|136	7.8857	27.3304	4.2113	14.2259	3.4412	5.0094
ADORA3|140	82.7994	11.713	52.6408	333.8912	65.382	58.8604
ADO|84890	250.3696	678.8677	423.934	285.3556	590.5024	286.1616
ADPGK|83440	712.9128	965.349	255.4834	418.41	526.4969	591.7345
ADPRHL1|113622	19.7141	113.714	37.9014	83.682	71.576	197.2448
ADPRHL2|54936	753.0803	346.9985	933.4971	675.3138	432.8975	569.1922
ADPRH|141	324.2977	77.1108	110.8966	64.4351	198.8988	135.2536
ADRA1A|148	32.5283	2.9283	0	51.8828	3.4412	8.1403
ADRA1B|147	119.2706	21.9619	66.6784	728.0335	14.4529	114.5899
ADRA1D|146	1.9714	0.488	82.8215	1.6736	9.6352	52.5986
ADRA2A|150	61.6067	12.6891	38.6033	25.9414	446.6621	201.6281
ADRA2B|151	18.2356	30.7467	59.6596	26.7782	19.2705	42.5798
ADRA2C|152	20.6999	501.2201	122.1267	20.0837	152.7873	60.7389
ADRB1|153	0.4929	0.488	11.9319	11.7155	4.1294	5.6356
ADRB2|154	159.1917	84.4314	98.9647	116.318	8.2588	309.9562
ADRB3|155	0	0	0	0	0	0
ADRBK1|156	1884.6723	1341.6301	1208.6331	2139.749	2134.8933	1911.0833
ADRBK2|157	273.0409	617.3743	131.2511	145.6067	97.0406	376.3306
ADRM1|11047	3244.4554	3987.7989	3613.9674	3094.5607	6325.5334	4202.2542
ADSL|158	1695.4165	1834.0654	1674.6798	979.9163	1695.8018	1670.6324
ADSSL1|122622	100.0493	430.4539	343.92	1994.1423	723.331	179.712
ADSS|159	722.0306	1961.9327	854.1849	904.6025	1392.98	867.8773
AEBP1|165	1510.5964	474.3777	3440.6036	564.0167	5584.9966	1706.3244
AEBP2|121536	214.8842	594.9244	300.4036	338.0753	293.8747	243.5817
AEN|64782	751.1089	775.5002	442.8847	1106.2762	492.7736	916.7188
AES|166	3948.2504	10077.1108	7281.2774	5872.8033	13321.404	6055.1033
AFAP1L1|134265	246.9197	257.6867	183.19	176.569	408.8094	199.7495
AFAP1L2|84632	43.864	24.4021	35.0939	50.2092	45.4233	28.804
AFAP1|60312	297.6787	191.3128	135.4624	132.8787	482.395	91.4214
AFARP1|246182	5.9142	1.4641	13.3357	7.5314	2.0647	1.2523
AFF1|4299	1091.1779	786.7252	649.2367	2840.1674	568.479	800.2505
AFF2|2334	33.0212	0	0	69.4561	0	23.7946
AFF3|3899	471.1681	232.7965	95.4553	253.5565	1578.1142	215.4039
AFF4|27125	1828.9798	2015.1293	1748.3769	2369.8745	1835.5127	1745.7733
AFG3L1|172	286.8408	84.9195	89.8403	66.1088	117.6875	164.6838
AFG3L2|10939	2022.07	928.3992	2167.7838	2110.9791	1045.9463	2013.3751
AFMID|125061	1891.5722	1400.6833	3074.9254	2341.4226	4223.6752	1736.3807
AFM|173	1356.826	1241.0932	2610.2825	3868.6192	10655.8844	1448.9668
AFP|174	43.3711	6972.1816	326.373	78.6611	366.8273	90.1691
AFTPH|54812	1027.5998	1962.9087	908.2295	986.6109	1037.1645	1030.6825
AG2|387763	119.2706	111.2738	1245.8326	178.2427	874.0537	314.9656
AGAP11|119385	3.45	0.9761	0	0	2.7529	1.2523
AGAP1|116987	187.7772	304.0508	284.9623	284.5188	171.3696	235.4415
AGAP2|116986	77.9892	50.7613	30.1737	54.1757	57.4054	88.5034
AGAP3|116988	2264.1695	1368.9605	1781.3652	1692.0502	1826.5657	2043.8322
AGAP4|119016	105.9635	367.9844	79.3122	65.272	157.605	150.2818
AGAP5|729092	18.7284	38.4529	7.7207	10.8787	13.0764	8.1403
AGAP6|414189	58.1567	191.3128	28.777	51.046	55.7467	49.4678
AGAP7|653268	5.4214	64.9097	2.8075	5.0209	7.5705	4.3832
AGAP8|728404	23.1641	14.1532	2.1056	5.0209	22.0234	2.5047
AGA|175	476.5895	314.7877	445.6922	757.3222	667.5843	745.7733
AGBL1|123624	0	0	0	0	0	0
AGBL2|79841	35.9783	13.1772	3.5094	41.841	58.4997	13.7758
AGBL3|340351	15.2785	14.1532	9.1244	1.6736	11.6999	11.2711
AGBL4|84871	6.9	0	4.9131	0	0	0
AGBL5|60509	697.8955	652.5281	301.1125	561.5146	799.7385	214.1578
AGER|177	42.3854	47.3402	16.8451	8.3682	35.788	26.9255
AGFG1|3267	1770.3302	2184.4802	1063.3444	2801.6736	1164.4873	1467.1259
AGFG2|3268	1600.2957	2667.1547	1671.1704	2986.6109	2858.9126	2643.707
AGGF1|55109	1035.9783	825.2806	645.0254	628.4519	431.521	697.5579
AGK|55750	456.8753	515.3734	182.4882	302.0921	275.9807	625.5479
AGL|178	940.8576	299.1703	586.0677	1445.1883	113.5582	540.3882
AGMAT|79814	3206.5057	886.774	1112.4759	1633.4728	863.042	1221.6656
AGPAT1|10554	1706.3184	4220.2294	3216.7889	3665.272	5926.1597	2010.2693
AGPAT2|10555	1026.1212	3482.1864	3736.7959	2115.4812	4916.724	5659.3613
AGPAT3|56894	5236.5697	2239.6291	2309.8789	4200	3442.5327	3759.5492
AGPAT4|56895	158.206	15.1293	26.6713	116.318	207.8458	61.3651
AGPAT5|55326	1055.6925	483.1625	627.4785	958.159	209.2223	1075.1409
AGPAT6|137964	2304.5835	2105.9053	888.5769	1565.6904	1124.5699	2198.4972
AGPAT9|84803	226.2198	109.3216	496.9293	298.7448	34.4116	492.799
AGPHD1|123688	120.7491	50.2684	32.9882	30.1255	31.6586	30.0564
AGPS|8540	2006.4071	2825.2806	941.9196	1097.0711	1068.1349	1207.8898
AGR2|10551	0.9857	0	0	3.3473	2.7529	8.7664
AGR3|155465	0	17.0815	0	0	0	0
AGRN|375790	4194.1843	5275.2562	2311.2827	6808.3682	9397.7977	3306.1991
AGRP|181	0.9857	4.3924	0.7019	10.0418	6.1941	0.6262
AGTPBP1|23287	148.8418	235.2367	190.2088	102.0921	92.9112	125.861
AGTR1|185	1331.6905	3195.7052	1408.6682	468.6192	3876.1184	957.4202
AGTR2|186	0.4929	0	0	0	0	0
AGTRAP|57085	533.7605	243.0454	737.6733	475.3138	898.1418	383.8447
AGT|183	49028.5855	104618.3504	64916.652	156295.3975	87228.4928	85172.1979
AGXT2L1|64850	1321.8334	5.8565	1024.0393	1570.7113	61.9408	3363.8071
AGXT2L2|85007	951.587	401.1811	971.6091	651.3054	515.6641	920.3945
AGXT2|64902	1157.7132	27.8184	1056.3257	152.3013	0.6882	1251.722
AGXT|189	12097.585	20844.8023	27950.1667	27539.749	40225.0516	73495.9299
AHCTF1|25909	1052.7353	2311.3714	1033.1637	1456.0669	1214.7281	1428.9292
AHCYL1|10768	3877.7723	1446.0713	1593.9639	3096.2343	1151.4109	2487.1634
AHCYL2|23382	384.9187	459.7365	171.2581	418.41	307.6394	319.3488
AHCY|191	6749.1375	14501.7082	10196.8766	5584.1004	6953.8885	9463.995
AHDC1|27245	511.5821	255.7345	294.7886	471.1297	326.2216	187.8522
AHI1|54806	181.863	35.1391	16.8451	40.1674	19.2705	63.2436
AHNAK2|113146	93.1493	103.4651	91.946	1543.0962	811.4246	21.2899
AHNAK|79026	24673.7309	8511.9571	6330.2334	15000	14090.8465	8162.1791
AHRR|57491	13.7999	1.9522	7.0188	5.8577	24.0881	5.6356
AHR|196	2405.1257	1842.3621	2210.2123	1200	264.969	1403.8823
AHSA1|10598	2136.5205	2357.2474	2327.4259	1586.6109	2037.8527	3363.181
AHSA2|130872	518.482	450.4636	126.338	91.2134	269.7866	255.479
AHSG|197	36335.1405	48682.7721	75420.951	30136.4017	361661.3902	70435.8172
AHSP|51327	0	0	0	0	0	0
AICDA|57379	0	0	0	0	0	0.6262
AIDA|64853	1166.6979	1790.1415	2997.7189	1033.5481	2940.8121	1579.211
AIF1L|83543	105.4707	557.345	223.1971	148.1172	211.287	176.5811
AIF1|199	485.4608	107.3694	489.9105	470.2929	441.8445	473.3876
AIFM1|9131	2880.2366	1642.7526	2167.3978	4960.6695	3915.3476	5389.4803
AIFM2|84883	1170.0345	1464.1288	2289.5245	742.2594	1061.9408	1592.3607
AIFM3|150209	30.7294	67.7794	62.4671	57.4979	89.3118	65.7483
AIG1|51390	3123.7063	1479.7462	3338.1295	1372.3849	7214.7281	3194.114
AIM1L|55057	67.0281	39.0434	58.2558	48.5356	28.9057	46.9631
AIM1|202	453.4253	30.7467	51.2371	437.6569	112.1817	202.8804
AIM2|9447	13.7999	3.9043	0	2.5105	2.7529	5.6356
AIMP1|9255	865.5101	1029.5461	1514.6517	691.2134	863.7302	1391.3588
AIMP2|7965	900.3204	705.144	1618.5296	950.4603	729.6765	1830.3068
AIPL1|23746	0	0	0	0	0	0
AIP|9049	951.2075	1518.7897	2565.3623	1760.6695	1561.5967	1529.7433
AIRE|326	0	0.488	0	0	1.3765	0
AJAP1|55966	2.9571	0.9761	0.7019	2.5105	0	1.2523
AK1|203	792.0158	919.961	1009.2999	869.4561	1344.8039	628.0526
AK2|204	3740.759	1680.8053	3691.8758	3614.2259	1893.3242	2172.1979
AK3L1|205	2577.6244	354.8072	1589.0507	1262.7615	83.9642	1919.8497
AK3|50808	1945.7861	4664.7145	2550.6229	5868.6192	2804.5423	2427.6769
AK5|26289	0.9857	0	0.7019	0.8368	0.6882	1.2523
AK7|122481	51.7496	15.1293	1.4038	61.0879	2.7529	5.0094
AKAP10|11216	125.6777	233.7726	23.8638	158.159	29.5939	84.5335
AKAP11|11215	435.1897	773.5481	558.6945	428.4519	249.8279	434.5648
AKAP12|9590	92.6565	48.8043	225.3027	119.6653	115.6228	556.6688
AKAP13|11214	2304.0907	1490.4832	1187.5768	1517.9916	1224.3634	1478.397
AKAP14|158798	0.9857	0	0	0	0	0
AKAP1|8165	3557.4174	2672.5232	1711.1774	2662.7615	1962.1473	1879.1484
AKAP2|11217	376.4317	167.3743	0	551.3724	19.8899	66.5373
AKAP3|10566	3.9428	1.9522	4.2113	15.0628	0.6882	5.0094
AKAP4|8852	0	0	0	0	0	0
AKAP5|9495	36.964	14.6413	6.3169	13.3891	50.2409	16.2805
AKAP6|9472	105.4707	36.6032	39.3051	88.7029	15.8293	58.2342
AKAP7|9465	589.9458	122.9868	171.96	175.7322	137.6462	335.0031
AKAP8L|26993	1360.276	1373.3529	765.7484	683.682	1251.8926	965.5604
AKAP8|10270	746.6732	729.6242	421.1265	482.8452	706.1253	425.7984
AKAP9|10142	2275.0123	1079.551	384.6289	565.6904	565.0379	595.4915
AKD1|221264	123.2134	28.7945	28.777	30.9623	33.0351	40.7013
AKIRIN1|79647	1232.1341	984.8707	885.7694	1423.431	456.9855	927.3638
AKIRIN2|55122	1324.2977	622.2548	981.9267	555.6485	618.7199	1498.4346
AKNAD1|254268	0.4929	0	0	0	0	2.5047
AKNA|80709	324.2977	425.0854	156.5187	303.7657	273.916	381.34
AKR1A1|10327	4429.2755	2242.5573	7769.7842	10469.4561	2192.0165	4438.948
AKR1B10|57016	100770.3302	921.4251	35647.6575	10024.2678	5916.724	98011.8973
AKR1B15|441282	821.0941	0	176.8731	51.046	38.5409	554.1641
AKR1B1|231	2537.7033	87.3597	460.4317	2326.3598	408.1211	317.4703
AKR1C1|1645	92708.7235	6344.0703	48747.4996	5677.8243	3490.0206	51872.2605
AKR1C2|1646	60167.5702	3799.9024	23463.0637	3603.3473	824.501	25514.0889
AKR1C3|8644	33436.1755	7326.9888	16164.2393	5112.1339	15099.7935	21781.4652
AKR1C4|1109	16356.3332	420.693	6270.5738	3500.4184	2071.576	16219.7871
AKR1CL1|340811	93.6422	0	0	12.5523	0	1.2523
AKR1D1|6718	1355.3475	94.6803	120.0211	3044.3515	1.3765	2913.588
AKR1E2|83592	82.7994	1.4641	9.1244	0	6.8823	3.1309
AKR7A2|8574	2435.1897	695.9492	3016.6696	2343.9331	1549.8968	1276.1428
AKR7A3|22977	2360.7689	84.9195	7670.1176	3750.6276	3168.6167	902.3168
AKR7L|246181	321.3406	35.6271	414.8096	192.4686	328.2863	150.908
AKT1S1|84335	1406.1114	1520.7418	2855.9396	2503.7657	3735.7192	2805.2599
AKT1|207	3261.7053	2768.1796	2457.9751	2882.8452	4322.0922	3659.9875
AKT2|208	2595.86	2660.8102	1720.3018	4560.6695	2242.2574	4262.9931
AKT3|10000	104.485	53.1967	96.1572	86.1925	106.6758	58.8604
AKTIP|64400	759.724	348.5847	748.3488	696.6444	355.7123	506.0551
ALAD|210	2941.8433	4771.1079	1784.1727	3233.4728	4041.9821	3601.7533
ALAS1|211	2982.7501	1931.674	3828.7419	2830.9623	2311.7688	11692.5485
ALAS2|212	0.9857	0.488	1.4038	9.205	0	0
ALB|213	7010.8428	668135.1879	1641272.5039	1848660.251	1096736.903	1066430.1816
ALCAM|214	3556.4317	2964.8609	1315.3185	2408.3682	7132.8286	2013.1497
ALDH16A1|126133	811.2371	792.0937	1937.182	1111.2971	2411.5623	884.784
ALDH18A1|5832	968.9502	4989.7511	920.8633	1266.9456	1543.0145	1038.8228
ALDH1A1|216	35001.9714	5386.53	49739.2525	5758.159	471.4384	68824.6713
ALDH1A2|8854	30.5569	11.225	124.2323	93.7238	6.8823	130.2442
ALDH1A3|220	78.8467	31.0347	176.817	45.2636	89.2017	88.1653
ALDH1B1|219	2823.0655	4576.3787	2038.9542	5016.7364	630.4198	6167.1885
ALDH1L1|10840	68827.5012	2466.5691	28805.0535	6256.9038	392.98	48846.5874
ALDH1L2|160428	13.307	5.8565	16.8451	40.1674	15.8293	12.5235
ALDH2|217	25583.0458	9082.4793	22074.75	23252.7197	12537.5086	47318.7226
ALDH3A1|218	1839.8226	23.4261	1053.5182	67.7824	9.6352	434.5648
ALDH3A2|224	7298.6693	6825.2806	11046.8503	2369.8745	4609.0847	10452.7239
ALDH3B1|221	315.4263	706.6862	190.9107	411.7155	366.139	357.5454
ALDH3B2|222	0.4929	0.9761	0.7019	15.8996	10.3235	1.2523
ALDH4A1|8659	8711.6806	5656.9058	14974.5569	19134.728	7361.3214	15290.5448
ALDH5A1|7915	4452.4396	2571.0102	6486.0502	3690.3766	1708.19	3609.2674
ALDH6A1|4329	2073.1099	471.3275	1993.7112	3282.7364	178.2312	2288.3281
ALDH7A1|501	6963.5288	2091.7521	7785.9274	5592.4686	2086.7171	7825.9236
ALDH8A1|64577	2116.3135	505.1245	1696.438	1633.4728	3946.318	4287.4139
ALDH9A1|223	4133.0705	3546.6081	4252.6759	9175.7322	2073.6407	5996.8691
ALDOA|226	7131.0991	7351.879	12192.3144	12443.5146	17938.7474	9901.6907
ALDOB|229	59053.2282	12134.6999	146391.2967	103938.0753	21728.1487	69861.6155
ALDOC|230	1208.9699	1056.1249	1895.7712	6540.5858	2474.1913	855.98
ALG10B|144245	194.6772	173.2552	35.7958	86.1925	44.0468	91.4214
ALG10|84920	86.7422	60.5173	40.7089	84.5188	33.7233	47.5892
ALG11|440138	5.4214	6.3446	16.1432	9.205	2.0647	20.6637
ALG12|79087	1132.5776	777.4524	693.455	1632.636	1400.5506	1068.8791
ALG13|79868	494.825	458.2723	670.9949	417.5732	234.6869	726.9881
ALG14|199857	364.2188	400.1952	572.7321	335.5649	705.437	465.8735
ALG1L2|644974	0	0	0	0	0	0
ALG1L|200810	142.5924	233.6457	217.6522	105.0126	1008.8713	213.3688
ALG1|56052	1200.7393	414.6608	1124.1762	1273.6318	865.4852	1125.0031
ALG2|85365	454.411	2714.0068	953.1497	841.0042	976.6001	875.3914
ALG3|10195	2402.6614	1881.4056	2328.1277	2657.7406	3079.8348	4023.1684
ALG5|29880	554.9532	1965.349	1978.5927	489.5397	1067.4467	1006.2617
ALG6|29929	395.2686	337.2377	521.495	258.5774	240.1927	232.3106
ALG8|79053	1531.2962	1399.7072	1716.7924	1276.1506	1208.5341	1554.7902
ALG9|79796	683.0951	707.1742	697.4206	635.9833	487.2677	696.3056
ALKBH1|8846	239.034	201.0737	151.6055	147.2803	189.2636	230.4321
ALKBH2|121642	527.3534	469.9854	1476.7503	420.9205	486.5795	774.5773
ALKBH3|221120	347.9547	99.5608	223.1971	168.2008	205.7811	341.891
ALKBH4|54784	299.5663	306.081	314.4903	264.9958	310.5299	309.1108
ALKBH5|54890	1491.7398	2283.8751	1297.7715	2437.6569	2753.4549	1586.7251
ALKBH6|84964	162.1488	162.0303	210.5633	274.477	193.393	265.4978
ALKBH7|84266	621.4884	2024.8902	6288.1207	1909.6234	2426.0151	2991.2336
ALKBH8|91801	166.5845	207.9063	181.7863	98.7448	132.8286	94.5523
ALK|238	1.9714	0	0	1.6736	0	1.2523
ALLC|55821	1.4786	16.5935	2.1056	2.5105	1.3765	0.6262
ALMS1P|200420	2.4643	1.4641	2.1056	0.8368	0	1.8785
ALMS1|7840	601.2814	431.43	154.4131	328.8703	178.2519	317.4703
ALOX12B|242	0	0	1.4038	0	0.6882	0
ALOX12P2|245	106.9492	0	0	14.2259	0	86.412
ALOX12|239	2.9867	2.4402	2.1056	2.5105	2.7529	3.1309
ALOX15B|247	6.9	3.4163	28.0751	3735.5649	5.5058	5.6356
ALOX15|246	25.1355	0.488	0	10.0418	893.3242	6.2617
ALOX5AP|241	87.2351	14.1532	61.7652	235.1464	132.1404	83.9073
ALOX5|240	124.1991	10.7369	57.554	174.8954	75.7054	277.3951
ALOXE3|59344	0.4929	0	0	3.3473	0.6882	0
ALPI|248	27.5998	0.488	2.8075	18.41	50.2409	48.8416
ALPK1|80216	214.8842	35.6271	42.1127	246.0251	63.3173	173.4502
ALPK2|115701	609.6599	334.3094	20.3544	553.9749	15.8293	702.5673
ALPK3|57538	144.4061	974.6218	658.3611	99.5816	227.1163	879.1484
ALPL|249	1172.9916	25.8663	156.5187	3061.0879	123.8816	927.99
ALPPL2|251	0	0	0	20.0837	0	0
ALPP|250	0.4929	0	0	5.8577	0	0
ALS2CL|259173	762.9374	724.7438	279.3473	472.8033	697.1783	816.531
ALS2CR11|151254	2.9571	3.9043	0.7019	1.6736	0	0.6262
ALS2CR12|130540	3.45	1.4641	0.7019	0	0	6.8879
ALS2CR4|65062	177.9202	451.4397	136.8661	141.4226	254.6456	177.8334
ALS2CR8|79800	81.3208	86.3836	31.5845	38.4937	16.5175	38.8228
ALS2|57679	886.1508	1597.3646	581.8565	1056.9038	1068.8231	725.1096
ALX1|8092	0	0	0	0	0	0.6262
ALX3|257	18.2356	28.3065	0	5.0209	0.6882	14.402
ALX4|60529	0	0	0	0	0	0
AMAC1L2|83650	0.9857	0	0	0	0	0.6262
AMAC1L3|643664	0	0	0	0	0	0.6262
AMAC1|146861	0.4929	0.488	0	0	0	0
AMACR|23600	2840.3154	952.6598	1846.6398	6347.2803	1524.4322	1512.8366
AMBN|258	0.4929	0	0	59.4142	0	0.6262
AMBP|259	997.5357	133225.4758	186401.123	64510.4603	163952.512	208152.7865
AMBRA1|55626	1026.6141	419.7169	466.7486	946.4435	400.5506	757.6706
AMD1|262	1324.2336	1235.7247	1017.0205	693.7238	704.7488	1442.0789
AMDHD1|144193	843.2725	1405.0756	4620.4597	1022.5941	308.3276	1529.1171
AMDHD2|51005	485.5742	158.8677	928.7454	682.8452	368.8919	764.7902
AMELX|265	0	0	0	0	0	0
AMELY|266	2.4643	0	0	0	0	0
AMFR|267	6347.4618	1682.7721	5729.4262	8224.2678	2792.8424	4433.9386
AMHR2|269	0	0	1.4038	0	2.0647	0
AMH|268	0	0.9761	1.4038	0.8368	1.3765	0
AMICA1|120425	181.863	405.5637	96.1572	401.6736	1262.9043	400.7514
AMIGO1|57463	134.0562	48.3163	31.5845	88.7029	17.894	40.0751
AMIGO2|347902	248.3982	19.5217	45.622	97.0711	30.2822	40.7013
AMIGO3|386724	182.3558	122.0107	77.9084	308.7866	79.1466	253.6005
AMMECR1L|83607	495.3179	719.8633	364.2744	475.3138	552.6497	475.8923
AMMECR1|9949	260.7196	206.4422	190.2088	157.3222	86.0289	238.5723
AMN1|196394	175.9487	131.2836	102.4741	158.9958	284.9277	166.5623
AMN|81693	583.0458	148.8531	6038.9542	564.8536	5.5058	1008.7664
AMOTL1|154810	582.0601	338.2138	233.7252	405.8577	1381.2801	333.7508
AMOTL2|51421	651.5525	587.6037	280.751	1013.3891	389.5389	385.7232
AMOT|154796	256.7767	87.8477	280.751	354.8117	48.8644	128.9919
AMPD1|270	0.9857	0	0	0	0.6882	0
AMPD2|271	2362.2474	573.9385	697.6663	1671.1297	518.2381	3055.7295
AMPD3|272	104.9778	26.3543	44.2183	86.1925	33.0351	55.1033
AMPH|273	5.4214	3.9043	5.615	0	9.6352	5.0094
AMTN|401138	0	0	0	0	0	0
AMT|275	1532.001	745.549	2022.811	699.3891	641.4315	937.1947
AMY1A|276	0.9857	0.9761	1.4038	8.3682	4.1294	3.757
AMY2A|279	0.4929	0.9761	1.4038	26.7782	1.3765	2.5047
AMY2B|280	197.723	133.714	87.7347	487.4812	136.958	232.5485
AMZ1|155185	0.9857	3.9043	21.0563	61.9247	1.3765	1.2523
AMZ2P1|201283	115.3277	142.0205	135.4624	121.3389	120.4405	70.7577
AMZ2|51321	899.4579	521.2299	752.4127	584.9372	1062.629	608.6412
ANAPC10|10393	77.8709	103.4651	193.7182	76.9874	109.4288	105.1972
ANAPC11|51529	1884.6723	1736.4568	4819.7929	1661.0879	7983.4825	2556.6688
ANAPC13|25847	1021.0843	1287.2621	2070.4545	763.749	1460.8052	1671.7533
ANAPC16|119504	1177.9202	3124.939	1801.0177	1788.2845	2492.7736	2403.2561
ANAPC1|64682	577.6244	631.0395	174.7675	388.2845	286.3042	258.6099
ANAPC2|29882	927.0577	918.4968	706.0888	519.6653	801.1012	1248.5911
ANAPC4|29945	251.3553	500.244	445.6922	200	384.7213	298.685
ANAPC5|51433	2720.0591	2497.8038	2538.691	1788.2845	2246.3868	2280.526
ANAPC7|51434	931.0005	1252.3182	1472.539	641.841	883.6889	997.4953
ANGEL1|23357	584.5244	961.4446	561.502	350.6276	568.479	415.7796
ANGEL2|90806	396.7472	1058.5652	501.1406	471.9665	567.1025	471.5091
ANGPT1|284	110.8921	36.6032	54.0446	85.3556	72.2643	100.1879
ANGPT2|285	54.7068	261.591	96.1572	698.7448	192.0165	35.6919
ANGPT4|51378	0	0	0	0.8368	0.6882	0
ANGPTL1|9068	39.4283	44.4119	29.4789	13.3891	32.3469	119.5992
ANGPTL2|23452	304.0907	234.2606	286.366	657.7406	1021.3352	273.6381
ANGPTL3|27329	9524.8891	3977.062	6746.4467	10561.5063	4649.6903	5800.2505
ANGPTL4|51129	74.4209	545.632	7301.6319	2744.7699	2159.6696	5445.2098
ANGPTL5|253935	0	0	0	0.8368	0	0
ANGPTL6|83854	35.377	2.9087	94.7675	120.3598	21.8169	70.2442
ANGPTL7|10218	0	0	0	17.5732	0.6882	0
ANG|283	11292.5086	4711.5325	10519.614	14425.113	6398.6648	15273.7508
ANK1|286	2.4643	0	3.5094	5.0209	9.6352	5.0094
ANK2|287	45.8354	12.6891	26.6713	18.41	136.958	55.1033
ANK3|288	69.4924	138.1162	58.9577	11.7155	56.435	59.4865
ANKAR|150709	34.9926	86.3836	3.5094	12.5523	38.5409	35.6919
ANKDD1A|348094	55.6925	12.6891	30.1807	24.2678	40.6056	16.9067
ANKFN1|162282	0	0	2.8075	0	2.0647	0
ANKFY1|51479	1085.2637	912.1523	621.8635	711.2971	326.9098	857.8585
ANKHD1-EIF4EBP3|404734	1166.9591	281.0688	134.3113	359.7322	60.2478	618.2968
ANKHD1|54882	2140.6407	2935.6125	2583.5129	2065.523	1542.6084	1179.33
ANKH|56172	3719.0734	2177.6476	840.8493	2069.4561	2995.1824	3271.1334
ANKIB1|54467	730.9019	631.0395	286.366	571.5481	384.7213	274.2642
ANKK1|255239	1.4786	9.2728	4.2113	0	8.947	0.6262
ANKLE1|126549	6.4071	7.3206	1.4038	0.8368	6.8823	10.7827
ANKLE2|23141	1103.9921	914.1044	890.6826	946.4435	920.8534	745.1472
ANKMY1|51281	209.9556	233.7726	89.1384	181.59	154.852	309.33
ANKMY2|57037	343.519	369.9366	220.3895	174.8954	181.693	240.4508
ANKRA2|57763	291.7693	442.655	286.366	186.6109	212.6635	304.9468
ANKRD10|55608	629.3741	2315.7638	1122.99	915.4812	504.4735	1181.5905
ANKRD11|29123	1797.7033	943.4749	721.4178	1600.8117	843.744	1640.3757
ANKRD12|23253	661.4096	615.9102	623.9691	774.0586	373.7096	361.3024
ANKRD13A|88455	712.6663	718.3992	657.6592	574.8954	749.4838	738.2592
ANKRD13B|124930	24.1498	22.45	30.1807	8.3682	56.435	11.2711
ANKRD13C|81573	355.3475	283.553	218.2839	311.2971	221.6105	269.881
ANKRD13D|338692	331.1976	344.5583	252.6759	186.6109	618.0317	395.1158
ANKRD16|54522	150.2612	211.8106	120.0211	145.6067	305.5747	216.4934
ANKRD17|26057	1576.6387	1815.0317	1092.1214	1800	511.3558	815.2786
ANKRD19|138649	79.8423	92.7282	163.5375	21.7573	66.0702	70.7577
ANKRD1|27063	13.307	14.6413	8.4225	112.9707	13.0764	1.2523
ANKRD20A3|441425	2.4643	3.9043	4.9131	0.8368	0	1.2523
ANKRD20A4|728747	2.4643	2.9283	0	0	0	0
ANKRD20B|729171	0.4929	2.4402	0.7019	4.1841	2.0647	11.8973
ANKRD22|118932	36.964	9.2728	3.5094	25.9414	4.8176	12.5235
ANKRD23|200539	55.1996	39.5315	11.9319	23.431	43.3586	36.3181
ANKRD24|170961	89.6994	44.4119	167.7487	63.5983	31.6586	149.0294
ANKRD26P1|124149	0.9857	0	0	1.6736	0	0
ANKRD26|22852	124.692	107.3694	27.3732	49.3724	37.1645	36.3181
ANKRD27|84079	669.2952	554.9048	155.1149	533.8912	229.8692	500.9393
ANKRD28|23243	1537.2104	1392.3865	656.9574	1338.9121	333.7922	1080.7765
ANKRD29|147463	169.0488	6.3446	122.1267	20.9205	14.4529	294.3018
ANKRD2|26287	1.4786	4.3924	7.0188	1.6736	2.0647	1.2523
ANKRD30A|91074	0.4929	0	0	0	0	0
ANKRD30B|374860	0	0	0	0	0	0.6262
ANKRD31|256006	0.4929	0	0	0	0	0
ANKRD32|84250	120.2563	97.1205	35.7958	38.4937	35.0998	23.1684
ANKRD33|341405	0	0	61.0633	101.2552	0	9.3926
ANKRD34A|284615	18.2356	11.713	0	27.6151	6.8823	7.5141
ANKRD34B|340120	0	0	0	7.5314	0.6882	0
ANKRD34C|390616	0	0.488	0	2.5105	0	0
ANKRD35|148741	158.206	53.1967	35.7958	157.3222	15.8293	50.0939
ANKRD36BP1|84832	48.2997	49.2923	3.5094	43.5146	8.2588	10.0188
ANKRD36B|57730	11.3356	3.9043	2.8075	1.6736	2.0647	3.1309
