TCGA-5L-AAT1-01A-12R-A41B-07	TCGA-A2-A0CS-01A-11R-A115-07	TCGA-A2-A0SV-01A-11R-A084-07	TCGA-A2-A0SW-01A-11R-A084-07	TCGA-A2-A0T2-01A-11R-A084-07	TCGA-A8-A07W-01A-11R-A00Z-07	TCGA-A8-A08J-01A-11R-A00Z-07	TCGA-A8-A08O-01A-21R-A056-07	TCGA-A8-A08T-01A-21R-A00Z-07	TCGA-AC-A62V-01A-11R-A31O-07	TCGA-AN-A0FJ-01A-11R-A00Z-07	TCGA-AO-A0J5-01A-11R-A034-07	TCGA-B6-A0I9-01A-11R-A034-07	TCGA-B6-A0IB-01A-11R-A034-07	TCGA-B6-A0X1-01A-11R-A109-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-BH-A1FH-01A-12R-A13Q-07	TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-PL-A8LX-01A-11R-A41B-07	TCGA-UU-A93S-01A-21R-A41B-07
CNTFR|1271	17.9299	3.6917	0.2813	25.8849	173.4284	82.6249	1.996	147.0374	27.9534	23.7129	3.0012	100.6448	2.5494	81.1248	2.7178	7.6882	104.3424	79.4307	9.7919	1.4472
CNTF|1270	4.075	5.9991	9.8458	15.9038	4.0125	22.0895	4.6574	16.2449	4.3261	0	25.8103	7.0087	13.7986	8.7266	17.3937	5.553	9.0812	4.5914	0.4451	12.301
CNTLN|54875	142.6243	118.5971	87.4871	133.8117	70.8872	180.8215	131.4039	147.4539	132.4459	56.9943	124.2497	179.9832	69.7897	128.3129	540.2908	163.1995	362.2571	220.3857	276.8443	168.5962
CNTN1|1272	65.1997	173.9732	7.314	4.826	140.4369	303.4877	70.1929	99.5522	61.8968	9.1524	4.8019	670.0308	8.6042	11.6354	4.892	138.3876	805.3255	77.135	130.4106	0.7236
CNTN2|6900	3.26	3.2303	10.9711	0.4387	0.4458	0	17.6314	0.4165	0.9983	6.6563	4.2017	1.6821	4.4614	37.4919	24.4598	54.8658	27.8659	6.4279	7.1214	7.2359
CNTN3|5067	18.7449	108.9063	96.7703	28.5172	18.7249	0.3178	12.6414	99.1357	147.7537	23.2969	31.8127	20.4654	9.5602	1.9392	113.6024	109.3821	108.3675	48.6685	0.4451	0.7236
CNTN4|152330	73.3496	264.4209	635.7583	17.5491	16.0499	4.449	179.3081	384.8797	97.5042	5.8242	463.3854	463.9753	13.3843	18.0995	22.2856	44.3819	164.0994	92.7456	1.7803	0
CNTN5|53942	0	0.9229	0	0.4387	0	0.3178	20.9581	0	0.3328	15.3926	2.401	0	0	0.3232	2.1742	0.6989	0	0	0.4451	0
CNTN6|27255	0	29.9954	139.2479	0.4387	1.3375	13.0293	2.6613	1.2496	0	0	1.2005	9.5318	0.3187	0.6464	1.0871	1.0484	5.2636	1.8365	0.8902	0.7236
CNTNAP1|8506	149.1443	230.7337	398.3335	105.7332	77.5747	113.4504	108.7824	187.4414	126.7887	63.2345	633.8535	270.5355	44.6144	182.9347	63.5956	230.9955	314.8851	117.9982	227.4396	78.8712
CNTNAP2|26047	5987.7751	7.3835	1660.2856	60.5443	675.8805	495.4318	3361.6101	248.2558	391.3478	1.248	722.6891	138.7721	2.5494	1300.905	483.2178	290.0549	622.3392	307.6217	334.7057	599.1317
CNTNAP3|79937	14.6699	18.9202	38.5393	4.826	21.8457	0.9534	0.998	31.2402	3.3278	1.6641	6.0024	14.2977	10.1976	0.9696	76.6408	2.7957	159.1454	104.6832	2.6705	0.7236
CNTNAP4|85445	1.63	0.4615	0	2.6324	23.6291	0.6356	3.3267	0	0	1.248	0	0	1.5934	18.0995	1.0871	1.0484	2.1674	0	0	0
CNTNAP5|129684	0	0	0.5626	0.8775	0	0	0.3327	0	0	0	0	0	0.6373	0.3232	0	0	0.3096	0	0	0
CNTROB|116840	1106.7645	864.3286	607.9087	562.4478	542.1311	510.3678	771.4571	521.0872	851.2479	1495.9958	354.1417	992.4306	416.826	894.6348	443.5385	590.5937	729.1586	735.0781	657.8391	810.4197
COASY|80347	2378.9731	2100.5999	3100.3063	1385.9381	891.663	3373.6395	1403.5263	1931.4797	1420.6323	3031.5133	2201.0804	866.5545	945.5067	1896.2508	1826.8787	1033.3642	936.605	1404.4995	3827.3061	2118.6686
COBLL1|22837	614.5069	654.8223	576.6834	806.38	370.0401	302.5344	878.5762	381.1309	869.5507	100.26	300.12	1342.8652	440.4079	1046.8649	677.2659	1002.2619	1060.7632	416.4371	336.0409	441.3893
COBL|23242	966.5852	1101.9843	99.3021	971.78	613.0183	751.5691	734.1983	197.0218	1071.2146	517.5247	373.9496	556.49	455.7043	722.0427	659.8723	547.2602	1180.2771	551.4233	3568.2653	26.7728
COBRA1|25920	1953.5452	1563.9132	1901.3674	1585.9976	1475.2564	1447.843	1739.1883	1361.2413	1541.4309	2439.1056	1209.4838	1421.3625	2665.392	1852.9412	1014.2682	1742.7755	1243.7495	1754.3618	2070.9914	1888.5673
COCH|1690	43.5941	44.1255	25.7454	30.2765	3.1208	111.0225	11.9827	107.6164	7.3211	0.0915	513.3673	45.6658	18.0178	360.1228	38.4183	5.0463	60.8313	14.6924	1.3353	4.7829
COG1|9382	668.5086	1184.3701	1000.2222	1594.1404	901.4445	1015.2348	4168.7858	692.0046	704.5491	853.5455	365.8163	1210.1738	1022.935	919.3471	969.0284	1083.2746	1146.3147	550.5188	1507.2438	820.7887
COG2|22796	1495.5175	1464.6977	1273.4858	1083.6553	297.8154	1178.9942	1059.8802	914.7142	2146.7554	1047.9459	376.3505	1081.8615	905.9911	1563.6716	687.5934	862.4764	814.9238	578.0533	1187.048	1397.974
COG3|83548	919.3154	545.4545	370.4839	534.3693	495.3188	768.4119	780.7718	744.7673	904.8253	407.2803	641.0564	969.1618	1333.3333	333.2256	454.4096	927.4767	943.1071	690.0826	799.3769	1274.9638
COG4|25839	1069.2747	620.2123	2238.9382	1507.0268	1191.7075	2330.9764	1723.2202	984.2757	734.7754	1172.3349	1031.2125	933.838	2429.2543	905.3006	889.7948	841.8581	869.4171	1144.6281	2229.4425	1818.3792
COG5|10466	674.2054	1148.8094	637.961	1211.0353	1169.7191	1015.7242	1007.2488	1575.4368	1126.3794	293.7702	1335.7143	1472.8007	756.7368	1092.4176	1902.9868	1310.4714	1273.0273	733.2553	814.2205	1017.7858
COG6|57511	461.2877	465.6207	325.1932	294.8244	671.4222	534.202	643.0472	858.8983	751.0815	235.0494	355.3421	862.069	428.617	196.8326	487.0227	630.0831	874.3711	510.101	364.0815	874.8191
COG7|91949	781.5811	1121.3659	660.5135	829.1938	998.6625	990.5458	652.3619	843.4864	1146.4226	723.4529	594.8379	1040.0897	784.2575	1364.2534	1063.7315	924.3315	626.0546	566.5748	1322.3545	692.4747
COG8|84342	439.9511	386.2483	568.4045	475.4351	387.1333	610.0389	550.6487	356.8551	405.7138	471.3593	588.6855	501.9092	707.7948	353.3872	301.6388	280.9513	417.119	376.5794	679.8709	465.8394
COIL|8161	476.7726	503.9225	490.6029	725.2155	383.8609	679.4312	1135.7285	791.8359	530.782	474.259	543.8175	1138.7721	736.4563	360.6981	724.0114	541.3193	947.1321	412.3049	543.8967	319.8263
COL10A1|1300	1743.2763	9774.3424	4911.0923	3425.5793	761.4802	11547.7874	6840.9847	4697.6986	6866.8885	1930.3172	635.6543	7770.956	1439.1332	642.8571	51.0939	7240.888	1810.0472	1354.4536	143.3181	91.1722
COL11A1|1301	1302.3635	14840.7937	10339.5118	5544.63	1556.3977	8830.0628	9689.6208	5764.4486	7018.6356	2246.9059	2060.6242	16146.6218	834.9267	909.5023	50.0068	15150.3	1043.4244	678.6042	391.6769	101.3025
COL11A2|1302	20.3749	1.8459	7.5953	4.3873	16.0499	2.8601	3.6593	1.2496	1.6639	13.3125	292.3169	6.7283	5.4175	2.5856	6.5226	5.5914	21.0543	23.8751	20.0289	51.3748
COL12A1|1303	8581.9071	29890.1707	22572.2331	18422.5795	3822.5591	7247.7953	12186.9594	16562.3243	16213.9767	3779.5112	5375.7503	40707.5974	2817.7183	3682.9347	1132.2191	22696.6192	17299.4814	4284.2057	41154.5566	1280.7525
COL13A1|1305	91.2795	12.9211	67.2328	28.0785	42.354	58.1552	18.6294	15.4119	47.9201	40.3536	40.2161	11.4943	70.7457	4.2017	10.871	27.6076	72.4514	663.4527	149.9944	108.5384
COL14A1|7373	2137.7343	721.2737	514.2328	1230.6288	471.2439	388.0194	269.7937	1532.0212	375.0416	126.4691	2032.413	14709.2795	288.7189	496.7679	233.7274	323.6034	26389.9683	3117.0799	220.7633	131.6932
COL15A1|1306	1934.8003	714.3516	1317.37	3359.7703	897.4588	2201.6366	1851.9627	2868.6869	2074.2097	735.5174	3252.7011	4824.5024	704.9076	776.0181	472.8903	2966.2479	5888.0718	3428.3747	1179.9266	883.5022
COL16A1|1307	4549.3073	2060.9137	1666.1931	1218.3445	637.0932	537.3798	1057.2189	1744.4549	1213.6439	2142.9017	4786.3145	5883.6557	410.4525	1001.2928	1658.3775	1737.883	6356.5291	2808.0808	377.8792	460.2026
COL17A1|1308	693.5615	58.1449	5.0636	7.0196	65.9831	6.9913	262.8077	2206.8104	5.3245	3.3281	238.8956	13.737	734.863	16.4835	37.5051	383.7111	3161.2354	4488.9807	14.6879	48.4805
COL18A1|80781	6405.868	2499.3078	5028.3981	2975.4456	6076.2372	2273.7745	3429.4744	6954.0769	2232.6123	9473.947	2467.587	6255.3967	2100.3824	1822.2366	2455.2249	8650.2751	7107.3613	8544.9954	4947.1459	2604.1968
COL19A1|1310	0.815	0	0.2813	0.8775	0	0	0.3327	1.6661	0	0	0	0	0.6373	0	1.0871	0	0.6192	0.4591	1.7803	0
COL1A1|1277	274034.2298	533745.7314	234871.3433	135288.4465	75831.4757	75217.6055	167194.6108	142616.2658	50633.2779	196572.4389	47819.3277	570851.9793	41251.7527	70431.1571	11119.4456	189225.1603	522902.0822	80679.5225	31730.2771	16089.725
COL1A2|1278	166129.5844	296606.3821	179774.7137	100929.1138	56615.6933	57354.4133	141062.8743	135075.7055	47936.1065	98953.3021	38967.587	418049.0608	33346.0803	36540.4008	9025.6828	150964.1267	421462.6519	59748.8522	16980.9725	14628.7988
COL20A1|57642	0	0	0.2813	0	0.4458	0	0	0	0	0	0	0.2803	0	0	0	0	0.3096	0	0	0
COL21A1|81578	4.075	19.8431	33.7571	16.2329	4.9041	31.1432	1.3307	19.1607	22.9617	27.0411	963.3854	47.0984	28.6807	2.5856	35.3309	8.7366	131.2795	48.2094	49.4047	952.9667
COL22A1|169044	26.0799	19.8431	88.331	25.0074	239.4115	9.8514	127.0792	79.5585	38.6023	39.1056	5590.036	24.6706	9.2416	8.4034	1186.5743	133.1457	3.0962	25.7117	76.1099	7.9595
COL23A1|91522	17.9299	11.5367	12.0963	2.1936	14.2666	6.038	9.98	9.1638	12.6456	7.4883	12.0048	4.4856	2.2307	8.7266	890.8819	4.1936	80.192	106.5197	20.474	7.2359
COL24A1|255631	44.8248	35.533	22.5047	54.8409	4.9041	51.1639	67.1989	44.9859	26.6223	21.6329	79.8319	87.7488	54.1746	20.362	4.3484	31.1023	78.3342	18.3655	34.2717	23.8784
COL25A1|84570	2.445	1.8459	1.4065	1.7549	1.7833	0.6356	0.6653	3.3323	9.3178	0.832	3.0012	8.4104	1.2747	2.2624	3.8049	1.0484	56.0415	7.3462	0.8902	15.1954
COL27A1|85301	117.3594	63.221	75.3908	48.26	183.2367	175.4191	110.1131	455.6909	134.4426	39.1056	475.9904	300.813	103.8878	242.0814	343.5249	106.5864	353.2781	181.359	540.7811	31.1143
COL28A1|340267	8.15	3.6917	0	7.0196	41.9082	1.2712	16.9661	9.1638	14.6423	2.9121	68.4274	22.4278	14.659	6.4641	1.0871	7.6882	11.456	8.2645	0.8902	23.1548
COL29A1|256076	13.0399	2.7688	0.5626	11.4069	1.3375	0.6356	0.6653	0.8331	0	0	1.2005	0.2803	0.6373	0	3.8049	0.6989	0.3096	1.8365	1.7803	0
COL2A1|1280	1.63	7.3835	1.4065	1.3162	3.5667	9.8514	19.2947	1300.8435	2.995	44410.6084	49.8199	15135.6883	14.659	95.0226	1.6307	47.8765	64.4013	265.3811	1102.9264	14.4718
COL3A1|1281	149176.8541	206318.4172	130556.0635	91489.9054	45843.2412	88940.0175	135619.4345	133577.6945	45175.6972	59271.5549	34987.9952	415471.2644	30983.7476	26832.9024	6681.8861	102542.0864	496792.3245	54652.4334	11570.0456	10088.2779
COL4A1|1282	5371.6381	5282.4181	9627.2375	11739.4533	19156.4868	12190.6729	10586.8263	7500.1562	9122.7953	7019.0328	26853.5414	10061.3961	6083.8113	4581.7712	4959.3695	17447.3249	6011.9204	14280.5326	14385.2231	4960.9262
COL4A2|1284	6126.3244	4506.6913	10802.2651	10620.6998	14057.0664	10262.9697	9309.0486	7416.4324	9180.0333	10861.3625	34285.7143	9287.076	4995.2199	4897.8668	5084.93	16049.1206	6480.6874	15720.3857	14026.9278	4984.8046
COL4A3BP|10087	893.2355	646.0545	843.083	1024.4272	371.8235	830.0628	1041.5835	1223.3677	666.8885	435.1534	551.6206	1433.4174	1159.6558	566.9037	685.4192	992.4769	1400.7276	741.506	649.3824	414.6165
COL4A3|1285	8.15	0	0.8439	14.0393	0.8917	0.3178	7.984	6.6646	5.3245	1.248	24.0096	1.1214	3.1867	1.2928	3.2613	1.7473	24.7697	33.0579	1.3353	0
COL4A4|1286	28.5249	7.8449	16.5972	189.53	11.1458	19.3851	36.5935	22.493	76.5391	4.1602	301.3205	21.8671	22.6259	5.8177	10.871	27.9571	82.9786	72.0845	9.7919	1.4472
COL4A5|1287	1362.6732	2273.1887	481.8823	760.7524	196.6117	464.2886	530.2728	903.8842	235.6073	605.7202	4.8019	787.2161	1914.914	1222.3659	569.6426	2002.0776	946.2033	592.7456	442.4168	173.6614
COL4A6|1288	186.6341	1145.8237	11.2524	5.2647	3.5667	7.6269	35.2628	66.2293	4.3261	7.9043	0	8.9711	52.5813	15.8371	31.526	140.8339	276.492	182.2773	13.3526	5.7887
COL5A1|1289	14713.1214	24205.8145	15546.8225	12591.0221	5492.6438	7781.9973	13955.4225	14460.8976	6863.5607	9038.7936	4017.407	35248.9487	3730.0829	3678.4098	744.6664	16793.8278	28782.1039	5604.2241	2910.8713	1993.4877
COL5A2|1290	11405.868	19359.9585	16141.5097	13108.2811	6007.5791	7998.4111	16218.8955	18017.2863	7900.4992	5992.3037	7584.6339	37797.8694	3615.0414	2917.5824	1141.4594	16191.7018	38805.7899	6743.8017	1665.0718	1384.2258
COL5A3|50509	696.8215	3360.8676	1173.3398	779.1789	986.6251	837.6897	1005.6554	1523.274	351.0815	3373.4789	1300.7203	3791.4214	347.0363	815.7725	102.7313	2053.4487	1158.294	555.5556	959.1632	516.6425
COL6A1|1291	20460.4727	54362.7134	17401.7739	11875.8973	15871.6005	10944.3076	12838.3234	16104.1341	4287.8536	26956.6303	8065.4262	46163.0418	3907.9031	10927.2786	10442.7232	13880.3489	36704.0793	13697.888	3837.5431	5394.356
COL6A2|1292	25370.0081	38719.8892	27099.62	13883.0727	26085.5996	14562.3262	17870.9248	19374.3622	8242.5957	51075.195	10485.5942	37249.7897	5673.6775	9595.3458	10401.9568	19291.4449	38041.9537	17211.2029	5892.0663	4841.534
COL6A3|1293	31654.4417	35073.8348	31260.4612	28433.0102	14034.7749	27480.0985	29433.1337	40564.8235	16640.9318	17087.4675	10016.2065	83062.5175	11774.6973	7072.075	2310.64	27494.7559	92451.4281	13668.5032	3972.8497	4272.7931
COL6A4P2|646300	10.5949	0	1.1252	4.826	1.7833	0.6356	4.99	4.1654	12.6456	0.416	0	58.032	2.2307	0.3232	0.5436	1.0484	6.1924	0.9183	15.133	0.7236
COL6A6|131873	153.2192	238.5787	7.314	29.8334	12.4833	0.3178	7.6514	52.0671	0	4.5762	4.8019	121.1102	4.7801	14.8675	4.892	14.6775	1014.32	20.6612	5.7861	0.7236
COL7A1|1294	431.9478	976.9266	227.0164	9.652	12.9291	622.2293	242.1823	643.5489	50.5824	605.7202	295.3181	119.7084	489.1651	230.1228	55.9859	196.3986	938.1531	630.854	36.9422	637.4819
COL8A1|1295	213.5289	489.617	1001.1787	882.2797	354.8819	1100.8183	889.5542	580.6519	1504.8253	222.1529	319.3277	3473.2268	239.9618	106.9813	35.3309	1593.904	740.9242	252.9844	75.6648	33.2851
COL8A2|1296	1162.9992	3887.4019	1495.7199	1375.8474	316.5403	1009.2953	2181.9694	1527.4393	1618.6356	868.6427	6986.7947	6187.5526	545.5704	558.8235	400.5979	3089.2591	1607.5548	1101.4692	185.1563	96.9609
COL9A1|1297	0	0.9229	0	0	2.2292	0	2.994	0	0.3328	0	1.2005	38.4076	0.3187	0.3232	1.0871	0	86.694	0	96.584	0
COL9A2|1298	358.5982	175.8191	180.3191	39.4854	78.4663	280.9248	132.4019	253.2542	739.7671	505.8762	1357.1429	420.2411	119.5029	126.0504	61.9649	349.4637	495.704	1105.6015	7.5665	460.2026
COL9A3|1299	13.8549	29.5339	37.4141	7.0196	9.8083	40.9947	59.5476	31.2402	8.3195	1107.4363	1256.3025	10.0925	94.3276	123.788	4.3484	42.984	217.3543	145.0872	137.9771	59.3343
COLEC10|10584	0.815	5.0761	0.5626	0	1.3375	1.9067	0.998	0.4165	32.2795	1.6641	1.2005	0.2803	2.2307	0.6464	3.8049	1.0484	0.9289	0.9183	0	0
COLEC11|78989	1.63	0	4.2196	7.0196	10.7	11.1226	19.2947	2.9158	1.3311	5.4082	111.0444	5.8873	2.8681	7.1105	16.8501	18.1721	21.9831	30.7622	3.1156	10.1302
COLEC12|81035	1005.705	1514.9977	403.1158	282.9788	247.8823	588.8615	664.6707	1996.4594	4840.9318	235.4654	240.096	494.5332	96.2396	283.4518	63.5956	945.9982	1114.947	369.6051	66.7631	25.3256
COLQ|8292	80.6846	86.7559	17.1598	11.4025	23.6291	12.3937	20.2927	54.1539	39.2679	47.4259	27.0108	30.8382	74.0408	29.735	22.4868	867.984	33.7487	28.4665	74.7747	44.8625
COMMD10|51397	435.2078	631.2875	414.0868	411.5258	265.7156	301.581	586.4937	738.9357	485.1913	242.1217	336.1345	469.5823	702.3582	378.4745	331.5668	713.6049	415.8217	452.7089	250.5842	232.2721
COMMD1|150684	390.383	411.629	201.6985	264.5523	701.7387	164.6143	339.3214	202.0202	303.827	562.8705	232.8932	291.5615	321.5424	403.0381	361.4622	305.0818	211.1619	337.9247	248.3587	246.7438
COMMD2|51122	677.2616	729.1186	798.0736	601.9332	1318.3237	689.2826	473.3866	656.8781	726.4559	299.116	1852.3409	865.1528	462.0778	501.9392	461.4757	749.5996	978.0943	910.4683	437.5209	940.6657
COMMD3|23412	1744.3602	1549.0171	1333.3315	585.1651	1545.5149	1416.3152	1272.2222	1415.4952	776.8486	1118.3692	811.1525	658.8646	1042.1351	2249.6283	642.7884	889.8534	598.1763	1159.6189	1177.2738	1456.5195
COMMD4|54939	1697.6365	1010.1523	1357.0346	626.502	1373.6068	1100.1827	837.3253	721.0247	745.4243	4923.973	300.7203	882.8147	1144.9968	1220.4266	935.9967	393.1467	596.0214	1419.6511	1942.3612	1878.437
COMMD5|28991	899.1443	699.7093	1188.0016	679.1009	855.6844	1870.5617	1224.0719	430.8112	304.2296	1483.0203	365.9904	462.8904	543.0147	895.0614	981.3833	678.4139	350.1602	1119.2929	816.7709	1055.2388
COMMD6|170622	1934.8003	1348.4079	792.4474	571.2224	1854.2131	576.7856	1282.7678	617.7236	1195.0083	2494.8518	1260.5042	937.4825	1181.963	757.5953	649.0012	1435.2474	966.9479	2089.0725	1246.6897	3096.9609
COMMD7|149951	1460.4727	2153.6687	1973.1012	1781.231	1959.4293	2071.3434	4056.5536	1138.3943	942.4293	1125.741	1459.1837	1111.5784	1485.9783	2264.0595	737.6002	1261.564	711.5102	1679.5225	2195.6159	2430.5355
COMMD8|54951	411.5729	151.3613	240.5192	242.616	236.7365	142.0513	339.9867	330.73	549.0849	305.7722	112.8451	192.3185	249.522	160.3103	316.8909	261.3989	255.1281	368.6869	234.1159	129.5224
COMMD9|29099	1058.6797	976.9266	1092.6041	930.5397	1506.4646	763.3272	535.2628	575.6534	730.782	805.8242	1702.2809	670.3112	549.0758	1170.0065	594.1025	608.0668	462.2649	862.7181	812.2844	1712.0116
COMP|1311	199.674	2961.2367	5313.3641	11673.2055	1516.2728	2903.9485	4612.7745	1190.4613	6267.5541	2778.1591	1357.1429	14781.3288	639.5793	1443.1157	16.8501	4826.4432	1964.858	918.2736	621.787	389.2909
COMTD1|118881	108.3945	188.7402	171.5985	141.7088	596.0767	136.6489	214.2382	102.0514	84.193	2073.843	48.0192	50.7429	116.6348	167.744	133.7138	70.9411	37.1546	389.8072	868.3654	2259.0449
COMT|1312	3257.5387	1516.8436	1712.8904	1058.2092	2468.123	1330.5792	1766.7997	885.1401	1726.4559	6177.4311	1041.4166	2701.1494	1912.0459	2195.2165	1130.0448	1030.5685	1423.33	2495.8678	2179.1477	2248.191
COPA|1314	5880.7416	8461.186	8204.6579	13240.1448	24206.7856	12155.0044	6937.9508	8550.5071	10906.9551	3884.4597	7960.8043	10998.4244	13252.2339	16853.3872	9184.9599	13745.9312	7429.575	5611.2948	11236.3681	10254.7033
COPB1|1315	3560.7172	3840.8491	3943.274	4173.3147	6222.2514	7472.1284	3557.3486	5969.0763	4162.396	2509.4665	3195.006	4403.4202	6265.4302	5095.892	3326.7944	5150.6372	3789.4574	2961.2672	5047.7356	3409.5514
COPB2|9276	4825.5909	5743.4241	4220.76	5829.3638	11172.0909	8062.6043	5048.2369	4723.1074	4488.1864	2576.3911	4816.9268	6197.9254	5151.3703	6675.1778	4726.7292	7376.8293	5266.9711	3729.1093	6595.7494	6746.7438
COPE|11316	3419.7229	3467.0051	2746.5519	3617.3029	2607.6683	2115.8338	1899.5343	879.3085	1426.9551	5946.858	2358.9136	2668.0684	2305.9273	3981.1732	1676.0321	5401.6605	1552.4421	3550.7208	3508.588	6403.4009
COPG2|26958	419.7229	982.4642	599.1881	400.9963	864.4672	317.4704	537.5915	1184.6298	776.0399	278.3151	445.9784	599.9439	354.6845	604.3956	1066.4492	682.8521	508.0889	376.4922	170.0234	316.2084
COPG|22820	4713.9364	6816.7974	6238.0268	7419.3099	13797.1467	10267.4188	6249.8337	3857.5445	3948.7521	5127.4051	6011.4046	8487.8049	5759.7196	9120.8791	4526.1584	7674.9219	4540.2895	4040.8632	7628.3521	12958.0318
COPS2|9318	1310.5134	1308.7217	1152.2416	834.4585	1773.9634	1194.248	1410.5123	1826.5125	1910.8153	1011.7525	1576.2305	1617.8862	4658.0625	840.3361	1821.9867	940.0574	1746.5748	1692.3783	2356.7375	812.5904
COPS3|8533	1189.8941	1153.6687	774.725	755.0489	1496.6563	727.735	968.7292	701.4475	806.6556	1166.0946	1102.6411	941.6877	1517.5271	767.2915	1331.7027	720.2447	822.9739	1004.1322	1512.8519	1087.5543
COPS4|51138	1004.075	612.3673	844.4896	833.581	588.0517	839.5964	1007.6514	1147.1415	1232.9451	628.1851	441.1765	841.8839	1152.0076	665.4816	553.3361	587.099	944.6552	897.6125	1035.7183	760.492
COPS5|10987	1319.4784	1309.6447	3155.1616	1882.1382	1732.9469	4293.0007	2273.7858	1268.7702	4376.7055	1493.4997	1257.503	861.7886	1078.0752	1450.5495	1664.3566	1008.5523	883.3501	2288.7971	1481.2507	2725.7598
COPS6|10980	2191.524	2605.4453	2597.3259	2903.4943	3004.0125	1962.9777	2563.5396	1884.4111	1561.0649	2744.0458	1875.1501	1328.8478	1355.0032	4918.8752	2345.9709	2206.1644	1127.9511	1933.4252	3044.3975	3164.2547
COPS7A|50813	1762.8362	2343.7933	2517.7154	1302.1413	1349.5319	1817.7485	2264.4711	1584.5048	1294.5092	1752.2621	1158.4634	1732.5484	1935.9465	1983.8397	3088.4631	1840.6253	1411.5644	1467.4013	2662.5125	1233.7192
COPS7B|64708	871.2306	565.2976	875.9962	888.8606	662.0597	637.8009	397.2056	480.2666	553.0782	631.5133	1289.916	683.2072	576.8005	878.1513	628.3462	811.1053	411.1773	696.9697	557.2494	1308.9725
COPS8|10920	1460.4238	1094.5824	1261.367	1467.537	751.663	941.9083	1362.9275	1753.1771	1180.3161	1170.6625	1417.7671	1128.3488	885.2741	1079.8158	685.9628	1466.3427	1437.1886	1331.4876	989.4069	1032.5543
COPZ1|22818	4484.1076	7039.6862	5952.4982	4859.7774	4492.6438	7839.8348	7286.7598	3961.6786	4144.7587	5044.2018	2926.7707	4155.3126	4402.167	6690.0452	2774.29	4292.1132	3181.0512	3289.7153	8581.7292	7020.2605
COPZ2|51226	466.9927	676.0498	297.0623	337.381	293.3571	214.1892	509.6474	213.2667	195.0083	683.5153	108.0432	813.5688	74.8885	373.9496	107.6233	345.2701	605.9293	262.6263	339.6016	66.5702
COQ10A|93058	153.2192	145.3623	236.0182	73.2674	60.6331	115.0393	199.6008	86.2231	62.8952	142.6937	158.4634	93.0754	203.6329	96.6387	52.7246	75.4842	96.2923	115.2433	304.4397	104.1968
COQ10B|80219	735.1263	753.1149	766.567	871.3115	504.6812	574.2433	927.4784	467.354	454.5757	554.9662	556.4226	648.7244	621.7336	672.5921	1097.9753	682.8521	779.6269	538.1084	600.4228	583.2127
COQ2|27235	215.9739	135.21	387.6438	264.991	218.4574	186.5417	202.9275	167.0311	218.6356	247.9459	102.0408	228.203	209.6877	91.1441	270.689	114.6241	184.5344	306.7034	103.7054	193.9219
COQ3|51805	199.674	215.0438	116.4619	201.8144	295.5863	87.074	113.7725	80.8081	112.812	194.6958	189.0756	49.3412	180.3697	216.225	286.452	180.3233	97.8404	372.36	193.1679	255.4269
COQ4|51117	1339.8533	1042.9165	1104.4191	748.9067	777.9759	636.5298	871.5902	763.0949	654.2429	1575.871	193.2773	694.9818	960.4844	757.2721	309.8247	576.9646	517.0679	951.7906	1527.5398	804.631
COQ5|84274	666.6667	1050.3	451.2196	623.8696	585.8226	844.3632	1250.1663	683.1199	813.3111	529.1732	392.557	525.6518	669.2161	959.9224	669.1127	551.1043	384.5499	564.2792	530.5441	561.5051
COQ6|51004	510.7172	582.6257	242.0242	231.5907	306.9996	291.3578	447.0293	234.2268	378.4426	647.9542	149.7179	490.3364	230.0956	649.9224	304.8077	495.1726	206.3287	442.7043	381.7959	426.2012
COQ7|10229	438.4678	731.4259	606.7835	403.6287	316.9862	962.5804	414.5043	743.9342	815.6406	713.4685	373.3493	416.0359	527.0873	699.095	331.5668	449.0609	551.1262	378.3287	515.4111	431.259
COQ9|57017	779.1361	642.3627	1751.1484	1379.3572	972.3584	1146.8976	743.1803	459.4398	514.8087	1123.2449	643.4574	729.1842	1321.2237	849.3859	818.5895	637.4218	694.481	1023.8751	1531.5456	2168.5962
CORIN|10699	128.7694	230.7337	172.4424	19.304	87.8288	97.8788	129.0752	118.2964	285.8569	146.8539	55.2221	430.0533	34.0982	24.5637	6.5226	451.8566	423.5622	28.4665	21.3642	4.3415
CORO1A|11151	2524.8574	699.5847	1013.5563	1718.9318	762.8177	623.8182	472.0559	289.9094	400.6656	706.8123	588.8355	504.9061	379.5411	227.8604	743.5793	526.6418	441.8299	2483.9302	958.2731	659.9132
CORO1B|57175	3956.8052	2432.8565	2104.4725	3433.4764	1811.4133	1853.023	3602.1291	1730.7092	1683.8602	5144.0458	948.9796	2739.8374	13343.2122	3950.8727	1573.0398	2684.5802	1611.8895	2329.6602	2668.7437	3639.6527
CORO1C|23603	2075.7946	2035.0715	2685.6569	2202.4088	1824.7882	2952.8879	2880.9049	1438.7171	1942.7621	1343.7337	2328.9316	1991.8699	1508.9229	1362.9606	4881.098	2172.6158	2486.5702	1915.0597	1099.3658	1181.6208
