TCGA-2Z-A9J7-01A-11R-A38C-07	TCGA-A4-A57E-01A-11R-A26U-07	TCGA-AL-3466-01A-02R-1351-07	TCGA-AL-7173-01A-11R-2139-07	TCGA-BQ-5877-01A-11R-1592-07	TCGA-BQ-5889-01A-11R-1592-07	TCGA-BQ-5893-01A-11R-1592-07	TCGA-BQ-5894-01A-11R-1592-07	TCGA-F9-A8NY-01A-11R-A36F-07	TCGA-G7-6789-01A-11R-1965-07	TCGA-G7-6793-01A-11R-1965-07	TCGA-G7-A8LB-01A-11R-A36F-07	TCGA-GL-6846-01A-11R-1965-07	TCGA-SX-A7SM-01A-11R-A355-07
DNAJB4|11080	165.8962	658.4576	1340.5543	408.1046	567.9065	371.0922	546.4299	259.4639	1039.2599	315.5227	493.492	143.1579	325.8723	470.0903
DNAJB5|25822	240.391	566.429	238.2924	247.0257	222.4584	570.8486	166.1117	217.7205	95.2955	411.2339	187.495	526.6397	282.0935	362.8668
DNAJB6|10049	2793.8185	1602.0739	1032.1759	1624.4498	1108.6079	1692.6512	1553.4591	1593.2065	969.5864	1150.5627	1069.3923	1390.7692	1190.2567	997.7427
DNAJB7|150353	1.7171	3.545	21.4208	1.2294	0.6405	1.7134	2.4306	2.8484	0.953	1.0058	0.3705	22.387	1.0928	0.6038
DNAJB8|165721	0	0	0	0	0	0.812	0	0	0	0	0.3194	0	0	0.5643
DNAJB9|4189	1825.3863	1245.6254	610.3855	1294.8926	1243.4998	630.5319	675.9156	658.0724	1552.5968	1174.8961	1119.8595	430.7692	2666.2278	1696.3883
DNAJC10|54431	1355.6994	3289.0473	4900.9239	1957.4222	2823.3794	2115.3065	2973.7329	4068.3446	2618.8271	5541.5188	4817.376	1540.4049	2397.3009	1558.6907
DNAJC11|55735	1523.7987	2015.7356	642.2428	1228.9413	778.9982	1250.2639	1139.5413	923.9165	1258.7991	827.7522	982.0714	1633.7036	1583.5418	1988.4876
DNAJC12|56521	169.5945	52.4951	187.3208	105.8681	701.3815	214.3727	30.7066	74.8926	42.7032	582.3786	214.3256	20.081	13.4957	40.6321
DNAJC13|23317	731.7395	618.2761	1647.6585	897.6025	1147.7152	956.557	945.9859	1347.2478	1115.2266	797.3233	1559.0513	1623.3198	2660.632	1588.6005
DNAJC14|85406	1199.8045	1154.9514	849.0347	1527.0967	1839.2915	1226.7803	844.6393	1270.1862	1174.5435	1175.8937	1130.9718	951.3652	1438.2291	1544.2325
DNAJC15|29103	656.1881	950.0972	745.4603	929.4767	404.9593	728.786	110.2479	802.1281	462.0931	280.2393	110.8361	1054.5749	584.5951	1127.5395
DNAJC16|23341	535.2001	750.4861	546.6709	477.545	560.5384	405.1969	482.057	441.989	557.3885	502.0785	727.9406	454.0891	814.6807	769.1874
DNAJC17|55192	293.2241	348.0233	44.6002	311.3434	208.2891	279.7402	147.6138	171.4753	230.597	152.0835	116.2661	616.6802	96.7742	336.9074
DNAJC18|202052	133.6679	180.8166	262.504	93.3461	272.6178	85.2619	22.5675	52.3839	10.3387	193.4503	139.2638	93.9271	252.1396	79.0068
DNAJC19|131118	533.6151	594.2968	674.1	549.2621	406.3762	416.9712	387.3474	372.8259	405.9047	197.1003	366.6853	722.915	470.3752	538.9391
DNAJC1|64215	1435.4775	1525.5995	526.2823	1467.3552	769.3943	772.229	524.6023	733.7835	1669.4686	661.462	520.9614	902.3482	729.0981	1447.5169
DNAJC21|134218	964.2055	906.6753	672.8257	735.3851	1015.6571	759.2367	1116.1672	838.9605	1121.9692	689.851	598.5786	605.0202	926.5964	1259.5937
DNAJC22|79962	314.3574	561.2443	67.5374	150.2645	566.4896	57.6533	200.8879	94.5365	376.2373	454.6284	463.1478	158.0567	511.1916	630.9255
DNAJC24|120526	334.1963	248.7816	382.2874	236.4047	298.3493	281.9854	324.6652	266.6912	263.2178	156.7191	312.513	271.8704	221.343	373.0079
DNAJC25-GNG10|552891	0	0	0	0	1.1959	0	0	0	0	0	0	0	0	1.6986
DNAJC25|548645	259.9392	336.3577	366.9959	197.5067	230.0871	152.2533	324.4543	221.4037	269.7041	122.0724	373.0735	270.1215	162.607	214.447
DNAJC27|51277	125.743	74.5301	265.0526	87.6543	223.5919	112.8705	133.9253	128.5042	151.9333	259.1504	163.8585	76.4372	215.6024	148.4199
DNAJC28|54943	68.1548	25.9235	133.8006	23.9057	11.0521	29.6387	14.0585	14.3237	52.1428	7.3	10.2212	65.4251	39.4997	22.5734
DNAJC2|27000	1413.837	1073.545	655.2788	911.7922	394.3691	865.6801	612.9227	809.6501	704.3323	429.784	419.1903	1121.5093	483.42	532.8668
DNAJC30|84277	1340.3778	625.4051	251.0354	655.6994	231.2434	470.1583	184.9797	418.2525	386.5759	455.4395	281.7216	724.8583	395.9842	459.3679
DNAJC3|5611	1036.587	1832.1452	1675.6929	1280.663	2031.881	1423.8733	1623.3814	1526.4989	1524.2779	2877.0151	1965.6632	354.9798	1808.0974	2053.0474
DNAJC4|3338	3171.0052	1365.6384	467.0914	1780.7875	932.418	1603.922	889.1676	777.7205	833.1835	1227.8698	485.3565	3366.8405	737.1725	1001.9921
DNAJC5B|85479	0.5283	3.8885	8.92	18.7831	2.5505	28.0146	17.758	24.5549	9.8892	20.6834	34.1771	0	2.3041	11.851
DNAJC5G|285126	0	0	11.4686	0	0	0	0.7399	0	0	0.4056	0	0	0	0
DNAJC5|80331	2987.7163	1848.9955	1475.6292	3592.1174	1876.5852	3684.9371	2948.5757	4069.9816	1428.0834	2141.3363	3277.4894	2006.1538	2252.1396	2350.4515
DNAJC6|9829	110.4213	473.1043	616.7569	136.0349	187.0351	85.6679	237.8838	99.0383	467.0826	66.9168	286.5128	133.4413	142.1988	445.2596
DNAJC7|7266	2344.2029	2749.5269	6042.4849	2650.8301	1395.7945	1711.2586	2666.9922	1704.6245	2076.9601	1643.2404	1342.525	2110.5879	1260.4115	2018.6682
DNAJC8|22826	1891.4278	2449.1251	1540.618	2709.3137	1130.712	2090.54	2170.1813	1761.8171	1922.541	1328.1963	1640.5015	1504.1296	1689.9276	2310.3837
DNAJC9|23234	579.2313	578.8075	491.8764	520.2451	449.0939	589.6224	684.0178	1060.6425	612.08	235.3118	606.5416	448.4988	424.2363	346.2077
DNAL1|83544	818.3859	517.8224	491.8764	466.1613	960.9635	326.8372	376.2486	271.7414	342.9738	362.1616	301.2058	463.1579	1157.3404	547.9684
DNAL4|10126	994.8488	778.3539	300.7327	1133.2444	407.5097	731.6281	469.8483	369.1426	446.8098	695.9343	193.8833	1245.0202	909.1508	395.5982
DNALI1|7802	1435.4775	797.1484	1569.9267	1881.1516	544.102	721.8839	897.1513	410.886	748.8785	682.9565	791.1842	2130.5263	1670.8361	1363.4312
DNASE1L1|1774	929.3039	655.5087	338.9232	421.6626	827.5792	515.3147	513.8106	770.8451	767.133	1648.4599	852.2814	404.4891	756.5043	644.8702
DNASE1L2|1775	14.265	4.5366	35.6802	4.5535	3.9674	10.5562	12.5786	29.0567	78.6637	20.6834	13.4153	34.9798	22.3831	16.93
DNASE1L3|1776	23.2466	9.7213	11.4686	35.2894	9.0684	309.7848	21.4576	23.7364	8.5406	2.8389	37.6906	35.6275	24.029	34.4244
DNASE1|1773	59.7015	68.0493	282.8926	52.9341	46.4754	138.043	100.9989	84.3053	87.6538	104.6335	74.7425	110.7692	92.1659	68.2844
DNASE2B|58511	0.5283	1.2962	0	2.8459	5.3843	2.4361	1.8498	0.4092	0.899	0.4056	0.9582	0.6478	0.6583	6.2077
DNASE2|1777	1144.895	964.3552	565.7853	1632.9876	2795.0407	1826.6342	846.4669	1564.9683	816.3045	2573.2536	2655.9131	1121.9433	1623.7656	2205.9819
DND1|373863	123.2334	137.6215	128.0663	63.1225	63.9547	71.8514	79.138	97.3112	100.6895	79.5782	107.198	91.7053	65.4542	54.0519
DNER|92737	87.7031	2.5924	38.2287	76.2706	59.5112	218.4328	391.4169	807.0391	194.6365	325.256	76.0201	11.0121	1.6458	40.6321
DNHD1|144132	244.6176	252.1063	801.5291	101.8839	51.5763	206.6585	91.7499	69.5723	112.8262	75.839	70.2707	274.6559	52.3371	194.1309
DNLZ|728489	211.3327	149.0603	31.8573	216.2897	60.0779	257.4097	246.7629	352.7727	165.868	137.4835	81.4501	491.6599	225.1481	140.5192
DNM1L|10059	1253.7313	1125.7291	1814.5906	1558.4246	1518.3847	1302.8827	1505.7344	1618.1707	1547.6522	1296.1574	2894.5141	1971.1741	1619.4865	1637.6975
DNM1P35|100128285	88.2314	36.2929	235.7439	10.8145	5.101	28.0146	51.7943	10.2312	55.2893	25.55	26.1918	73.8462	27.3206	15.237
DNM1|1759	4394.6638	2200.9073	3974.5142	1076.3261	1175.7705	721.0719	826.4891	523.8388	867.9978	1336.3074	1461.6306	7318.5425	1748.5188	1737.5847
DNM2|1785	4874.4472	7827.5437	2474.1765	4184.8253	7163.7124	5521.6849	11096.256	8745.2138	8204.8133	4453.3225	8886.0018	5879.4364	4688.2028	5021.3883
DNM3|26052	5.2833	31.7563	100.669	21.629	78.4981	97.4421	71.7721	167.3829	32.814	171.5502	103.4896	7.7733	24.6873	32.167
DNMBP|23268	305.9041	401.3415	549.2195	483.806	853.4155	647.9862	692.3048	1065.8195	652.8144	938.4569	1496.0217	126.9636	229.4273	877.2404
DNMT1|1786	679.4347	1196.3707	705.9573	494.0513	1164.1516	1034.9168	1173.8809	2243.5032	665.7197	635.912	1330.3522	434.6559	1074.7202	712.1896
DNMT3A|1788	433.2321	255.9948	856.3237	266.9471	381.7216	425.9034	225.6752	345.4062	112.3767	801.7844	231.5739	506.5587	690.5859	254.5147
DNMT3B|1789	69.2115	220.9981	885.6324	149.6953	181.084	167.6817	1147.9837	898.3016	296.6745	79.489	209.8539	373.7652	141.2113	382.0542
DNMT3L|29947	0	1.2962	0	0	0	1.218	0	0.4092	0	0	0.6388	0.6478	1.3167	0
DNPEP|23549	1501.519	871.0305	1202.9309	2012.0638	1465.6748	1352.8218	1940.8065	2325.353	2224.1601	1881.3748	1273.1774	1167.9352	1324.8848	1300.2257
DNTTIP1|116092	1027.6053	636.4226	393.756	891.9106	610.1311	737.7182	577.1365	1021.8948	566.8282	580.7564	454.2043	966.4777	446.3463	700.9029
DNTTIP2|30836	1189.2749	1279.326	2105.129	652.8535	1121.6436	859.5209	1425.8232	903.6219	1064.4323	648.4842	1063.0041	601.1336	658.9862	1193.0023
DNTT|1791	0	123.7848	28.0344	5.1227	0.2834	2.03	86.2005	2.0462	30.5665	0	0.6388	0	0	0
DOC2A|8448	2920.5864	826.7855	2526.6645	14.4516	23.6571	13.512	3.1447	1.3014	1.9599	182.4191	1.6801	9857.153	293.7623	349.5485
DOC2B|8447	0	0	0	0.5692	49.0259	27.2026	4.8095	7.3665	67.426	86.789	206.6597	0	1.3167	2.8217
DOCK10|55619	26.9449	151.6526	174.5779	93.9153	637.9029	664.2306	282.2789	466.9531	120.4678	191.4225	307.594	43.4008	154.707	117.9458
DOCK11|139818	870.1625	1049.9028	442.179	383.0605	1756.9961	658.1405	454.68	531.6145	436.9207	199.5336	190.0503	686.6397	3866.6886	1450.3386
DOCK1|1793	1396.3809	1170.4472	749.2832	906.1402	2513.3546	1462.0382	2157.9726	2066.7076	2482.1771	2514.4479	2420.8257	1031.2551	2291.9684	1972.3476
DOCK2|1794	32.7566	191.8341	108.3147	165.6324	793.1987	873.7312	222.7155	477.1844	66.9765	130.5891	250.7386	18.1377	196.1817	146.1625
DOCK3|1795	26.4166	3.8885	152.9149	10.2453	15.5863	21.9245	155.7529	157.5609	199.5811	27.1723	232.2127	1365.5061	370.6386	6.772
DOCK4|9732	226.6543	491.2508	249.7611	647.7309	1090.4711	770.605	412.1347	874.5652	663.4722	843.5567	738.8006	656.1943	1000.3292	275.395
DOCK5|80005	50.7199	134.1542	398.2032	108.7141	457.3858	228.8997	824.6393	661.3464	228.799	517.8952	1354.3081	131.4138	162.2778	265.8014
DOCK6|57572	702.153	340.8944	412.8703	430.8719	580.9423	1041.8189	1139.8446	1429.9161	1188.9457	1286.424	1364.2099	542.1862	693.2192	479.684
DOCK7|85440	273.6759	269.6047	858.8723	361.4316	428.4803	281.7702	593.4147	488.2341	591.5511	603.8731	1081.53	341.3765	635.9447	539.5034
DOCK8|81704	184.9161	776.4096	405.2246	1118.4457	2635.6869	1089.3504	359.2305	615.9198	181.1513	226.7059	186.2174	509.1498	2299.8683	1196.9526
DOCK9|23348	297.9791	268.9566	267.6011	294.8371	1380.6589	915.9562	1023.3074	1257.6223	816.754	1150.1572	807.4742	160	527.6498	310.3837
DOHH|83475	396.2488	392.0933	57.3431	619.8409	357.9171	557.0443	385.8676	464.9069	387.0254	304.1671	260.0016	409.3927	207.7024	520.8804
DOK1|1796	232.9943	154.245	110.8633	411.5197	338.9302	693.4633	56.2338	232.4534	59.3349	550.3397	86.2413	93.9271	184.3318	233.6343
DOK2|9046	14.265	164.6144	10.1943	91.0694	117.0386	343.0775	65.4828	210.7632	75.9667	51.5056	78.5754	4.5344	27.3206	62.6411
DOK3|79930	98.798	206.092	296.9098	182.7079	321.6436	783.5972	79.1713	420.2988	75.9667	109.5002	181.1068	133.4413	78.341	140.5192
DOK4|55715	1940.0343	3504.8607	993.9471	2980.2451	1872.3344	2834.3484	2116.1672	1483.1185	4553.5048	1674.1357	1292.3421	2714.17	3194.2067	2345.9368
DOK5|55816	72.3815	213.221	252.3097	986.9643	113.3546	157.9375	332.5934	100.6753	204.0761	111.9335	488.3814	102.3482	60.237	67.1558
DOK6|220164	50.7199	156.1892	108.3147	27.3208	24.6546	71.4576	324.4543	34.3769	1.3485	76.6501	60.0495	3.8866	22.3831	16.3657
DOK7|285489	281.6008	160.7259	6.3715	152.5412	96.9182	101.9082	119.8668	44.1989	9.4396	2.0278	25.2336	178.1377	133.3114	14.1084
DOLK|22845	476.0269	677.2521	434.5333	400.136	654.6227	368.2501	417.3141	603.2331	355.1104	310.2504	676.1958	248.0972	388.0843	455.4176
DOLPP1|57171	292.1675	569.0214	212.8066	302.2365	478.073	313.4389	258.2316	342.5414	338.9282	221.8392	370.1988	157.4089	402.5675	340.8578
DOM3Z|1797	810.5666	652.5081	270.1625	529.187	245.5289	564.7828	306.9552	338.1338	253.5039	148.5552	87.6627	645.5126	195.9085	588.3804
DONSON|29980	237.7757	148.464	602.0389	183.9658	195.1258	145.7816	315.8528	379.7872	425.683	110.0477	417.1077	462.0891	194.8255	187.8104
DOPEY1|23033	315.1605	439.2871	756.3683	434.1732	937.8533	458.2257	474.5209	437.5772	420.7205	478.9577	358.783	915.5109	622.3568	696.377
DOPEY2|9980	267.3359	230.7194	946.7983	356.8781	790.0815	407.227	499.815	507.4688	525.9231	1644.5301	833.0272	212.4696	673.1402	758.465
DOT1L|84444	589.0899	539.2093	49.6974	432.5795	635.0691	1000.406	454.31	773.8899	293.0785	502.484	463.7866	623.1579	583.6076	907.4436
DPAGT1|1798	698.0689	1619.6111	1190.188	858.898	666.2813	577.3731	819.5523	1182.1035	595.1966	1425.9718	796.429	478.7498	888.1303	843.1546
DPCD|25911	1135.5488	828.6909	434.1383	2167.9974	685.0018	505.6354	543.5923	462.8034	1001.5823	814.6609	690.8345	1105.2049	618.9236	870.7675
DPCR1|135656	18.4916	2.5924	43.3259	15.9371	22.9543	4.4661	1.8498	2.8647	26.0714	19.8722	0.9582	12.3077	13.4957	18.623
DPEP1|1800	647.7348	1058.3279	208.9838	30.1667	87.283	1139.2611	36.9959	74.0741	67.426	113.9613	17.2483	635.4656	183.3443	313.7698
DPEP2|64174	11.095	44.7181	7.6457	70.0096	81.0485	164.0276	15.1683	22.5087	13.0357	21.0889	33.2189	14.8988	11.8499	109.4808
DPEP3|64180	0	0	0	0	1.9837	5.6841	0.37	2.4555	0	1.2167	1.2776	0.6478	0	0.5643
DPF1|8193	1.0567	0	11.4686	0	1.4169	3.2481	0.37	1.2277	0	1.2167	1.2776	0	0	2.2573
DPF2|5977	736.4945	944.2644	654.9857	1363.1946	926.9571	900.9338	1016.6482	1443.4213	911.6	836.2567	997.844	680.1619	919.0257	895.0339
DPF3|8110	3.17	28.5159	28.0344	15.9371	9.0684	17.4584	15.1683	8.185	14.3842	4.4611	4.7912	9.0688	19.0915	201.4673
DPH1|1801	1431.0606	424.8607	173.0487	623.2901	903.1442	523.0857	914.9908	872.0319	1683.0887	474.9265	425.6424	1222.3741	988.2949	772.2799
DPH2|1802	1434.9491	607.9067	749.2832	412.6581	285.3702	689.4032	522.0126	577.0411	420.7384	199.9392	614.8686	386.0729	611.5866	636.0045
DPH3B|100132911	18.4916	41.4776	66.2631	6.8302	22.9543	12.9923	31.4465	24.5549	11.2377	21.9	32.2606	12.3077	24.6873	15.237
DPH3|285381	732.7962	222.2942	556.8652	487.2211	275.1683	443.3618	622.2716	646.2042	343.8728	214.5392	634.3528	420.4049	639.2363	495.4853
DPH5|51611	571.1267	888.5677	332.59	528.9593	499.2278	285.9805	408.4943	293.9554	427.3597	354.2533	266.8945	347.2453	339.075	327.6242
DPM1|8813	852.7275	423.8496	625.677	392.7366	298.1226	411.287	426.933	647.8412	431.0771	242.117	297.6922	250.0405	252.4687	445.8239
DPM2|8818	3236.0322	1520.4148	801.5291	2293.8097	824.938	1121.8027	573.8069	1013.7098	1077.9175	1063.7737	1296.8139	1943.9676	1197.4984	992.6637
DPM3|54344	1966.9793	444.5885	974.8327	903.2943	143.1102	691.0272	620.0518	320.442	567.7272	526.4118	362.8524	1987.3684	316.6557	365.6885
DPP10|57628	0	0	35.6802	6.261	7.6514	0	249.7225	195.621	133.054	0	132.5561	0	0	12.4153
DPP3|10072	876.5024	966.9475	449.8248	1117.3073	964.8289	865.611	1020.7177	1710.4318	1120.3555	730.4066	1454.1404	721.6194	965.4378	1372.4605
DPP4|1803	3836.7455	15079.0668	4388.6588	2848.1945	2959.9717	1464.4742	47.7248	71.2093	27.4199	2605.2925	20.7618	250.6883	1813.6932	4319.9774
DPP6|1804	3.17	0.6481	31.8573	0	0.2834	397.0767	1.1099	13.096	0	0	3.5135	0	0.6583	3.386
DPP7|29952	3178.4441	4998.7038	221.7267	5345.7719	4578.6752	2295.9805	3015.5383	3787.1905	4711.7312	4151.678	3126.088	3946.2348	1605.0033	1588.6005
DPP8|54878	85.5898	195.0745	437.0819	61.4718	610.6978	186.7641	397.7063	219.7667	161.8225	116.3946	384.8918	37.5709	375.2469	220.0903
DPP9|91039	1813.2347	1674.6598	621.8541	1736.0098	1742.5434	2835.1604	1718.8309	2759.9754	1485.1708	1356.1797	1559.0513	1506.7206	1087.2284	2711.6253
DPPA2|151871	3.6983	0.6481	59.8917	0.5692	0.2834	5.2781	0.37	4.0925	0	0	0	0	0.9875	0
DPPA3|359787	0.5283	0.6481	12.7429	0	0	0	0	0	0	0	0	0	0	0
DPPA4|55211	0	1.2962	0	0	0.5668	4.4661	0	263.1471	0	0	0	0	0	0
DPPA5|340168	0	0	0	0.5692	0	1.218	0	0	0	0	0	0	0	1.1287
DPRXP4|503645	3.6983	3.8885	6.3715	2.2767	1.4169	4.0601	2.2198	2.8647	0.4495	1.6222	0.9582	7.1255	1.3167	0.5643
DPRX|503834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPT|1805	0.5283	0.6481	1.2743	39.2737	13.6026	6.9022	8.5091	16.7792	2.2475	10.5445	24.2753	0	15.1415	1.1287
DPY19L1|23333	1078.8535	1008.4251	874.1637	1032.499	1054.1977	868.0471	1230.8546	2621.24	1776.0017	1575.5855	2312.8643	469.6356	1325.214	563.7698
DPY19L2P1|554236	134.7246	19.4426	82.8289	54.6416	32.0227	29.6387	51.4243	31.9214	99.7905	19.8722	29.7053	75.7895	48.0579	20.8804
DPY19L2P2|349152	362.4356	368.1141	270.1497	107.0065	226.4258	44.661	65.1128	55.2486	2.2475	170.3336	198.6744	320	388.7426	104.4018
DPY19L2P4|442523	67.0981	75.1782	160.5607	11.3837	5.3843	6.9022	5.1794	6.9572	11.2377	3.2444	7.6659	91.336	3.6208	11.851
DPY19L2|283417	525.6901	502.2683	565.7853	197.5067	119.3057	185.9521	6.2893	19.644	213.9653	121.6668	29.0665	2793.1984	202.4358	427.7652
DPY19L3|147991	114.1197	115.3597	540.2995	59.1951	348.282	156.3134	171.6611	232.0442	88.5529	229.1392	274.3751	60.8907	234.6939	108.3521
DPY19L4|286148	810.461	989.6306	1160.8793	884.5112	1544.4563	673.9748	856.8257	1227.7471	1080.6146	946.1624	1448.8541	1127.1255	1030.2831	613.9955
DPY30|84661	784.5886	515.2301	1905.0653	1035.6409	504.8388	657.6654	1509.7262	1014.3483	1110.8709	777.2199	555.2631	988.7158	578.2225	944.9549
DPYD|1806	127.8563	77.7706	175.8522	600.4886	1488.3457	652.8624	459.4895	684.2644	691.3416	837.4734	1234.2091	26.5587	121.1323	188.4876
DPYSL2|1808	2016.1141	1294.232	1222.0452	2746.8798	3210.2019	2527.4056	1154.643	3914.0577	874.7404	4156.5447	2719.1568	1278.7045	4623.7656	1707.1106
DPYSL3|1809	103.0247	285.1588	1264.0968	702.9417	1195.3241	2386.1145	806.8812	2537.344	214.4148	5704.9579	2153.797	77.085	395.3259	398.4199
DPYSL4|10570	71.8531	587.1679	89.2004	548.1238	1.4169	12.5863	623.7514	776.7547	31.4655	29.6056	7.3465	8.4211	3.95	9.5937
DPYSL5|56896	0	1.9443	70.086	9.6761	123.2731	4.4661	0	0	0	4.0556	2.5553	0.6478	78.341	14.6727
DPYS|1807	6.8683	1383.0201	350.4301	227.6734	411.4772	264.3118	1.4798	31.1029	2.697	524.7896	2.5553	1854.5749	1265.3061	2111.1738
DQX1|165545	1.585	0	0	0.5692	0.2834	0	0.7399	0.8185	0	0.8111	0.3194	0.6478	0	3.386
DR1|1810	530.4451	587.1679	1065.3074	556.6615	1275.5225	817.702	1133.5553	761.6124	932.2773	630.6398	1216.322	185.2632	561.5537	696.3883
DRAM1|55332	1463.4791	2408.2955	3239.2482	2178.8346	2366.277	1827.8522	1661.8572	2647.0227	3379.3928	1515.9688	1230.3761	6704.4534	4493.0876	3164.2212
DRAM2|128338	803.5927	967.5956	1211.8509	1357.5028	1333.3333	763.2968	1227.155	587.2724	1294.5798	1214.6406	1124.3312	742.996	700.1317	1317.1558
DRAP1|10589	1690.6617	1360.9851	522.4594	2630.1972	876.5143	2605.7653	1837.5879	2211.5817	1329.1919	1289.6685	1472.4906	3198.7045	1003.6208	1241.535
DRD1|1812	0	0	12.7429	0.5692	1.7003	4.0601	0	2.4555	0	0	1.9165	0.6478	0	0
DRD2|1813	1.0567	0	0	0.5692	0.2834	3.6541	3.6996	7.3665	2.697	1.2167	1.5971	0	0	0.5643
DRD3|1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRD4|1815	15.3216	5.8328	15.2915	20.4906	3.684	20.7065	10.7288	21.2809	10.3387	9.7333	2.8747	72.5506	6.9124	23.702
DRD5|1816	0	0	1.2743	0	0.8502	2.03	0	0.8185	0	0	0	0	1.975	3.386
DRG1|4733	878.0874	1538.5612	660.0828	1355.7952	583.2094	863.175	852.3862	798.0356	458.497	586.8397	426.096	1259.919	788.3476	647.2912
DRG2|1819	1216.7481	631.8859	374.6416	1010.3008	668.2253	902.5579	916.3892	769.3882	923.7367	929.1291	340.1741	1440.6478	949.3088	842.5508
DRGX|644168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRP2|1821	0	1.9443	2.5486	2.8459	4.2508	7.3082	10.3589	6.548	0.4495	70.9723	1.9165	0	1.6458	3.386
DSC1|1823	0	0	2.5486	0.5692	0	0.406	0	1.2277	0	2.8389	0	1.2955	0.3292	0.5643
DSC2|1824	506.1419	276.0855	806.6263	293.6987	704.4988	440.1137	25.1572	72.8463	8.5406	877.6234	50.4671	599.1903	817.314	400.6772
DSC3|1825	0.5283	0.6481	0	21.0598	283.9532	1.218	1.4798	4.911	0.4495	78.6779	7.0271	0	2.3041	1.1287
DSCAML1|57453	387.2672	424.4977	147.8178	330.1265	287.9207	84.4499	517.943	93.718	1143.995	317.5504	77.6172	273.3603	186.9651	352.7088
DSCAM|1826	3.17	0	3.8229	0	3.1173	0	0	0.4092	0	0	4.1524	0	0	7.9007
DSCC1|79075	30.6432	96.5651	81.5546	36.9969	29.4722	36.5408	67.3326	178.8418	33.713	13.7889	43.4401	41.4575	33.9039	47.4041
DSCR10|259234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCR3|10311	924.5806	896.954	830.8378	529.3407	1261.6366	576.1267	795.7825	547.5752	1638.9021	598.1953	1193.3243	667.2065	1226.1356	1101.0158
DSCR4|10281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCR6|53820	0	1.9443	45.8745	1.7076	2.5505	12.1803	1.1099	1.637	4.0456	0.4056	0	3.2389	3.95	1.1287
DSCR8|84677	0	0	5.0972	0	0.5668	0	0	0	0	0	0	0	0	0
DSCR9|257203	3.6983	0	0	1.1384	0.5668	1.624	0	0.4092	0.899	0.4056	0.6388	1.2955	0.3292	0.5643
DSEL|92126	54.4182	1154.245	768.3976	145.711	295.0053	153.0654	413.9845	259.0546	943.9645	175.2002	292.9011	101.7004	136.2739	410.2709
DSE|29940	467.0929	354.1478	732.7811	486.7316	1467.3496	1023.6663	671.3245	2065.7131	518.5871	813.3915	1239.3676	419.8413	754.0421	1100.4176
DSG1|1828	0.5283	0	0	0.5692	2.5505	2.03	5.9193	0	0	2.8389	0	0	0.3292	0
DSG2|1829	3605.2516	1593.6487	4876.4447	2005.2336	4596.5087	1445.7937	41.8054	5777.7082	4.9446	8076.6258	9664.4414	2032.7126	5769.2199	1821.5971
DSG3|1830	0	1.2962	40.7773	1.1384	0	0.812	4.0696	0.4092	0	0	0	0	0.3292	0.5643
DSG4|147409	0	0	0	0	0	0.406	0	0	0	0	0	0	0	0
DSN1|79980	265.2226	531.4323	581.0768	200.9218	230.6766	208.6886	199.0381	438.715	186.5454	156.9502	191.328	676.9231	251.8104	186.2302
DSPP|1834	0	0	0	0	0	0.406	0	0	0	0	0	0	0.3292	0
DSP|1832	2438.7796	34.3487	513.5393	1385.9619	258.7318	2022.3305	3160.1924	5248.6188	2030.8721	1468.5187	1778.1682	1294.251	4850.8887	1829.5711
DSTN|11034	5964.3376	3917.6928	5283.2112	5017.353	4782.1467	5403.1669	5658.5276	7755.2691	6624.3831	5963.7027	6907.61	2176.5182	2858.1303	5072.2348
DSTYK|25778	437.9871	316.9151	1369.863	730.8317	1272.6886	682.501	942.6563	518.9278	627.0621	938.8624	782.2407	318.7045	763.3311	551.3544
DST|667	1344.0761	2203.4997	3608.7926	2292.6713	5105.774	2436.0536	2013.6885	2393.6976	1510.3432	3564.8383	2123.4528	2863.1579	3588.8743	2558.6907
DTD1|92675	1518.4256	902.1387	717.4259	1855.5384	716.401	796.1835	1247.8727	2279.1078	1696.439	893.8457	1426.4952	1018.2996	617.5115	1277.6524
DTHD1|401124	0	0	12.7429	2.8459	1.9837	8.1202	2.5897	7.7757	0	0.4056	0	0	0	1.1287
DTL|51514	25.3599	409.5917	818.0949	88.7926	126.107	105.9683	356.2708	508.2873	43.1527	79.489	322.6064	43.4008	139.5655	47.4041
DTNA|1837	409.4571	230.7194	461.2934	265.8087	258.1651	208.6886	195.3385	135.8707	5.3941	112.7446	132.2367	577.8138	536.5372	154.6275
DTNBP1|84062	371.4173	544.394	165.6579	348.9095	278.8523	420.2192	375.1387	331.0825	324.544	253.4726	159.0673	141.2146	267.6103	545.1467
DTNB|1838	364.0206	128.3215	369.5444	520.8029	313.9922	361.3479	493.1558	303.6628	332.1856	167.4947	208.8956	674.9798	538.5122	199.7743
DTWD1|56986	292.1675	359.6889	302.007	334.6799	254.7644	213.5607	258.2316	187.0268	295.326	174.7947	165.775	290.8502	109.6116	231.9413
