TCGA-KL-8327-01A-11R-2315-07	TCGA-KL-8329-01A-11R-2315-07	TCGA-KL-8332-01A-11R-2315-07	TCGA-KM-8439-01A-11R-2315-07	TCGA-KM-8441-01A-11R-2315-07	TCGA-KM-8476-01A-11R-2315-07	TCGA-KM-8477-01A-11R-2315-07	TCGA-KM-8639-01A-11R-2403-07	TCGA-KN-8422-01A-11R-2315-07	TCGA-KN-8423-01A-11R-2315-07	TCGA-KN-8424-01A-11R-2315-07	TCGA-KN-8425-01A-11R-2315-07	TCGA-KN-8430-01A-11R-2315-07	TCGA-KN-8437-01A-11R-2315-07	TCGA-KO-8403-01A-11R-2315-07	TCGA-KO-8406-01A-11R-2315-07	TCGA-KO-8410-01A-11R-2315-07	TCGA-KO-8411-01A-11R-2315-07	TCGA-KO-8413-01A-11R-2315-07	TCGA-KO-8415-01A-11R-2315-07	TCGA-KO-8417-01A-11R-2315-07
ABHD8|79575	540.566	473.3924	658.7864	686.9879	502.8636	972.4866	193.0042	545.7479	411.6584	355.4373	384.0586	428.5963	371.3701	565.6357	588.9384	407.2141	264.0216	586.4151	287.5934	644.2773	415.7224
ABI1|10006	458.6509	807.9351	686.6299	1041.4684	1031.52	424.8001	1309.5265	1481.1124	989.2047	884.5686	726.7526	1004.6835	844.0409	1107.244	765.5634	732.9232	909.5834	708.2151	805.7162	662.1171	726.3385
ABI2|10152	554.717	727.9649	848.9624	1262.0999	1409.8207	519.121	907.4345	1097.9488	1152.7338	1267.0954	717.8634	700.6103	889.1616	1587.9725	673.2587	689.188	1798.7376	767.1698	748.6345	484.1483	695.8215
ABI3BP|25890	213.2075	51.3118	85.6317	7.8663	21.782	247.1016	6.7484	16.901	21.69	6.8012	339.4625	58.9364	606.135	25.0859	110.8334	82.0287	32.8224	410.9434	24.0776	24.7179	95.9632
ABI3|51225	197.1698	235.041	342.5269	152.0813	172.0026	159.8893	139.017	109.7027	126.5251	139.277	243.2815	251.0898	202.454	138.488	487.2324	114.2543	146.7989	96.6038	333.0732	308.9737	92.068
ABL1|25	1621.6981	2537.4493	2411.8729	4756.4733	2385.5037	1753.9367	1366.7754	4728.2784	1806.1455	1366.4523	2451.1191	2195.2921	1452.7607	3082.8179	1410.4096	1634.3495	1247.2498	1012.4528	1553.45	1622.2461	2065.864
ABL2|27	392.4528	309.8568	436.0389	437.8892	572.7162	229.7975	398.1554	296.8426	138.2738	578.3988	480.9052	331.6478	611.0429	419.244	542.4318	403.9183	518.6655	224.5283	422.2495	245.0296	313.3853
ABLIM1|3983	1361.3208	3489.8618	2041.5025	4646.7825	6844.4278	317.702	4527.7247	7353.1536	4741.0755	2631.7735	3295.7817	582.3888	2720.2454	6890.0344	1551.6679	473.4963	6442.9216	212.0755	980.4927	709.8334	1135.2691
ABLIM2|84448	33.9623	31.4491	27.8434	42.3905	90.5079	31.1473	25.194	73.1351	36.6019	17.7423	29.287	83.3479	19.2229	67.6976	16.5164	10.6198	22.7232	10.566	28.0905	32.2407	21.6006
ABLIM3|22885	82.0755	153.2732	247.4389	96.5804	306.4501	54.6807	38.6908	60.5362	109.3538	84.5716	229.6364	61.7262	148.8753	670.7904	158.2093	80.5639	80.7935	76.9811	116.375	250.9404	42.4929
ABO|28	5.6604	1.6552	14.7097	657.2708	703.0326	7.6138	40.4904	705.2316	24.8531	633.9913	8.3202	86.4865	4.908	696.9072	13.9085	2.5634	211.7223	1.8868	95.4186	3.2241	1.4164
ABP1|26	118.8679	13.5728	9.9816	321.2062	547.5542	8.3059	154.7632	5591.4573	3.1631	40.5116	40.9352	4.8823	1.227	359.7938	13.0392	8.4226	19.477	3.3962	38.3458	99.9463	4.9575
ABRA|137735	0	0.9931	0	0.874	0	1.3843	0.4499	2.4583	0.4519	0.8871	1.3312	0.6975	1.636	0	1.7386	0	0.3607	0	1.3376	1.0747	0.3541
ABR|29	1258.4906	1982.2892	1625.4268	2651.3711	1821.0497	963.4885	9682.6004	3584.236	2416.1771	1674.2811	2585.9056	5235.5711	1648.6708	2213.7457	1567.7496	1338.0939	1763.7511	3972.8302	2475.0864	4077.9151	910.7649
ABT1|29777	405.6604	393.6109	319.937	669.0703	509.248	568.2644	369.3623	629.6382	368.7302	272.0485	336.1345	337.2276	355.8282	445.0172	388.1343	277.2132	336.1587	329.434	358.4885	514.2397	363.6686
ABTB1|80325	875.4717	408.1768	644.0767	441.8224	245.9863	1162.8309	526.8249	521.4719	541.3466	210.5419	322.8222	366.1726	559.5092	285.567	419.8631	440.1721	286.7448	292.8302	424.9248	308.9737	595.255
ABTB2|25841	762.2642	2902.9215	2578.9335	1313.6676	1103.7461	1758.7818	480.9358	964.8921	2206.507	2301.1754	2684.0835	3574.1935	1836.4008	1901.7182	1816.3642	2976.8379	1582.3264	1470.566	1833.9093	2895.755	1905.0992
ACAA1|30	2389.6226	1617.1481	1991.0691	2524.1997	2432.0721	2700.8133	2798.7853	3459.4761	1976.9544	726.5469	1482.9853	1193.7228	1447.4438	1914.7766	2169.7273	1476.5174	610.6402	2277.7358	1183.3686	1685.1155	1250.7082
ACAA2|10449	1998.1132	2161.0527	4817.4416	4106.6317	5858.6048	3307.8387	3564.5034	6419.9124	3624.9435	4907.5183	2299.0265	3189.1892	2548.0573	3795.8763	3434.5322	3965.211	5766.6366	4947.9245	3007.4685	3898.4417	3040.7224
ACACA|31	1173.5849	1266.2418	878.3819	452.3107	595.2493	514.968	1237.6561	804.7937	595.5716	1727.2122	1357.1845	1668.0035	729.6524	787.2852	1264.805	1770.5758	842.9216	1155.8491	970.2374	1387.9635	945.1133
ACACB|32	6127.3585	4123.8103	3201.9963	1839.3969	2142.8974	6915.3833	4664.4922	2960.7436	2551.2878	2883.4183	5220.401	2643.4176	4063.8037	2496.9072	2131.4789	3256.6145	4450.4959	2198.1132	2302.9763	2730.2526	4394.4759
ACAD10|80724	2277.3585	1629.3967	1764.6441	2210.8598	2371.9839	2304.897	2305.2525	1826.5345	988.7031	2543.3577	2066.7277	1472.3627	1643.7628	2534.0206	1992.3938	2095.7612	1107.6646	2657.3585	2628.4695	2882.8587	1452.5496
ACAD11|84129	503.7736	299.8891	639.3065	4416.4536	3172.2054	409.7595	323.0233	3323.623	192.047	341.5776	708.4283	278.2912	425.7669	3997.1237	628.9254	589.0177	432.7719	464.8528	238.9299	253.6271	178.8244
ACAD8|27034	567.9245	1493.3377	1176.2543	1165.5195	1141.3013	880.4291	924.9803	1689.483	910.0768	1589.7095	1206.756	1488.4045	1300.2045	1191.0653	1071.8244	1206.6282	1099.0081	1280.7547	1169.9922	1222.9984	1183.0737
ACAD9|28976	1107.5472	1490.355	1173.6275	1051.8868	1255.0258	1483.5093	937.1274	1084.8091	1037.5056	675.0943	954.1459	861.7228	1267.0757	1088.9416	1391.7157	1380.5621	569.5221	1678.4906	834.2348	903.8152	1314.0864
ACADL|33	773.5849	1021.2696	2551.0901	309.8438	597.5026	1450.0779	732.8759	119.8433	689.5617	4041.9901	921.2081	1144.8997	1867.8937	492.4399	1047.4845	1913.0276	2884.4004	1341.5094	1005.9079	451.3702	732.6487
ACADM|34	270.7547	1466.8543	1843.4463	1594.2314	3238.3814	620.1765	7024.1818	1978.336	1746.9498	1032.8972	1651.7181	892.415	1148.8753	3663.2302	1578.6157	755.4701	3189.1794	1245.283	694.237	686.7276	1338.1728
ACADSB|36	700	1067.6157	654.0583	5022.1785	7754.3893	867.9702	6564.391	6135.3615	1107.0944	2456.4205	1601.7972	1161.9878	1305.5215	9660.1375	1072.259	1373.9815	2119.0261	1973.5849	956.4151	835.0349	1328.2578
ACADS|35	4168.8679	5205.6608	7435.2509	2578.8266	2026.8519	5921.4397	6926.1051	2212.4914	3465.4315	2595.6975	3066.4781	4115.0828	3637.6278	1842.6117	2174.943	2765.9068	2741.2083	2338.8679	4349.5708	4216.0129	3440.864
ACADVL|37	10261.2925	2480.5065	8557.8723	10108.9828	18515.9741	7047.5792	15226.1748	9260.4655	6989.5933	8251.9021	3068.7811	5047.5885	6104.6912	8115.732	3864.379	3904.0264	11495.3327	3529.0528	9178.8563	7323.4713	3617.5283
ACAN|176	22.6415	48.0013	2777.5151	0.437	9.3888	88.5966	260.0382	0.9219	904.2024	165.0033	269.906	282.8248	1015.9509	10.9966	112.1373	17.9438	2105.6808	3.3962	353.5838	45.6744	18.7677
ACAP1|9744	45.283	61.5741	19.9632	28.843	42.8129	17.9962	14.8465	39.9478	25.305	46.4257	44.2632	70.4446	94.4785	11.6838	40.8562	8.4226	64.202	3.3962	57.5187	30.0913	7.0822
ACAP2|23527	490.566	954.7298	983.9769	687.4249	1296.4041	788.3717	2179.2824	883.4601	976.0506	783.6179	1281.6374	811.857	1334.1513	1397.5945	1004.0204	1364.0941	988.2777	1173.9623	703.1546	548.0924	1103.3994
ACAP3|116983	699.0566	248.3158	409.8135	574.6925	598.6443	672.0886	677.1792	1248.091	646.2585	374.0903	203.7075	547.5711	347.6687	572.5739	291.6962	307.7323	284.5807	270.2075	565.0295	710.935	296.0588
ACAT1|38	9049.0566	39936.4396	7256.6325	4965.3665	5282.8842	25234.8157	15677.4266	5870.7844	6192.9507	18049.2349	12670.2721	24989.3636	23334.9693	4792.4399	17140.4977	91115.9938	10261.8575	47034.3396	8332.1815	7666.8458	13746.1048
ACAT2|39	54.9906	173.7449	331.2845	336.222	249.1484	205.8972	245.0748	447.5809	178.9245	92.8572	201.9369	130.1726	113.4683	237.4983	273.3674	219.7418	91.8918	263.2792	97.862	155.9377	210.3187
ACBD3|64746	264.1509	921.6254	607.8277	633.672	1123.6504	293.4764	1327.1848	770.0699	713.5111	1091.151	933.5219	937.0532	997.546	1097.5945	631.5332	738.9911	1030.1172	623.3962	1099.0971	480.3869	567.6346
ACBD4|79777	677.3585	179.7567	121.8807	460.614	276.406	449.9048	198.8528	167.166	181.6539	104.6795	149.4301	177.1578	150.5112	271.4777	208.6276	219.3537	129.8467	241.5094	222.4947	249.8657	236.1898
ACBD5|91452	426.4151	784.9044	1303.3885	1174.2598	1600.2253	528.8112	3317.962	1846.2011	1591.9566	4109.4108	793.4104	1617.4368	1552.1472	2056.3574	805.3895	1224.572	4082.9576	606.7925	1870.0256	1113.3799	763.8102
ACBD6|84320	357.5472	276.7525	218.0194	648.5305	526.8989	332.2374	321.6736	413.9203	326.254	222.6658	268.5748	292.5894	275.2556	476.9759	279.4741	183.0999	299.3688	278.4906	201.5383	296.6147	268.7677
ACBD7|414149	10.3774	10.2624	6.8295	120.1792	30.4197	15.9197	7.6482	67.6039	8.1338	5.3227	12.6466	15.3444	11.4519	88.6598	12.6046	20.5072	7.9351	10.566	5.7965	18.8071	12.3938
ACCN1|40	36.7925	66.8708	109.7977	315.0879	72.857	65.7553	1.3497	11.677	163.5789	32.8232	18.6372	132.5196	16.3599	18.9003	15.2124	6.2254	150.0451	5.283	183.2572	76.8404	29.3909
ACCN2|41	41.5094	133.4106	271.6049	12.6734	6.7599	188.96	10.3475	3.0729	2.7113	249.8706	253.5985	2.0924	5.726	14.0893	158.6439	472.0315	37.872	217.7358	37.8999	12.3589	69.4051
ACCN3|9311	29.2453	2.3173	5.7788	4.8072	1.5022	20.7648	8.9979	18.1301	2.2594	1.1828	3.3281	2.0924	1.636	1.3746	8.6928	3.2958	1.8034	2.2642	1.7835	1.612	8.1445
ACCN4|55515	0	0.331	0	0	0	0	0.8998	0.9219	0	0	1.3312	0	0	0.3436	0.4346	0	0	0	0.8918	0	0.7082
ACCN5|51802	0.9434	0.331	0	0	0	0	0	0	0	0	0	0	1.227	0	0	0	0	0	0.4459	0.5373	0
ACCSL|390110	0	0	0	0	0	0	0	0	0	0.2957	0	0	0	0	0.4346	0	0.3607	0	0	0	0
ACCS|84680	795.283	86.0713	157.0791	431.771	125.8098	519.121	178.1577	204.6555	199.7289	215.8646	213.3289	379.0759	276.8916	182.1306	301.6408	292.2274	236.2489	226.0377	325.4933	503.4927	180.949
ACD|65057	687.7358	298.2703	369.845	343.0569	223.8287	535.0407	190.3048	228.9314	429.2815	269.6829	236.2925	293.2868	384.4581	215.8076	282.0819	274.2836	247.7908	312.8302	371.8649	534.1214	375.7082
ACE2|59272	9.434	4.9657	2.1014	3.4961	4.1311	3.4608	10.7974	6.1458	0	4.7313	7.6545	4.8823	2.045	3.7801	3.4771	5.8592	4.6889	9.0566	18.2811	6.4481	2.4788
ACER1|125981	0	0.6621	0	0	0	0	0	0.3073	0	0	0.3328	0.6975	0	0	0	0	102.0739	0	0	0	0
ACER2|340485	2.8302	37.4079	303.1258	6.5552	28.1664	11.7667	54.887	22.1249	12.6525	108.228	64.2316	44.6382	80.9816	34.0206	43.4641	80.1977	18.7556	37.7358	130.1973	10.2096	19.4759
ACER3|55331	164.1509	365.4722	233.2545	225.4998	444.6531	185.4992	164.211	355.5351	249.887	399.793	334.4704	570.8806	383.6401	543.9863	281.2126	300.65	547.881	247.1698	285.8098	223.5357	236.5439
ACE|1636	252.8302	222.4613	1258.2086	14.4215	24.0353	406.9908	152.9637	17.5156	185.7207	266.1344	763.4579	139.1456	487.9346	43.9863	460.2847	223.3819	175.2931	159.2453	329.9521	316.4965	295.3258
ACHE|43	21.6981	30.7871	13.1337	6.1182	31.1708	13.1511	14.3966	5.2239	198.8251	36.3717	11.3154	14.9956	38.8548	6.1856	15.6471	12.0846	45.4463	4.9057	236.7629	69.3176	6.728
ACIN1|22985	5386.7925	2262.6831	1957.9722	2938.9271	1705.3798	2491.0884	1377.5728	1945.4559	1978.7619	2816.8847	1836.4257	2496.2511	2231.9018	1743.9863	2499.6197	2460.8624	2299.3688	1862.2642	2792.5538	2364.8576	2635.2691
ACLY|47	495.283	1440.0397	1643.814	945.2638	1393.2964	567.5722	2239.1182	1533.994	724.808	2111.0372	1507.2801	1527.1142	1589.7751	1606.1856	1111.8114	1287.5584	1581.9657	1017.7358	1439.7503	1302.5255	156.5156
ACMSD|130013	3.7736	2.9794	2.6267	0.437	40.9351	0.6922	0.8998	229.8533	3.615	0	0	0	0	0	0.8693	0.7324	2.5248	0	0.4459	0.5373	0
ACN9|57001	44.3396	104.9408	102.9682	274.0085	105.9055	117.6674	158.3624	225.2439	58.2919	182.1542	99.5091	213.4263	101.0225	336.4261	49.9837	115.7191	151.1271	151.3208	284.9181	203.1166	218.1303
ACO1|48	881.1321	2371.9275	1321.7757	2640.4458	2846.6811	1551.8256	1752.7837	1436.5829	1743.3348	1685.8136	3435.2276	1534.0889	1531.2883	2573.1959	2035.8579	2109.6768	1740.3066	2229.8113	794.1144	989.2531	2212.8187
ACO2|50	12438.8019	14459.5779	12380.2574	13368.2552	19983.9639	15044.0976	18436.2029	13809.947	15337.7858	15131.0919	13352.0359	15316.4987	10385.7178	16339.9003	13302.3318	14554.5876	17656.3535	17820.083	15830.3333	18485.9538	15234.6105
ACOT11|26027	833.0189	423.13	985.0223	4688.5305	3438.648	1868.6139	2558.7133	4978.376	1884.3064	774.596	678.7753	793.5658	519.7505	4062.0412	1887.3541	1575.0911	363.037	2064.0151	280.5663	1403.928	659.7627
ACOT12|134526	0	0	0	24.0358	18.402	0	17.9957	0	0	18.9251	0	0	0	5.8419	0	2.5634	3.6069	0.3774	1.7835	0.5373	0
ACOT13|55856	791.2736	461.6006	463.0575	818.4158	589.3907	943.7827	764.229	812.6481	381.3647	437.3032	403.6975	411.5257	404.7894	523.4124	542.6622	391.7019	477.9946	512.7623	536.89	648.1354	459.1112
ACOT1|641371	2197.1698	713.0679	2638.2979	6620.7801	2875.223	1298.4945	4104.3752	5487.378	1400.8134	1878.6131	964.8057	1835.048	1787.7301	3594.5017	6879.0612	2734.8274	2444.725	744.5283	2847.3972	1178.9361	1469.1926
ACOT2|10965	768.8679	598.5269	1353.2966	4171.31	2174.8193	505.2777	2179.2824	4553.3379	599.1866	1442.4484	649.6381	837.6635	1092.4335	2178.0069	1609.0405	1179.4818	1758.3408	590.566	1185.1522	788.8232	644.4759
ACOT4|122970	458.4906	259.2072	412.9236	298.4814	282.0392	565.4958	648.296	296.5353	428.3778	188.6597	227.6396	323.6269	328.0164	260.1375	428.1213	515.2431	162.3084	255.8491	362.9473	278.8823	313.3853
ACOT6|641372	34.9057	17.2143	11.5577	46.7606	34.5507	61.6024	10.7974	18.1301	8.5856	18.6294	14.3107	24.7602	42.9448	32.9897	77.3661	19.4086	21.2804	25.283	18.727	31.7034	15.9348
ACOT7|11332	219.8113	280.0629	668.2427	886.2668	818.7025	367.5376	377.4604	678.4973	1075.0113	321.7269	218.321	573.3217	218.8139	867.354	254.2649	203.9733	285.6628	186.7925	333.965	355.1854	168.5552
ACOT8|10005	1374.0094	753.8658	962.4429	561.0314	329.1297	1560.1661	766.7484	510.6492	622.1419	1154.494	721.5742	883.8675	889.0266	344.8213	876.7967	850.5502	562.7124	732.5925	856.3148	1222.3482	858.0737
ACOT9|23597	397.1698	374.4103	506.4355	201.027	312.4589	445.0597	391.407	481.5242	471.7578	422.2666	414.6768	492.415	566.8712	214.0893	445.0723	357.411	461.6772	326.0377	654.5536	563.1381	333.2153
ACOX1|51	1037.7358	1144.9474	1179.9317	1378.3459	1584.009	816.7503	1982.3597	2307.0231	759.6023	1022.3553	892.0775	1268.1116	950.9202	1639.6357	1011.4093	1143.7664	1253.9838	1141.8264	1199.572	1254.2558	887.5
ACOX2|8309	27.3585	356.865	322.0384	934.3385	716.5524	11.0746	4.9488	691.7108	3.1631	150.5138	177.053	145.7716	357.0552	669.0722	57.8072	7.324	31.7403	4.9057	199.7548	3.7614	229.8159
ACOX3|8310	292.4528	375.4035	548.9887	298.0444	296.6858	303.8588	596.1084	302.6811	634.8848	700.2292	376.0712	632.2581	553.7832	372.8522	414.2128	455.1863	508.927	294.717	633.1513	673.8313	354.8159
ACOXL|55289	20.7547	5.6277	13.1337	19.2287	9.7643	1.3843	34.1919	142.5828	7.6819	1.1828	6.6561	2.0924	2.045	7.5601	7.8235	4.3944	1.0821	2.2642	23.6317	5.9108	4.6034
ACP1|52	626.4151	1413.8873	1068.0326	1553.152	1712.1397	1380.8617	1680.3509	1447.3381	1987.7994	1169.2171	1437.7236	1255.7977	1795.501	1595.5326	1613.8216	1312.0937	2304.0577	1643.7736	1389.8116	1029.0167	1318.6969
ACP2|53	759.434	951.0883	768.5842	1592.9204	1193.503	926.1049	660.4431	1250.0576	1215.9964	1013.9721	774.7733	936.3557	726.7894	1405.4983	859.7197	756.9349	661.1362	791.6981	862.3342	1092.4234	738.3144
ACP5|54	1950	1220.5578	483.3202	33.2132	84.4991	666.5513	498.0317	16.901	175.3276	154.6537	615.0262	1112.816	236.8098	39.5189	683.6901	737.8925	303.697	204.5283	669.7135	236.9694	49.9292
ACP6|51205	402.8302	251.9242	198.5816	211.9524	160.7361	445.0597	377.4604	398.863	196.5657	466.918	231.3004	138.0994	150.5112	379.0378	265.5656	282.7062	255.0045	133.9623	407.0895	322.4073	302.762
ACPL2|92370	149.0566	198.9572	158.6551	131.9786	100.2723	131.5106	160.6119	56.8487	126.0732	203.7407	185.706	143.3304	197.137	153.2646	232.9675	227.7763	154.0126	170.1887	117.7126	116.0666	197.5921
ACPP|55	29.2453	150.9559	101.3922	20.9767	12.0177	10.3824	597.0082	4509.4876	2.2594	127.4488	233.2973	166.6957	32.7198	128.1787	114.7452	106.1979	14.0667	215.8491	181.9195	160.6663	15.5807
ACPT|93650	0	0	0	0	0	0.6922	0	0.3073	0	0.2957	0	0.3487	0.409	0.3436	1.3039	0.7324	0	0	0	1.612	0.3541
ACRBP|84519	2.8302	17.8764	11.0323	10.4884	12.7688	8.3059	2.6994	9.8333	6.7781	14.7852	11.981	27.5501	24.5399	12.0275	8.2582	2.1972	10.0992	3.7736	13.3764	3.2241	10.9773
ACRC|93953	14.1509	4.9657	8.4056	42.8275	18.0265	12.4589	2.2495	19.3593	6.3263	7.0969	2.9953	11.5083	3.272	12.0275	8.2582	5.1268	7.9351	4.5283	5.7965	6.9855	6.3739
ACRV1|56	3.7736	0	0.5253	1.311	0.7511	1.3843	0.4499	0	0.4519	0	0	0	0	0	1.7386	0.3662	0	0.7547	0.8918	1.0747	0
ACR|49	5.6604	0.6621	6.3042	0.437	0.7511	6.2295	0.8998	2.4583	45.1875	2.957	0.6656	1.3949	3.272	1.0309	3.4771	0.3662	7.2137	0.7547	2.6753	2.6867	1.0623
ACSBG1|23205	1.8868	143.6729	9.9816	3.0591	1.8778	10.3824	5.3987	3.6875	8.1338	61.8023	16.9731	11.857	204.908	1.7182	4.3464	1.831	83.679	9.8113	34.7787	10.7469	3.187
ACSBG2|81616	0.9434	3.3104	1.0507	0.437	0	2.0765	0	0.3073	0.4519	0.8871	0.6656	0.3487	20.4499	1.3746	0	1.0986	0.3607	0	8.4717	0.5373	7.4363
ACSF2|80221	187.7358	311.512	278.9598	483.7758	423.6222	128.742	450.7929	232.9262	423.4071	378.2065	113.1542	292.2406	408.998	305.8419	335.9774	187.4943	407.2137	268.3019	241.6676	283.7184	122.8754
ACSF3|197322	657.5472	432.0119	452.85	807.6041	703.0326	533.6563	691.9357	816.4708	568.911	487.3217	477.91	542.9817	597.955	923.0241	508.0952	406.8479	384.1298	402.2642	679.9688	708.7587	366.1473
ACSL1|2180	5505.6604	13576.0987	12727.0817	9947.3397	12815.3225	11795.1203	35905.9723	11300.2996	21880.2531	7721.7417	26764.2899	13005.0567	20642.5358	8394.8454	18445.7242	24133.6629	8838.2326	11961.5094	10342.2138	14340.6771	13206.0907
ACSL3|2181	976.4151	3687.1638	1962.7003	1815.7981	2167.3082	1335.8713	4164.211	2634.0939	3005.8744	3419.2356	4084.5328	3381.3426	2972.5971	2221.3058	3046.8326	3262.8399	3445.9874	3132.4528	2079.5898	3004.8361	2662.1813
ACSL4|2182	1068.8679	1684.0189	1641.1873	3695.4004	3228.617	1517.2175	1247.1038	7229.6228	1431.089	1407.5553	1876.3624	582.0401	1459.3047	4041.9244	1560.3608	1375.4463	1865.8251	2332.0755	938.134	897.367	1889.1643
ACSL5|51703	419.8113	214.1852	565.2745	72.5445	163.7405	127.3577	651.8952	108.4735	107.9982	1182.5238	567.7677	654.9259	457.6687	188.3162	409.8663	599.469	715.239	582.2642	1477.2043	399.2477	117.2096
ACSL6|23305	3.7736	20.8557	1.576	2.6221	62.7171	26.9943	6.2985	106.6298	23.4975	10.054	48.9225	17.7855	80.1636	12.3711	24.3399	11.7184	6.4923	58.1132	3.1212	10.2096	26.9122
ACSM1|116285	6.6038	3.3104	10.507	3.4961	11.6421	4.8451	9.4478	45.1717	0.9038	25.4306	1.664	6.626	7.771	1.3746	1.7386	6.2254	5.4103	4.1509	59.7481	18.2697	10.6232
ACSM2A|123876	20.7547	11.5865	22.0646	0.437	0	0.6922	0.4499	0.6146	1.8075	0	0	0.3487	1.227	1.3746	6.5196	6.2254	1.0821	0.7547	1.7835	0	3.187
ACSM2B|348158	12.2642	5.9588	9.4563	0	0.7511	0	0	0.3073	1.8075	0	0	0	0.409	0	0.8693	0.7324	1.0821	0.7547	0.4459	0	0
ACSM3|6296	568.0472	321.4102	587.2393	2307.0949	2211.0487	226.0668	452.2011	9416.1358	129.5617	998.7521	481.5442	248.2127	148.4417	2273.9794	613.1479	965.8995	1713.6519	1497.4377	1040.8962	146.0236	832.9001
ACSM4|341392	0	0	0	0	0	0.6922	0	0.3073	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5|54988	9.434	16.2211	13.1337	19.6657	24.0353	13.8432	11.2473	185.6034	10.3931	18.3337	19.6356	74.6295	6.953	16.8385	21.732	8.4226	21.2804	4.1509	39.6834	8.0602	2.4788
ACSS1|84532	6857.5472	4981.5443	3301.8125	14917.0764	12383.0626	6268.2125	8558.3174	19872.1672	4532.761	4617.1361	4093.5186	5475.1526	4211.4519	16809.9656	2832.9892	3244.5299	3840.2164	2820.7547	3810.0546	6293.3907	4938.0312
ACSS2|55902	1673.5849	1478.7718	1090.0972	1855.1295	1446.6247	2003.8069	1758.6323	1601.2906	2543.606	1744.6588	1165.488	2027.5501	1664.2127	1258.7629	1118.331	1174.0364	1368.44	1309.8113	1318.9165	2329.3928	1575.4249
ACSS3|79611	980.1887	4364.479	4225.8997	941.7677	1330.2037	1943.5889	1678.5513	1382.1925	18.075	2734.3831	11501.456	3026.6783	2310.0204	2041.2371	5813.3217	3244.1637	1951.3075	9857.7358	645.1901	2177.8614	4553.4703
ACTA1|58	0	1.3242	0.5253	1.311	7.8866	0.6922	0.4499	0	0.4519	0.5914	3.9937	0	0.818	1.7182	0.8693	15.7466	0.7214	1.5094	25.4152	8.5975	0.7082
ACTA2|59	1848.2925	1874.2763	2046.1466	495.2824	2480.7549	3841.7789	1780.2992	670.8827	1319.0691	1106.8914	1665.0071	1252.143	3217.4888	805.3814	2374.9343	958.5938	1799.9928	808.1585	2761.9886	2271.3165	1379.2882
ACTBL2|345651	0	15.228	86.6824	0	0	7.6138	2.2495	0	1.3556	18.9251	48.2569	4.5336	2.045	0	25.2092	13.9156	7.9351	5.6604	25.8611	40.8383	1.4164
ACTB|60	74070.7547	110549.0358	47849.7505	70795.1491	115992.8645	109215.4352	48974.9185	44180.3795	82462.2142	57341.0217	76832.016	88680.0349	153554.1922	60426.4605	93088.7754	81722.6037	73682.5969	47693.5849	108125.7385	123948.4148	68635.2691
ACTC1|70	159.434	306.2153	19.4379	3.0591	24.7864	49.8356	47.2388	0	246.272	2.957	85.5312	63.4699	225.3579	26.8041	229.925	599.8352	81.8756	146.7925	1124.5123	174.6373	177.762
ACTG1|71	18585.8491	41548.622	35145.2587	38485.7424	65686.6022	31495.4144	39688.224	20543.2895	37167.1939	24753.7518	28223.6459	33488.7533	47039.2638	30504.4674	29882.8643	37083.9513	52717.4031	22268.6792	46967.3392	44344.4385	31203.2578
ACTG2|72	77.3585	125.1345	32.0462	18.7917	15.0221	122.5125	215.9487	1.2292	143.6963	81.6145	305.1835	8.0209	438.8548	16.8385	69.9772	10.6198	5.771	0	62.8692	202.0419	58.0737
ACTL6A|86	292.4528	597.8648	411.8729	476.7836	385.6915	415.2968	427.3985	452.6389	372.3452	443.2616	537.1495	298.1691	567.6892	456.3574	605.4547	559.5532	422.7232	593.5849	308.9957	332.6169	765.9348
ACTL6B|51412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5373	0
ACTL7A|10881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4346	0	0	0	0	0	0.3541
ACTL7B|10880	1.8868	0	0	0	0	1.3843	0	0.3073	0	0	0	0.3487	0	0	0	0	0	0	0	0.5373	0
ACTL8|81569	0	0	0	0	0	0	0	0	0	0	0.3328	0	0	0.3436	0	0	0	0	0	0	0
ACTL9|284382	0	0	0	0	0	0.6922	0.4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1|87	423.5849	1969.3785	1105.3323	628.4278	1077.4575	514.968	869.1936	1116.3863	229.5526	482.2947	1358.8485	688.7533	1449.8978	534.7079	1748.1256	1090.9091	661.8575	377.3585	981.3845	873.7238	675.6374
ACTN2|88	31.1321	0.9931	37.2997	27.0949	8.2621	35.9924	1.3497	5.2239	3.1631	1.4785	4.9921	1.0462	0.818	14.7766	10.4314	3.662	13.706	9.434	4.9047	3.7614	5.6657
ACTN3|89	0	0.9931	1.576	0	0.7511	0.6922	0.4499	0	0.9038	0.5914	0.9984	0.3487	0.818	0.3436	0.4346	0	0.7214	1.1321	1.3376	0	0.3541
ACTN4|81	10527.0849	16136.6945	19417.9511	10852.3151	10989.7437	12457.0964	12010.8289	10379.2948	12759.3177	14731.636	14026.0987	15433.5623	12988.9039	8453.3402	13071.0247	14126.2181	18399.6213	8743.4642	11458.7359	17412.3697	13471.7953
