TCGA-KL-8324-01A-11R-2315-07	TCGA-KL-8325-01A-11R-2315-07	TCGA-KL-8328-01A-11R-2315-07	TCGA-KL-8330-01A-11R-2315-07	TCGA-KL-8331-01A-11R-2315-07	TCGA-KL-8333-01A-11R-2315-07	TCGA-KL-8337-01A-11R-2315-07	TCGA-KL-8340-01A-11R-2315-07	TCGA-KL-8342-01A-11R-2315-07	TCGA-KL-8346-01A-11R-2315-07	TCGA-KM-8438-01A-11R-2315-07	TCGA-KM-8442-01A-11R-2315-07	TCGA-KM-8443-01A-11R-2315-07	TCGA-KN-8418-01A-11R-2315-07	TCGA-KN-8419-01A-11R-2315-07	TCGA-KN-8421-01A-11R-2315-07	TCGA-KN-8428-01A-11R-2315-07	TCGA-KN-8431-01A-11R-2315-07	TCGA-KN-8432-01A-11R-2315-07	TCGA-KN-8434-01A-11R-2315-07	TCGA-KN-8435-01A-11R-2315-07	TCGA-KN-8436-01A-11R-2315-07	TCGA-KO-8407-01A-11R-2315-07	TCGA-KO-8409-01A-11R-2315-07	TCGA-KO-8414-01A-11R-2315-07
ABCC1|4363	864.6617	683.6306	1304.4857	421.4309	490.6345	1090.6387	1228.1763	522.1044	609.789	868.8923	467.6819	674.646	1847.7178	1022.7504	1428.3721	2095.988	975.8308	399.0909	534.123	909.2698	1318.5288	1903.6047	536.0735	767.313	784.4093
ABCC2|1244	3.2895	4.0056	4.531	2.6135	3.6921	1.983	7.9678	2.5202	1.3471	1.7197	0.4851	2.3601	1.2448	2.7165	0.9302	5.9993	1.2085	3.6364	2.8201	2.4465	5.8987	4.459	3.0608	7.6177	7.3082
ABCC3|8714	14.0977	16.3564	7.2497	8.8206	6.1534	168.5533	63.7422	11.341	51.1899	6.019	20.3762	166.2171	9.5436	22.4109	71.6279	489.3138	56.7976	16.3636	59.2217	41.1822	30.1874	636.1451	31.9195	49.8615	43.0369
ABCC4|10257	674.812	2500.5257	1732.6688	2023.195	666.6229	5527.2247	2206.3162	1778.8512	1765.1549	1189.6214	1192.4919	1266.0148	727.3859	4530.7301	2956.7442	1473.9408	819.3353	1877.2727	2400.4512	1592.6492	1652.6718	993.2335	740.7084	662.0499	991.4738
ABCC5|10057	1720.8647	2638.053	3245.1291	3048.6769	4081.7833	2302.5696	7547.0052	3538.3808	1923.6641	2657.8387	1296.7985	1769.3864	4073.444	3634.2954	2113.4884	1866.1417	1895.4683	2516.3636	2116.1873	2742.4881	4379.2505	2831.0686	3365.1071	2024.2382	2822.9801
ABCC6P1|653190	6.5789	0	0	7.5139	0.8205	0	0	0.42	0	2.5796	4.8515	1.6858	4.1494	0.3396	0.4651	0	1.8127	5.4545	0	0	0	0.7432	0	1.385	0
ABCC6P2|730013	38.5338	5.6747	13.5931	29.7288	6.1534	1.322	0.7588	4.2004	4.4903	23.6463	30.5643	11.4633	15.3527	3.056	3.7209	4.1245	13.5952	24.5455	3.9481	8.1549	2.4289	2.6011	2.6235	42.2438	14.6163
ABCC6|368	260.3383	20.6958	46.6697	123.1624	25.4342	3.966	7.5884	11.761	14.3691	105.3333	79.5641	93.0546	49.7925	11.545	19.5349	31.1211	30.8157	101.8182	8.4602	39.5512	11.7974	27.1253	9.1823	92.1053	36.1348
ABCC8|6833	0.4699	3.6718	5.4372	1.9601	1.6409	2.9745	0.7588	2.1002	0	0.4299	1.4554	1.0115	0.4149	7.4703	0.4651	9.3738	0	2.7273	0	2.8542	1.7349	1.4863	2.6235	5.5402	2.4361
ABCC9|10060	76.5977	60.4185	68.8718	85.2663	29.9468	606.4612	88.4044	75.1864	248.3161	64.9197	489.5135	170.9373	24.4813	36.6723	383.7209	17.2478	122.3565	57.2727	141.568	161.059	151.9778	87.6929	41.5391	62.3269	74.2996
ABCD1|215	940.3195	309.1025	663.797	470.1078	729.388	290.176	782.3601	574.1888	663.2241	1009.9099	432.2662	624.7471	585.4772	543.9728	484.6512	1011.6235	787.3112	490.9091	496.8979	1005.9052	483.3449	587.0965	588.5439	751.385	779.5371
ABCD2|225	1.8797	3.338	17.2179	10.4541	5.7432	38.9986	32.2505	5.4605	11.6749	1.2898	12.1287	12.8119	4.1494	39.7284	8.3721	87.3641	55.5891	11.8182	10.1523	11.8246	11.7974	32.3275	14.4294	4.8476	12.5863
ABCD3|5825	886.7481	1573.552	993.6565	1123.1624	859.841	750.2272	754.2832	975.3229	1064.2119	1113.5235	812.1364	903.2367	943.1535	907.3005	1345.1163	769.4038	1581.8731	797.2727	1381.8387	851.7778	1045.1076	703.4011	931.7884	813.7119	871.2952
ABCD4|5826	1364.1917	619.2064	611.6901	832.081	932.4516	666.9421	681.0555	666.1766	855.4109	678.4325	1017.8389	1019.8921	954.7718	479.4567	740.9302	632.9209	473.716	839.0909	756.3452	653.2063	629.771	986.1735	740.2711	1105.2632	935.4446
ABCE1|6059	580.8271	1069.1742	975.0793	851.0291	918.5038	1470.0487	714.0648	861.4932	897.6201	624.2611	987.2746	1153.4053	783.4025	1193.2088	885.1163	761.1549	1472.2054	813.6364	1014.1004	752.696	1365.3713	1330.2567	840.8395	873.9612	581.4048
ABCF1|23	989.6617	963.3583	782.5102	1006.2071	1041.9829	1297.86	860.5202	891.3158	852.7167	818.1603	766.0475	1313.8908	1080.083	903.9049	1488.3721	936.258	1132.0242	688.1818	991.5398	1062.9894	1123.8723	976.1408	875.8199	788.0886	951.2789
ABCF2|10061	1552.6316	1597.2521	2156.7739	1458.3469	1971.9731	1522.5977	2073.1404	1940.985	1859.9012	1803.1342	1317.6598	1337.1544	2041.9087	1671.3073	1544.186	1758.1552	1490.0302	1118.1818	1809.3627	1819.355	1752.2554	1993.1555	1751.2024	1338.6427	1857.4909
ABCF3|55324	977.9135	1526.8195	2352.0616	1994.1196	2558.6013	1187.4742	1547.267	1680.1428	1547.8222	2204.6906	1604.3818	1453.4727	1835.6846	1629.8812	802.3256	769.0289	861.6314	1710.9091	721.9402	1634.2391	1543.0257	648.7788	1778.3122	1186.9806	1099.0662
ABCG1|9619	1329.4173	2291.5644	3617.1273	2544.2666	3517.7178	1458.1509	3763.448	2862.9634	4348.4508	2047.7654	1579.6393	4417.3972	2695.0207	4584.0407	2592.5581	1461.9423	1319.0332	3560.9091	1561.1957	3752.4707	5411.8668	3065.164	3855.7062	722.2992	2709.2976
ABCG2|9429	281.9549	145.2047	53.4662	69.5851	53.3298	488.8044	189.3296	89.4676	387.9659	47.2925	262.9498	82.94	111.6183	100.5093	106.9767	10.8736	21.4502	380.9091	208.6858	306.216	30.8813	120.0204	193.7035	315.7895	212.7487
ABCG4|64137	7.5188	8.0113	28.9986	27.442	15.5887	5.9489	21.6268	30.6626	9.8788	18.0571	36.386	34.7269	5.8091	18.6757	3.2558	11.2486	26.8882	105.4545	7.8962	22.0182	10.7564	1.8579	10.9314	13.8504	11.3683
ABCG5|64240	13.6278	0	0.4531	3.9203	0	0.9915	1.1383	0.8401	0.449	2.5796	0.9703	3.0344	0.8299	0.6791	0.4651	11.9985	0.9063	0	0	0.4077	0	7.8032	1.749	0.6925	3.6541
ABCG8|64241	100.5639	0	0	18.9481	0	0	0.7588	0	0	4.7293	2.4257	6.4059	0	0	1.8605	16.123	10.2719	0	0	0	0	20.4369	0	2.0776	0
ABHD10|55347	2021.1466	2633.3797	4157.227	2493.6295	2702.5918	2199.7852	3031.9299	1814.5542	3674.4499	2594.6387	2915.7348	1899.1908	2518.6722	2229.202	1724.186	1521.9348	2035.9517	3808.1818	953.7507	1598.7654	1583.2755	2934.7394	1881.5042	2535.3186	1707.6736
ABHD11|83451	2332.7068	1090.2039	3111.9166	1359.6864	2067.9668	1407.9154	2628.9879	1612.9371	1685.2268	2073.5613	1794.5596	1384.6932	1673.8589	1449.236	2713.0233	1171.7285	1299.3958	1487.2727	834.7434	1690.1001	1156.4885	936.7534	2062.0901	3718.144	2413.7231
ABHD12B|145447	0	0	0	0	0	1.322	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0.347	0.3716	0.4373	0	0
ABHD12|26090	4170.5827	2417.0747	3880.3806	2847.4355	3463.5675	2224.5724	2553.4837	3066.2606	5068.7023	4806.6381	4207.1967	2507.0802	2851.4523	3008.8285	2352.5581	4210.3487	3012.3867	3683.6364	3316.9769	3910.2677	3283.1367	1555.8058	4645.387	5548.4765	4381.2424
ABHD13|84945	273.4962	484.0158	245.1291	203.5283	251.0604	838.4698	455.3017	241.1005	575.6623	239.0421	277.5042	290.9643	336.5145	247.1986	389.3023	296.9629	245.6193	257.2727	350.2538	253.2092	284.1777	392.017	268.474	208.4488	340.6415
ABHD14A|25864	364.6617	302.2896	756.2302	424.345	781.0769	131.65	391.3546	400.8191	710.018	726.3355	438.2141	206.9386	614.1411	328.6927	89.7674	340.4574	971.0544	278.1364	132.5437	371.4183	320.7529	301.017	506.8955	336.5651	240.7795
ABHD14B|84836	2361.3722	2051.8932	4457.6348	2292.3881	3406.9559	1216.2274	2781.514	2607.5816	3772.3395	2182.764	3743.8811	1807.4848	3344.3983	3528.6927	2253.4884	1623.5471	2968.2779	5130.9091	1370.5584	2329.8509	1935.1145	2578.7657	2911.2374	2203.6011	2509.9472
ABHD15|116236	304.0414	280.7292	209.3339	253.5119	334.7473	472.9406	163.1498	193.6365	277.9524	280.3156	315.8308	213.7559	364.3154	140.2377	323.2558	119.61	319.3353	310.9091	244.7829	358.815	256.0722	177.2437	233.0564	114.9584	375.9643
ABHD1|84696	8.4586	0.6676	9.0621	12.7409	0.4102	3.6355	7.2089	2.9402	3.1432	0.4299	67.4355	3.3715	0.8299	12.5637	0.4651	22.4972	24.1692	15.4545	0.564	3.262	1.0409	13.3769	4.8098	17.313	7.7142
ABHD2|11057	5944.5489	26776.0876	17485.2741	18039.8563	18142.8091	14201.7682	14474.8	17750.2888	15340.8172	24336.7226	16500.8272	11290.6271	14965.5602	31882.5127	15029.7674	9493.0634	6085.1964	25241.8182	5788.4941	20999.6463	28360.5135	7098.6657	15871.8846	4217.4515	13020.3004
ABHD3|171586	687.0301	3130.0801	872.6778	1612.5449	1715.1695	2778.1542	2142.9534	2340.859	2171.5312	1246.3724	1970.668	2100.472	1003.7344	2560.2716	3062.7907	1617.1729	2190.0302	2951.8182	1887.7609	2238.1084	2054.1291	334.0505	1866.2003	1604.5706	1745.4324
ABHD4|63874	1028.6654	883.5792	1318.0788	1672.9827	1718.0411	726.4315	2062.5167	838.8113	1107.7683	1205.5289	1547.1345	1961.9016	1340.249	726.3158	892.093	2100.1125	807.855	1215.4545	1606.317	1336.9935	927.8279	1343.262	1310.4504	1189.0582	1518.8794
ABHD5|51099	242.9511	506.7145	434.5265	390.722	345.003	379.4101	376.3827	465.8196	478.2218	510.759	329.9001	621.7127	424.4813	504.9236	426.0465	286.8391	1309.0634	468.1818	225.0423	473.3911	515.9611	264.565	409.2698	274.2382	280.9582
ABHD6|57406	707.7068	836.5128	1816.0399	2081.6727	1083.8263	461.0427	1091.2064	1554.1321	1303.0983	500.0107	1657.2629	929.1976	1606.639	2058.0645	373.0233	425.5718	1131.1178	2570	1044.5572	1321.907	867.1062	244.1281	1330.1268	556.0942	491.6768
ABHD8|79575	813.4398	313.7758	865.4282	527.6054	638.7273	239.2795	585.8215	456.5788	542.4338	1066.231	603.5231	466.9589	601.6598	411.545	141.3953	788.1515	621.148	465.4545	367.1743	713.9602	492.7134	687.4231	599.9125	947.3684	749.8985
ABI1|10006	1077.6222	915.2906	396.3525	602.2476	556.0497	960.0231	527.0231	557.3286	556.1428	663.1011	845.3884	896.9858	619.5021	521.3684	978.5721	486.5054	751.0574	787.4909	830.7953	680.301	756.0201	1842.6804	611.5829	530.5609	568.3516
ABI2|10152	485.9023	1015.098	480.29	894.8056	496.7879	1539.7835	556.2269	668.2768	611.5851	618.6719	764.1069	1018.5435	678.8382	948.3871	857.6744	1500.9374	430.2115	748.1818	704.4557	652.3909	849.7571	1715.5852	679.0555	545.0139	460.4141
ABI3BP|25890	37.594	173.5781	114.6353	10.4541	262.9571	473.2711	113.0666	72.2461	216.4347	17.6272	24.2574	19.555	48.1328	127.674	295.3488	13.1234	374.0181	24.5455	19.7406	156.9816	329.9792	26.3822	235.6799	11.0803	126.2688
ABI3|51225	170.1128	60.0847	78.387	53.5773	100.5062	260.1008	121.4138	185.6558	224.5173	77.3877	327.9595	101.1463	68.8797	100.5093	162.3256	46.4942	75.8308	153.6364	152.2843	404.8901	72.8661	100.3266	275.0328	219.5291	181.892
ABL1|25	2140.9774	1172.3196	2475.7589	3459.6537	2910.9884	1677.2701	4540.4962	3330.8831	1611.1361	2340.979	3126.7738	3837.4916	1790.8714	2247.5382	1058.6047	2775.778	1750.4532	3146.3636	1701.0716	2506.4041	1982.9979	1132.2045	2468.2991	2394.0443	3360.9419
ABL2|27	273.0263	343.1505	182.1477	253.8386	258.0343	1636.619	296.7049	372.1516	297.2609	239.472	450.7018	534.7269	318.2573	279.7963	573.0233	199.1001	360.423	282.7273	781.1619	532.1063	399.3754	341.8537	379.5365	227.8393	241.9813
ABLIM1|3983	3829.4173	2026.8579	1716.8101	1297.9418	2700.5407	3148.9713	3083.5308	2707.1301	2006.7355	76.0979	5727.6481	552.2589	277.1784	4458.0645	2126.5116	2035.9955	2773.4139	7222.7273	2075.0141	1657.8883	3923.6641	3731.7786	2215.5662	89.3352	2193.2603
ABLIM2|84448	52.6316	4.6733	52.56	11.7609	58.6628	84.6071	15.5561	33.1828	21.5537	24.5061	13.099	39.4471	13.6929	8.489	7.907	162.3547	94.864	7.2727	23.1246	40.7744	31.5753	126.7088	41.9764	20.7756	36.5408
ABLIM3|22885	84.1165	26.7043	285.9085	35.936	105.8392	244.237	44.3919	59.225	133.8123	16.3374	93.6334	34.0526	46.0581	184.0407	100.4651	20.9974	358.9124	76.3636	59.7857	242.6079	446.5649	621.6535	167.9056	76.8698	73.8936
ABO|28	1.8797	4.3395	13.14	53.2506	21.7422	133.5206	3.7942	7.9807	4.0413	3.4395	16.0099	0.6743	106.639	3.7351	1.8605	13.8733	2.1148	5.4545	272.9836	46.0751	7.9806	5.5737	4.8098	444.5983	9.3382
ABP1|26	3.2895	10.3479	0	0.3267	1.2307	95.5135	4.553	4.6204	9.4297	2.5796	1.4554	9.4403	1.6598	3.3956	40	10.8736	13.2931	0	2.2561	13.0478	6.2457	0.3716	1.749	3.4626	2.4361
ABRA|137735	0.9398	0.3338	0.4531	0.6534	0.4102	1.983	1.1383	0.8401	1.7961	0.8599	0.4851	0.6743	0.4149	0.3396	0	0.375	0.3021	0	0	0.4077	0.347	0	0.4373	0.6925	0
ABR|29	2304.5113	1355.578	6746.715	885.0049	4551.0859	1654.7963	572.9213	5851.5174	1527.6156	5933.9195	1499.5901	1602.4949	1194.1909	2463.1579	4086.0465	629.9213	3252.8701	2182.7273	988.1557	2627.9119	767.8695	1028.9052	2948.404	2750	2748.6805
ABT1|29777	423.8722	281.063	470.3217	368.1803	488.9935	333.471	413.9451	367.9513	370.0045	434.2312	413.8306	312.205	378.0083	336.163	293.9535	207.3491	411.7825	277.2727	346.3057	360.0382	300.1388	291.3188	434.1933	435.5956	437.2716
ABTB1|80325	461.9361	359.5069	420.9334	833.7145	493.5061	578.369	516.0086	484.3012	387.0678	464.3264	651.5527	502.6972	299.1701	562.6486	291.6279	312.336	332.0242	823.6364	306.2606	599.3841	365.0243	205.4838	539.1342	509.6953	433.2115
ABTB2|25841	2887.218	2555.9372	1478.4776	1984.3189	1559.2823	860.9436	2371.363	7018.3766	2001.7961	1514.6499	2150.6576	2085.6372	1420.7469	1547.0289	1934.8837	1985.7518	906.9486	2956.3636	1512.1263	2749.4197	1670.0208	1147.8108	1882.8159	1301.9391	2354.0398
ACAA1|30	706.297	1403.9796	2906.2075	1459.6537	1853.0066	633.8924	1867.8752	1672.1621	2031.4324	2269.6103	1396.2537	1314.2279	1836.5145	1627.8438	1303.7209	616.048	1325.6798	1468.1818	600.1128	1743.9223	982.6509	1201.6899	1802.3612	1507.6177	809.9878
ACAA2|10449	3327.5376	6736.8323	2200.2719	3259.719	2500.7589	3161.5302	4567.0555	4001.2601	2392.0072	4289.0002	4095.1277	3119.6898	2689.6266	3731.4092	3095.814	3370.0787	3993.9577	5707.2727	3614.7772	3073.9842	3166.898	5410.5774	2734.5868	2540.1662	1464.4742
ACACA|31	1145.2068	1487.7644	911.1917	1255.7988	980.8587	950.5081	629.4546	1306.7311	978.8954	2012.9409	652.523	1136.2104	2216.1826	754.8387	1340.4651	773.9033	1562.8399	1362.7273	712.916	1718.2344	1654.7536	821.192	1073.4587	1023.5457	958.1811
ACACB|32	3884.8684	4522.3766	3921.1599	6244.6913	4361.1496	2280.7568	6084.7279	4497.3223	4621.0148	3800.1677	3199.5459	4501.6858	3763.4855	6177.2496	3893.4884	4703.787	1780.0604	3435.4545	3814.4388	4608.3259	4464.2609	3063.3061	4519.4578	3753.4626	4109.2164
ACAD10|80724	1650.3759	1469.0714	2186.2256	1796.7984	2261.1849	1854.4163	1322.272	1379.8173	3626.8523	1952.7505	1855.6881	1919.4201	1614.1079	1608.1494	2515.3488	1829.7713	892.7492	1724.5455	800.3384	1801.0065	1514.5732	1161.5593	2485.7892	2393.3518	1371.0922
ACAD11|84129	342.5752	622.8783	523.72	336.6874	577.0288	453.1108	386.9116	409.2324	277.0543	556.2888	176.5936	581.2205	365.9751	373.6842	157.2093	350.5662	2946.432	189.0909	332.2053	388.8535	416.5753	371.5355	512.7941	441.115	136.825
ACAD8|27034	1321.4286	2152.702	711.826	1412.2836	809.3828	870.528	1493.769	1270.608	1153.1208	676.7127	982.9083	1176.6689	744.3983	1382.343	1175.3488	1161.2298	914.1994	2050	1283.6999	1051.1648	1030.5344	860.2079	1149.9781	836.5651	1330.8973
ACAD9|28976	725.5451	1116.5744	1770.7204	1214.6684	1580.606	1177.2255	1209.5697	1356.2911	1131.1181	1200.7739	979.9877	1280.3068	1509.1203	1412.3328	795.814	733.0221	1663.5166	1090.9	652.0023	1207.7304	1165.0173	639.8572	1315.247	872.5762	801.555
ACADL|33	1068.609	2458.4664	2685.9991	1675.9229	356.8996	1060.233	471.6167	341.9091	947.463	1198.65	827.176	922.4545	1513.278	1452.9711	1269.3023	52.4934	187.6133	1008.1818	3010.1523	776.7529	484.3858	1227.329	947.9668	1865.651	300.0406
ACADM|34	366.0714	1277.4679	895.7861	662.5286	1041.1624	1115.4259	1976.7682	924.9186	657.3866	408.4353	782.0573	840.526	440.249	1068.2513	3799.0698	722.5347	1252.2659	1100	805.4146	656.876	1654.4067	2223.9067	1174.4644	322.0222	635.404
ACADSB|36	937.0301	1830.9149	1138.1966	1008.1673	914.8117	1940.0149	928.4361	1402.9192	729.2322	912.7453	1245.3729	1739.3796	1298.7552	1368.4211	3125.1163	1308.5864	459.2145	1696.3636	1393.683	1085.4153	1979.1811	1635.3239	771.3161	720.2216	935.4446
ACADS|35	6489.1917	3009.9106	7300.8609	4358.7063	5388.3643	2561.6789	4641.4215	4262.5223	3217.3327	3565.8548	6546.0914	2540.4585	2858.5062	2964.0068	3314.8837	1757.4053	1369.4864	6720	3381.2747	4142.2742	2580.4997	2074.5315	4358.5483	7150.277	5241.1693
ACADVL|37	8974.1212	2966.8499	6130.0181	6512.1333	4412.7442	5042.3465	4174.3312	2636.1315	6188.123	4007.799	8737.9768	4542.1106	5881.6763	3861.7725	9033.9535	3365.5756	5994.3867	6136.2909	4328.731	3268.0093	3331.6759	6333.1921	3686.8999	10858.0263	5066.1551
ACAN|176	75.6579	11.3493	197.1001	31.3623	97.2244	134.8426	14.0385	164.234	87.1127	79.5374	173.6827	80.5799	13.6929	20.7131	500.4651	36.7454	271.6012	48.1818	62.6058	102.7516	141.2214	53.5075	135.5488	8.3102	23.1425
ACAP1|9744	26.3158	2.0028	17.2179	14.0477	18.4603	147.071	6.8295	12.181	46.6996	15.0476	21.3465	19.2178	13.278	9.8472	13.9535	25.8718	69.7885	20.9091	28.2008	21.2027	14.5732	21.9232	62.9646	52.6316	87.2919
ACAP2|23527	422.9323	1305.8412	651.1101	704.6717	641.5989	1591.0105	979.2781	871.5741	755.2762	469.9155	677.2655	809.5078	582.5726	949.4058	998.6047	467.1916	676.1329	787.2727	641.286	852.5933	1115.8917	675.9041	717.9711	297.0914	472.5944
ACAP3|116983	636.3393	142.5543	492.5963	249.6112	329.923	187.4378	305.4316	275.5434	311.6524	470.3884	318.7417	234.002	438.2199	270.0102	472.5907	537.7053	1036.1873	309.1091	253.2939	416.7677	242.2797	550.3101	523.9134	603.9543	703.7028
ACAT1|38	3395.2068	6814.6086	14710.0136	19204.835	6739.6602	19942.8241	17803.0555	8480.5208	6274.8092	3312.195	9346.3612	9393.7964	9669.7095	17180.3056	30480.9302	14498.6877	15276.1329	13731.8182	17130.2876	7270.8961	18369.1881	9440.7348	13148.6664	9578.9474	9322.3711
ACAT2|39	71.7246	188.8196	158.3643	125.0637	133.341	124.0519	150.2002	200.399	113.6147	193.4349	85.0415	166.6082	150.834	190.4584	140.7442	288.2752	300.7915	147.2636	135.0818	149.899	322.526	59.8355	162.1732	136.205	123.2237
ACBD3|64746	486.8421	812.8127	536.4749	834.6945	486.1219	1154.755	649.9432	577.5491	564.8855	475.5046	632.1468	1149.0223	610.3734	664.1766	1207.907	439.82	1093.6556	430	1176.5369	618.9558	958.0153	861.6942	421.5129	349.723	566.7885
ACBD4|79777	341.6353	54.4101	261.4409	193.7275	296.5959	229.6951	306.1904	153.313	189.0436	199.4884	216.3757	185.4349	286.3071	185.0594	143.7209	194.2257	250.4532	203.6364	170.8968	185.1159	213.0465	435.4918	301.7053	338.6427	289.4844
ACBD5|91452	1157.8947	1911.6955	595.3783	1420.1241	483.6606	1060.5635	648.8049	703.1398	441.85	730.8842	1415.1744	1289.2785	640.249	794.5671	2442.3256	784.4019	853.1722	2957.2727	1369.9944	680.1175	849.0632	1624.1765	623.9615	869.8061	1029.2326
ACBD6|84320	283.3647	190.9359	318.0788	334.2045	359.361	249.8554	276.2164	248.2411	234.8451	406.7155	318.2566	292.9872	265.5602	294.7368	274.4186	205.4743	423.565	302.7273	511.5623	261.7718	270.6454	466.7046	258.8544	324.0997	233.8611
ACBD7|414149	17.8571	1.669	15.8586	8.8206	9.025	2.9745	8.7266	6.3005	3.5923	9.0286	4.8515	9.4403	14.5228	7.1307	2.3256	31.871	89.426	4.5455	2.2561	11.0091	19.7779	21.9232	6.9961	7.6177	12.9923
ACCN1|40	381.5789	11.6831	119.6194	2.6135	22.9729	9.9149	842.3082	66.3656	6.2865	0.8599	36.386	4.383	21.1618	34.2954	75.814	36.7454	3.0211	10	47.3773	45.2596	6.9396	164.9816	1.749	101.8006	183.516
ACCN2|41	42.2932	338.1434	564.5673	20.9082	1530.9764	203.2554	522.0793	457.4189	101.9308	789.7848	9.2178	153.4053	188.7967	122.9202	3.7209	911.5111	706.0423	4.5455	12.4083	172.0681	331.7141	570.0038	319.6327	13.8504	123.0207
ACCN3|9311	5.1692	0.6676	14.4993	0.9801	6.5637	4.627	13.2796	0.8401	0.8981	1.7197	3.8812	2.3601	3.3195	10.8659	0.4651	32.246	74.3202	4.5455	2.8201	6.5239	38.1679	17.4643	17.9274	4.8476	9.3382
ACCN4|55515	0	0	0.4531	0.3267	0	0	0	0	0	0	0	0.3372	0	0	0	1.1249	0.9063	0	0	2.0387	1.7349	0	1.749	0	0
ACCN5|51802	0	0.6676	0	0.9801	0.8205	0	0.3794	0	0.449	0	0	1.3486	0	0	0	0	0	0	0	0	0.694	0.7432	0.4373	0	0
ACCSL|390110	0.4699	0	0.4531	0	0	0	0	0.42	0	0	0	0.3372	0	0	0	0	0.3021	0	1.692	0	0	0	0	0	0
ACCS|84680	540.4135	215.9712	160.3987	278.6671	159.5793	144.0965	572.9213	243.2007	303.0983	229.1537	183.8708	202.2927	404.1494	479.7963	309.3023	268.4664	338.0665	190.9091	358.15	226.2981	210.9646	432.5192	278.0936	844.1828	280.9582
ACD|65057	573.7782	253.3572	402.3561	399.5426	457.4059	215.4838	464.0283	292.7649	331.3875	684.8814	495.3353	315.2394	280.9129	343.6333	225.1163	507.3116	192.4471	249.0909	253.2431	340.4665	314.018	421.7434	363.7954	551.9391	568.8185
ACE2|59272	0.9398	9.0127	0.9062	3.2669	0.8205	14.8723	6.4501	2.9402	2.2452	0.8599	0.9703	13.149	3.3195	1.6978	13.9535	5.2493	1.8127	0.9091	11.2803	2.8542	7.2866	16.3495	0	6.9252	6.9022
ACER1|125981	0	0	0	0	0.4102	0	0	0	0.449	0	0	0.3372	0	0	0.9302	1.1249	0.6042	0	0	0	0	2.9726	0.4373	0	0.812
ACER2|340485	11.7481	102.4778	9.9683	118.5887	27.8956	98.1575	14.4179	94.508	44.4544	21.4966	46.5741	291.6386	9.1286	13.9219	88.3721	6.7492	20.5438	37.2727	25.9447	57.4919	40.9438	23.038	33.6686	13.1579	12.5863
ACER3|55331	173.4023	291.0771	95.6049	159.425	72.6106	593.2413	126.3462	194.4765	203.8617	128.5496	231.9004	241.7397	197.9253	239.3888	417.2093	128.234	317.8248	259.0909	306.2606	369.4163	400.0694	188.7627	200.6996	186.2881	130.7349
ACE|1636	259.8684	154.2174	148.1649	117.2819	124.7098	796.4967	61.4657	244.8808	836.1024	275.5863	351.2466	166.8914	167.2199	642.1053	216.7442	12.7484	112.0846	278.1818	133.6717	773.4909	786.9535	244.4997	916.0472	77.5623	213.9667
ACHE|43	21.1466	2.6704	214.7712	7.8406	59.4833	19.8298	13.6591	5.8805	18.4104	13.7578	30.0791	57.3163	47.7178	18.6757	90.6977	8.6239	15.4079	18.1818	9.0243	59.5307	7.2866	12.6337	41.1019	15.928	84.4499
ACIN1|22985	3018.797	2046.2185	2941.5496	2412.9369	3758.9327	1784.6815	2195.313	1943.5052	2339.9192	2661.2782	2171.5189	2400.5394	2745.2282	2565.7046	1702.7907	2376.078	3100.6042	2287.2727	2486.1816	2398.7596	2428.5219	2793.539	2700.0437	3873.2687	3346.3256
ACLY|47	1076.1278	1710.7455	1026.7331	1307.7426	847.1239	2532.5952	968.275	1059.7501	1132.9142	1194.3507	1299.7094	1197.5725	1240.249	1179.966	2116.2791	926.1342	2685.8006	1100	1294.4162	1437.2986	1353.9209	1467.7413	1072.1469	734.072	838.8145
ACMSD|130013	1.8797	12.0169	0	0	0	0.3305	0	0.42	1.7961	0.4299	0	0	0	0	0.4651	31.4961	0.6042	0	0	0.4077	0	0	0	0	0
ACN9|57001	98.2143	76.7749	225.1926	147.3375	114.8643	42.6341	129.761	129.791	92.5011	65.7796	176.1084	108.2266	185.8921	187.4363	236.2791	368.5789	248.6405	132.7273	116.1873	46.4828	162.0402	321.0452	191.9545	101.108	119.3666
ACO1|48	956.7669	1561.2013	2440.4169	2235.5439	2082.7351	1705.3623	1599.2472	3611.0469	2372.6987	1702.9601	2767.2797	2933.2434	2029.4606	3417.3175	1273.4884	2018.3727	2096.9789	5307.2727	1887.1968	1724.3506	2637.4046	1322.825	1839.0905	1883.6565	1531.8717
ACO2|50	13157.1758	14817.506	26787.1183	11804.1882	15040.1615	9992.7324	17811.8124	14777.4399	15837.656	17250.891	10540.5656	12973.412	22670.4896	16589.6808	33116.6698	20181.5861	15751.3595	20695.8364	13845.0423	11830.7372	13144.0007	20149.208	11610.2798	16757.133	19933.516
ACOT11|26027	584.0695	788.5786	1434.4812	883.966	1507.3595	890.4206	1020.7561	1032.3385	1494.7194	1272.3618	962.5272	832.9063	1006.7427	673.4058	1206.2744	918.1852	1923.864	710	453.0682	1134.2916	880.6662	1279.8704	953.1132	558.0194	490.1827
ACOT12|134526	0	140.1977	0	0	0	33.0497	0.3794	0	0.8981	0	0	0	0.4149	0	51.6279	0.375	0	0	0	0	0	3.7158	0.8745	0	0
