TCGA-KL-8323-01A-21R-2315-07	TCGA-KL-8326-01A-11R-2315-07	TCGA-KL-8334-01A-11R-2315-07	TCGA-KL-8335-01A-11R-2315-07	TCGA-KL-8338-01A-11R-2315-07	TCGA-KL-8343-01A-11R-2315-07	TCGA-KL-8344-01A-11R-2315-07	TCGA-KL-8345-01A-11R-2315-07	TCGA-KM-8440-01A-11R-2315-07	TCGA-KN-8429-01A-11R-2315-07	TCGA-KN-8433-01A-11R-2315-07	TCGA-KO-8405-01A-11R-2315-07	TCGA-KO-8408-01A-11R-2315-07	TCGA-KO-8416-01A-11R-2315-07
ACBD6|84320	193.0594	627.3637	242.1582	291.3615	310.6203	182.0414	268.7339	271.3178	216.6888	225.878	365.9016	311.0898	357.3718	356.7013
ACBD7|414149	17.9497	5.4381	18.2899	21.6715	11.2782	3.8583	9.7617	12.0155	8.7436	3.6969	10.4918	10.5617	13.3547	9.9961
ACCN1|40	5.5844	22.2469	25.6059	64.2119	17.8571	45.9488	258.3979	4.2636	28.1315	119.0388	215.082	44.1671	188.5684	5.2611
ACCN2|41	508.576	597.7011	366.5295	132.437	752.8195	2462.6447	745.6216	161.2403	401.8247	6.6543	19.6721	15.3625	285.2564	264.1063
ACCN3|9311	7.9777	29.1682	4.0238	16.4543	9.8684	1.403	2.2969	0.7752	4.5619	2.5878	18.3607	14.8824	25.1068	4.2089
ACCN4|55515	0.3989	0	0.7316	0.4013	0	0	0	0	0	0	0	0	0.5342	0
ACCN5|51802	0	0	0	0	0.4699	0	0	0	0	0.7394	0	0.9602	1.0684	0
ACCSL|390110	0.3989	0	0	0.4013	0	0	0	0	0	0	0	0	0	0.5261
ACCS|84680	207.4192	347.0523	234.1107	472.7601	321.4286	283.0586	241.1714	82.1705	220.8706	550.4621	621.6393	469.035	658.1197	262.0018
ACD|65057	281.2126	453.3432	268.8615	307.4145	432.8008	266.9239	325.2943	182.9457	224.6721	353.7893	677.377	355.2568	377.1368	415.0993
ACE2|59272	10.371	7.91	11.3397	1.6053	9.3985	18.2392	4.5937	1.5504	6.8428	0.7394	9.1803	11.0418	4.2735	3.6828
ACER1|125981	0.7978	0	1.0974	0	0	0	0	0.7752	0	0	0	0	0	0
ACER2|340485	67.8101	2.9663	22.3137	37.3232	14.5677	25.2543	84.9842	54.6512	27.3712	24.3993	7.8689	116.6587	18.1624	31.5665
ACER3|55331	346.2306	123.0997	392.8669	228.3536	162.1241	346.8958	261.5561	268.6047	264.9686	245.1017	142.2951	347.0955	196.5812	204.6561
ACE|1636	640.6063	166.1105	348.6054	215.1099	210.0564	219.2213	1544.0712	140.6977	23.9498	421.4418	746.8852	120.4993	227.0299	707.0893
ACHE|43	0.7978	9.8875	35.1166	26.8887	170.1128	6.6643	40.1952	10.4651	7.6031	10.3512	18.3607	100.8161	34.188	23.6749
ACIN1|22985	2256.8807	1845.5074	2322.4508	1993.7795	2595.8647	1953.3497	1572.495	2371.7054	1971.8685	2718.2994	1897.0492	2265.0024	2807.6923	2078.6532
ACLY|47	1495.014	1000.618	1301.5089	1368.1148	1207.7068	2363.3813	3310.6517	1305.4264	1118.0384	1195.1941	1107.541	1265.9626	1005.8761	994.8704
ACMSD|130013	1.5955	0.4944	1.0974	0.8026	1.8797	1.403	12.0586	0	0.3802	0	7.2131	0.9602	0.5342	1.5783
ACN9|57001	9.1743	77.1227	137.9058	36.1192	67.6692	275.6927	184.8981	183.3333	233.4157	222.1811	245.9016	167.0667	348.8248	142.5753
ACO1|48	2155.1655	1577.0609	2432.1902	2830.5408	2616.0714	1184.4967	1826.0121	2356.9767	2645.8848	3200.7394	1824.918	1918.3869	2474.359	2070.7615
ACO2|50	21005.5804	13870.0878	17075.9323	21945.4961	18917.0395	17611.6941	11990.402	25062.8721	14499.7529	12284.2107	25237.4164	9997.2828	25184.4818	16310.7931
ACOT11|26027	885.9633	951.7093	1519.1148	643.319	2050.4981	1028.7899	637.2093	2054.9419	828.5839	564.3771	1079.3377	616.9563	1440.3579	920.4314
ACOT12|134526	0	10.3819	0	0	3.7594	171.168	0.8613	0.3876	0	0	0	0	0	3.6828
ACOT13|55856	482.3534	1069.7862	504.4902	574.4838	493.2895	899.9579	680.1665	495.907	483.7978	341.5379	596.3279	598.1085	671.7842	562.6253
ACOT1|641371	1062.2258	5039.3375	1683.0361	1623.7584	1198.7782	914.0652	299.4545	2990.6977	1436.609	1008.1331	2544.2623	2256.361	836.5385	2574.7731
ACOT2|10965	649.3817	2205.2552	892.1811	890.5388	789.0038	754.1214	254.3784	1310.0775	622.6953	823.2902	1018.3607	855.4969	473.2906	935.4202
ACOT4|122970	150.3789	463.7251	256.7901	429.4171	287.1241	55.7699	42.4921	445.7364	217.8293	306.0998	432.1311	313.4902	254.8077	380.9023
ACOT6|641372	21.9386	36.0895	24.8743	20.4675	25.3759	12.9779	3.4453	18.9922	23.5697	19.963	11.1475	15.8425	30.4487	12.6266
ACOT7|11332	389.7088	386.108	414.0832	473.5628	652.2556	261.3118	363.1927	242.6357	257.3655	109.7967	1140.9836	629.3807	605.235	432.4609
ACOT8|10005	760.0279	883.0503	1178.2533	472.419	1269.7039	899.288	648.6879	758.4341	913.8719	722.1774	1397.0557	1033.2453	1149.8291	1125.1085
ACOT9|23597	356.6015	424.6694	455.7842	274.1045	401.7857	322.6938	518.5185	213.5659	224.6721	370.4251	642.623	914.0663	405.9829	466.1318
ACOX1|51	950.4667	1675.0019	997.6406	2472.1621	861.8421	2197.7306	1660.824	1107.1473	864.5885	827.7264	1138.3607	832.9333	848.2906	956.2541
ACOX2|8309	213.0036	63.7746	190.2149	755.2925	292.2932	1616.9765	296.5834	14.7287	292.3399	164.8799	137.0492	233.3173	844.5513	533.9997
ACOX3|8310	555.2453	245.2107	489.8034	235.5774	507.5188	326.2013	259.5464	391.0853	289.6788	349.353	422.9508	535.2856	354.7009	356.7013
ACOXL|55289	0.3989	0.9888	9.8765	1.204	4.2293	19.6422	1.1484	16.6667	3.8016	5.915	1.3115	1.4402	10.1496	1.5783
ACP1|52	1166.7331	1929.057	1353.4522	1245.3095	1083.1767	2647.4921	1594.6024	1222.093	1330.1654	1566.3586	1100.3279	1663.9462	1146.3675	1149.0201
ACP2|53	785.002	824.6199	843.1642	640.5137	1247.6504	641.5293	597.4734	441.8605	563.0108	601.8484	1259.6721	1605.3769	931.6239	975.9253
ACP5|54	184.284	10.8763	263.7403	101.1337	347.2744	99.9649	117.7146	1706.9767	84.0144	400.7394	950.1639	11821.4114	81.1966	745.4952
ACP6|51205	165.1376	414.7819	144.856	134.4437	174.812	543.6689	116.5662	263.5659	99.2207	283.549	360.6557	139.2223	489.8504	154.6758
ACPL2|92370	282.4093	121.6166	183.6305	207.886	164.0038	222.7289	185.7594	139.1473	162.7067	147.1349	151.4754	117.1387	218.4829	259.8974
ACPP|55	122.4571	7.4156	396.1591	18.4609	148.0263	139.9509	4.0195	65.1163	47.1393	76.8946	177.0492	196.3514	58.2265	47.3497
ACPT|93650	0	0	0	0.4013	0	0.3508	0	0	1.1405	1.1091	0	0	0	0
ACRBP|84519	2.3933	3.955	6.5844	12.0397	2.3496	7.3658	16.3652	7.3643	5.3222	12.939	9.8361	60.0096	3.7393	2.1044
ACRC|93953	9.5732	3.4606	4.7554	8.0265	6.5789	3.5075	4.0195	5.0388	3.8016	5.915	11.8033	8.6414	10.6838	6.8394
ACRV1|56	1.1966	0.9888	0.7316	0.4013	1.8797	0.3508	0.8613	0.3876	0.3802	0	0.6557	1.4402	2.6709	0.5261
ACR|49	1.5955	3.955	2.5606	0	0.9398	2.1045	3.4453	0.3876	0	2.9575	0.6557	13.9222	2.6709	1.0522
ACSBG1|23205	7.5788	13.8425	13.5345	68.2251	16.4474	1.403	7.4648	14.7287	52.0814	28.4658	51.1475	113.7782	78.5256	8.4177
ACSBG2|81616	0.3989	1.4831	10.6081	0.8026	4.2293	0.3508	0.2871	2.7132	1.1405	8.8725	13.1148	0.4801	3.2051	0
ACSF2|80221	156.3622	417.7481	314.952	382.8634	177.6316	468.2568	265.5757	103.1008	289.6788	227.3567	645.2459	206.9131	626.6026	375.1151
ACSF3|197322	368.9669	710.419	631.3672	677.8369	651.3158	427.92	494.6885	635.6589	429.196	437.7079	840.6557	416.7067	385.1496	585.5583
ACSL1|2180	27551.2565	10780.3733	24932.4188	27753.1855	13924.812	10614.1705	15174.8493	13479.845	20524.9952	20622.5508	12856.3934	13421.5074	9147.9701	15156.1226
ACSL3|2181	4624.2521	1941.9108	2518.5185	2841.3765	2385.3383	4544.3704	2424.0597	4900.7752	3719.445	3607.7634	2502.2951	2056.6491	1769.765	2096.5408
ACSL4|2182	842.4412	1081.2013	1616.0951	2494.231	983.5526	1923.8864	6826.0121	765.1163	1821.7069	1517.9298	1077.377	1102.7364	1341.3462	1590.9509
ACSL5|51703	703.6298	79.1002	173.0224	227.1496	533.3647	178.1831	317.2552	484.4961	244.0601	307.2089	220.9836	611.1378	194.4444	263.0541
ACSL6|23305	32.3095	56.3589	36.5798	21.2702	18.3271	316.3802	12.0586	3.4884	58.9242	55.4529	514.0984	25.4441	162.3932	65.2374
ACSM1|116285	0.3989	3.4606	38.043	5.2172	7.9887	0.3508	2.2969	20.5426	1.9008	8.8725	17.7049	5.2808	0	5.7872
ACSM2A|123876	7.1799	0.4944	6.2186	4.8159	5.6391	5.2613	6.8906	0	0.7603	0	1.9672	12.0019	0.5342	2.1044
ACSM2B|348158	5.9832	0.9888	4.0238	0.8026	4.6992	3.5075	7.7519	0	0.7603	0.3697	1.3115	4.3207	2.6709	0.5261
ACSM3|6296	326.4978	902.6573	349.3736	447.6894	1773.1767	985.3841	669.4832	849.1899	699.9886	493.8743	309.7705	1045.5737	151.7361	1150.0408
ACSM4|341392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5|54988	5.5844	2.4719	10.6081	0.8026	7.5188	9.1196	15.791	3.4884	6.4626	21.0721	7.2131	42.2468	7.4786	8.4177
ACSS1|84532	3933.3865	6479.7924	4085.2309	3733.9219	5258.9286	5062.4342	2350.2728	8650.3876	5039.7263	5634.0111	5850.4918	3680.2688	7480.235	3530.7116
ACSS2|55902	921.42	1506.3651	989.1175	1248.5201	1712.406	1250.0877	984.7832	872.4806	1890.5151	1319.4085	2656.3934	1628.4205	1992.5214	1438.3796
ACSS3|79611	2534.9023	2724.5087	9448.5597	5299.087	3671.9925	5827.0782	1738.4439	5855.4264	5446.8732	5581.5157	989.5082	2274.6039	1279.9145	4982.2439
ACTA1|58	0.7978	0	0.7316	0	1.4098	2.1045	0.5742	0	0	0.7394	9.1803	16.3226	13.8889	4.2089
ACTA2|59	1605.4288	1443.5397	4639.8976	1729.4391	2778.1438	1907.4395	6402.7993	2781.9884	816.5862	1280.4214	3740.8984	5696.1018	9263.7179	2422.4596
ACTBL2|345651	37.8939	0	60.3567	0.4013	9.3985	0.3508	0.5742	0.3876	1.5206	3.6969	5.9016	54.2487	0	17.8877
ACTB|60	114797.3674	88701.5202	103761.134	40067.4225	95025.3759	81952.2974	52765.4321	62944.5736	55760.1216	78231.4233	70040.6557	132177.7196	98928.953	77535.7096
ACTC1|70	168.3287	350.0185	121.4449	136.4503	142.3872	184.4967	78.3807	214.3411	889.5647	315.342	504.2623	16.8027	289.5299	132.5792
ACTG1|71	43925.01	72161.1667	33624.5085	41578.4087	45757.0489	35419.5019	48486.9365	23120.9302	22339.8593	36612.1996	41260.3279	57776.7643	41875.5342	37063.7906
ACTG2|72	242.1221	36.0895	575.4001	61.804	214.2857	21.7468	423.1984	58.9147	6.0825	150.0924	60.3279	22.0835	780.9829	71.5507
ACTL6A|86	652.9717	459.2757	628.8066	559.4462	359.0226	506.489	789.2621	432.9457	469.4925	654.7135	232.7869	467.1147	535.2564	496.12
ACTL6B|51412	0	0	0	0	13.1579	0	0	0	0	0	0	0	0	0
ACTL7A|10881	0	0	0	0	0	0	0.2871	0	0.7603	0	0	0	0	0
ACTL7B|10880	0	0	0.7316	0.4013	0.9398	0	0	0.3876	0	0.3697	0	0	1.0684	1.0522
ACTL8|81569	0	0	0	0	0.9398	0	0	0	0	0	0	0	0	0
ACTL9|284382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1|87	1201.8349	397.9731	1265.6607	1043.4434	868.891	595.2297	2277.6342	1053.876	295.001	554.159	491.8033	2530.4849	1959.4017	752.8607
ACTN2|88	2.7922	13.8425	5.8528	4.4146	8.9286	14.7317	1.1484	2.3256	2.6611	1.8484	57.0492	4.3207	6.4103	9.4699
ACTN3|89	0.3989	0	0	0.8026	0.4699	0	0.5742	0.7752	0.3802	0	1.3115	2.4004	0.5342	0
ACTN4|81	17508.0854	13402.1011	17463.4476	13529.1341	15912.8571	12456.8292	19284.2004	10928.5271	10080.3041	14952.0813	10683.2787	13416.3706	14257.3397	17317.8272
ACTR10|55860	1364.1803	1366.9509	1413.4431	1415.8724	1069.0789	1528.9372	940.2814	1208.1395	1352.2144	1411.0906	1466.8852	1149.784	1283.1197	1468.3677
ACTR1A|10121	1386.9166	3644.0489	1615.3635	1548.3094	2445.4887	1356.7169	3269.021	1319.7674	1406.1965	1161.5527	3560	3217.4748	2152.2436	2609.4963
ACTR1B|10120	1136.0191	2224.6941	1370.6447	2781.9805	1495.3008	1674.5002	1318.6908	969.3798	1783.3112	1309.0573	2535.7377	1247.2396	2649.0385	1123.7669
ACTR2|10097	2944.5552	1937.4614	3033.562	2079.2616	1334.1165	4760.4349	5910.1349	3239.1473	1978.7113	2688.3549	1281.9672	3672.5876	1299.6795	2384.8481
ACTR3B|57180	727.9617	241.7501	296.2963	1804.3544	381.109	408.2778	259.2593	260.8527	394.2216	442.5139	336.3934	129.1407	564.1026	382.4806
ACTR3C|653857	205.8237	150.7848	121.4449	79.0609	178.1015	451.4206	120.0115	159.6899	242.5394	245.841	159.3443	326.4522	190.1709	202.5516
ACTR3|10096	2425.6083	2811.519	2088.3402	1502.1571	1420.5827	3577.3413	4855.01	2062.7907	1772.6668	1900.1848	1384.918	3470.9554	1482.906	2463.7643
ACTR5|79913	210.6103	123.0997	187.6543	63.8106	198.7782	95.7559	140.1091	153.876	130.7736	160.0739	247.2131	218.4349	157.5855	178.8768
ACTR6|64431	641.803	372.2655	619.6616	451.0886	405.0752	668.8881	503.0146	541.0853	618.1334	547.5046	274.7541	281.325	454.594	517.6904
ACTR8|93973	654.9661	486.9608	678.1893	829.1361	632.9887	996.8432	687.9127	841.8605	797.567	783.3641	329.8361	563.6102	605.235	651.848
ACTRT1|139741	0	0	0	0	0	0	0	0	0	0.3697	0	0	0.5342	0
ACTRT2|140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1B|91	1771.8389	2321.0975	2396.7078	2160.3291	3361.8421	3652.7534	2720.356	2536.4341	3257.1754	2048.7985	2291.8033	1618.3389	2800.2137	2523.2145
ACVR1C|130399	1925.4089	542.331	124.0055	44.1457	107.6128	305.8576	1042.205	18.2171	2326.1737	225.1386	1.3115	70.0912	127.6709	42.6148
ACVR1|90	944.1564	625.3862	764.5176	553.4263	723.2143	812.3465	1588.5731	529.0698	1045.4286	853.2348	429.5082	884.3015	728.6325	841.773
ACVR2A|92	266.8528	221.4807	213.626	216.3138	224.1541	303.4023	249.2105	206.9767	234.176	291.3124	182.2951	253.9606	207.265	198.8689
ACVR2B|93	197.846	170.0655	208.139	233.5708	195.4887	158.8916	274.476	151.1628	227.3332	448.4288	161.9672	144.5031	175.7479	254.1102
ACVRL1|94	494.6151	397.4787	563.3288	212.7019	325.6579	495.2648	1358.5989	300.7752	218.9698	268.7616	969.8361	648.5838	646.9017	650.7957
ACY1|95	1209.4136	1508.1943	1084.481	2417.8629	1740.6626	960.3437	821.9811	1426.3566	1352.7922	887.1571	1377.7049	943.831	2067.1207	1212.7055
ACY3|91703	3.9888	0.9888	2.5606	0.4013	4.6992	3.1568	3.1582	0.3876	0.3802	0.7394	0	12.0019	1.0684	0.5261
ACYP1|97	102.9118	28.1795	37.6772	106.351	76.1278	33.6724	48.2343	25.5814	48.66	84.658	80	50.4081	143.6966	128.8965
ACYP2|98	158.3566	351.0073	447.7366	219.5244	251.8797	256.4013	265.5757	196.5116	232.6554	241.0351	321.9672	293.807	143.1624	231.4876
ADAD1|132612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2|161931	0.3989	2.4719	1.829	3.1584	0.9398	0.3508	0	0.7752	1.5206	1.0869	1.3115	0.4801	0.5342	1.0522
ADAL|161823	293.9769	375.7261	317.8784	453.8979	292.2932	419.5019	485.2139	379.845	379.7757	459.5194	310.1639	349.4959	323.1838	337.7614
ADAM10|102	2551.2565	434.0625	1847.2794	2604.5952	870.7707	1926.6924	2126.0408	2377.1318	2252.0433	2590.3882	830.8197	1453.1925	589.2094	1609.3647
ADAM11|4185	1.5955	2.4719	2.1948	3.6119	7.5188	0.7015	6.0293	0.7752	1.1405	2.2181	8.5246	3.3605	8.0128	1.5783
ADAM12|8038	157.5588	5.4381	108.642	42.5404	12.218	6.3136	600.3445	24.031	5.7023	44.732	34.0984	365.3385	50.7479	51.0325
ADAM15|8751	617.0722	572.4879	896.3073	675.8302	907.9182	842.543	1250.6977	721.3178	409.4279	364.8799	1829.0098	1013.9222	1897.4359	596.6066
ADAM17|6868	224.9701	197.2562	276.909	233.9721	173.8722	291.8274	594.6024	408.9147	187.4168	238.817	160	330.7729	201.9231	214.6521
ADAM18|8749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19|8728	147.5868	17.7976	88.1573	112.3708	49.812	36.4784	253.5171	60.8527	21.2887	72.0887	70.1639	322.6116	95.6197	66.8157
ADAM20|8748	1.5955	0.9888	0.7316	1.6053	1.4098	0.3508	1.4355	0.3876	2.6611	2.2181	1.9672	2.4004	2.6709	2.1044
ADAM21P1|145241	1.1966	0.4944	0.3658	0.8026	0.4699	0.3508	0.2871	0.7752	1.1405	1.1091	0	0	2.1368	0
ADAM21|8747	3.9888	1.9775	4.3896	1.204	1.4098	1.0523	1.4355	1.938	0.3802	2.2181	1.9672	0.9602	1.6026	1.5783
ADAM22|53616	481.4519	4.9438	106.4472	263.6701	141.4474	44.5458	78.6678	913.5659	66.1471	66.1738	59.0164	14.4023	83.8675	224.6482
ADAM23|8745	19.5453	0.4944	4.0238	14.4477	6.5789	0.3508	19.2363	1.938	1.1405	3.3272	3.9344	9.1215	6.9444	1.0522
ADAM28|10863	8.3765	0.4944	83.7677	14.4477	4.2293	19.993	57.996	2.7132	10.6444	65.0647	49.1803	127.7004	11.7521	26.3054
ADAM29|11086	0.3989	0	2.5606	0.4013	0.9398	0	0	0.3876	0	0.3697	0	0.4801	1.0684	0
ADAM2|2515	103.7096	0	30.3612	334.3032	49.3421	0.3508	0	22.093	6.8428	196.6728	22.9508	23.0437	241.9872	2.1044
ADAM30|11085	0	0	0.3658	0	0	0	0	0	0	0	0	0	0	0
ADAM32|203102	17.9497	8.8988	37.3114	28.0927	4.6992	0.7015	32.1562	78.2946	55.1226	72.4584	11.1475	12.0019	12.2863	5.2611
ADAM33|80332	2.3933	1.9775	1.4632	5.6185	1.4098	3.8583	16.3652	0.7752	0.7603	1.4787	13.1148	6.7211	33.1197	0
ADAM3A|1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5P|255926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6|8755	262.1859	2365.9029	825.1303	226.4392	1062.0583	319.1301	625.1995	374.2093	43.4442	1591.0388	1152.059	2318.7998	814.5566	1018.5611
ADAM7|8756	0	0	0	0.8026	0	0	0	0	0	0.3697	0	0	0	0
ADAM8|101	100.9174	12.8538	43.5299	53.7775	44.1729	15.7839	15.2168	15.8915	17.8673	63.586	98.3607	960.6337	42.2009	76.8118
ADAM9|8754	2642.9996	828.0806	2570.4618	3813.3842	1476.9737	3995.791	3417.7433	2779.0698	2808.2114	4218.4843	1683.9344	2297.6476	1799.6795	928.0547
ADAMDEC1|27299	22.3375	0.9888	99.1312	1.204	13.1579	4.209	31.2949	3.4884	8.7436	128.6506	81.3115	24.4839	2.6709	61.0285
ADAMTS10|81794	10.371	13.3482	48.2853	45.751	26.3158	38.2322	136.9509	22.4806	11.7848	26.9871	79.3443	67.2108	82.265	51.5586
ADAMTS12|81792	48.6637	3.955	131.3214	34.5139	5.6391	9.4704	144.4157	51.1628	60.0646	125.6932	3.9344	27.3644	12.8205	8.9438
ADAMTS13|11093	180.6941	74.1565	54.8697	158.9245	105.7331	10.8734	91.8748	90.6977	203.0032	76.8946	184.918	95.0552	99.359	140.997
ADAMTS14|140766	30.3151	1.9775	10.9739	15.6517	9.8684	1.403	39.0468	6.5891	2.6611	22.1811	19.0164	87.374	9.6154	26.8315
ADAMTS15|170689	41.085	0.9888	12.4371	115.1801	8.4586	6.6643	37.037	14.3411	6.4626	29.5749	35.4098	5.7609	22.9701	11.5744
ADAMTS16|170690	183.8851	10.3819	4.3896	5.6185	46.9925	28.0603	78.6678	341.0853	3.8016	2.5878	49.8361	4.8008	5.3419	34.7231
ADAMTS17|170691	43.8771	40.0445	63.283	81.4688	6.109	21.396	15.2168	16.2791	56.6432	43.9926	549.5082	120.4993	124.4658	11.5744
ADAMTS18|170692	75.7878	2.4719	44.2615	6.4212	8.9286	0.3508	61.4413	24.031	11.7848	12.5693	63.6066	50.8881	6.9444	19.9921
ADAMTS19|171019	1.9944	0	10.2423	0.8026	0	0	0	8.1395	0	0.7394	0	0	1.0684	0
ADAMTS1|9510	707.2198	247.1882	537.7229	1020.5679	1072.3684	642.5816	1343.9564	694.9612	168.409	562.2921	555.4098	3041.7667	1172.5427	648.1652
ADAMTS20|80070	0	0	0	0	0	0	0	0	0	0.3697	0	0	0	0
ADAMTS2|9509	64.2202	4.9438	84.4993	117.1867	21.1466	17.5377	294.2865	39.9225	9.8841	52.8651	34.0984	180.0288	103.0983	45.7714
ADAMTS3|9508	244.5154	8.4044	567.3525	97.5218	33.3647	64.188	64.8866	621.3178	559.2093	647.3198	73.4426	60.4897	86.5385	14.2049
ADAMTS4|9507	538.4922	201.7056	392.5011	598.3746	792.2932	210.4525	1180.5914	325.1938	95.039	706.0998	323.9344	2122.4196	409.188	292.5161
ADAMTS5|11096	408.0574	582.3755	196.0677	109.9629	293.2331	855.8401	692.5065	277.5194	883.8624	227.7264	63.6066	89.2943	366.453	298.8294
ADAMTS6|11174	7.9777	5.9325	8.4134	4.0132	3.7594	7.0151	16.9394	3.1008	1.9008	5.5453	15.7377	27.8445	16.5598	6.8394
ADAMTS7|11173	143.9968	45.4826	112.3	125.2132	70.0188	44.8965	663.5085	108.1395	25.4704	123.475	78.6885	100.3361	69.9786	92.0689
ADAMTS8|11095	0.3989	13.3482	1.0974	3.2106	7.0489	3.1568	14.9297	4.2636	6.4626	3.3272	13.7705	18.723	16.0256	6.3133
ADAMTS9|56999	318.3087	46.9658	82.6703	162.9377	78.4774	73.3076	1134.654	138.7597	32.3132	271.3494	141.6393	670.6673	154.3803	122.0571
ADAMTSL1|92949	20.7419	2979.607	3477.2748	15734.3233	2380.1692	69.8001	484.3526	73.2558	2245.2005	5368.5767	1397.377	3299.5679	848.8248	5465.7372
ADAMTSL2|9719	78.1811	255.5926	213.2602	579.9137	168.2331	300.947	553.8329	117.0543	48.2798	133.0869	1621.6393	347.5756	1078.5256	173.0896
ADAMTSL3|57188	27.5229	31.1457	89.6205	52.5735	41.8233	185.8997	284.5248	384.1085	91.9977	46.5804	44.5902	40.8065	65.7051	57.3458
ADAMTSL4|54507	28.7196	186.3799	57.0645	266.4794	36.6541	336.3732	205.857	27.907	13.3055	136.0444	249.1803	317.8108	108.4402	63.6591
ADAMTSL5|339366	7.1799	46.9658	45.3589	48.1589	75.188	9.8211	22.3945	7.3643	12.5451	38.0776	231.4754	52.8084	9.0812	31.5665
ADAP1|11033	1021.1089	343.6955	1110.2661	1213.2036	1805.968	450.3613	73.6463	1471.5116	1134.5904	1033.8484	3868.2885	1438.6942	1495.7318	1363.5091
ADAP2|55803	57.8381	145.8411	227.1605	31.3033	128.2895	125.2192	329.6009	86.8217	53.2218	131.2384	225.5738	393.1829	89.7436	124.1615
ADARB1|104	177.1041	137.931	264.8377	217.9191	234.0226	207.6464	602.0672	214.3411	180.574	155.268	744.2623	286.1258	419.3376	168.8807
ADARB2|105	0.3989	0.4944	44.9931	1.204	0	1.0523	1.4355	0	1.5206	0	1.3115	1.4402	0	1.5783
ADAR|103	4042.2816	5234.9524	4479.561	4209.8926	4378.7594	6920.0281	3870.801	3815.8915	4364.1893	3714.2329	4290.4918	3646.6635	3802.3504	3888.4651
ADAT1|23536	478.2609	118.156	345.3132	378.0476	181.391	607.8569	567.327	474.8062	418.5516	459.8891	164.5902	166.5867	64.6368	290.4117
ADAT2|134637	41.4838	47.9545	30.727	35.3165	21.6165	63.1357	66.8964	50.7752	42.1973	42.5139	56.3934	53.7686	24.0385	16.8355
ADAT3|113179	17.9497	61.3027	79.7439	50.5669	63.4398	17.8885	36.7499	67.8295	44.8584	78.3734	184.918	68.1709	44.3376	96.2778
ADA|100	54.647	13.3482	36.5798	22.4742	38.5338	12.2764	123.1697	14.7287	11.0245	34.3808	42.623	135.3817	31.5171	25.2532
ADCK1|57143	508.576	304.5359	448.1024	318.2502	585.5263	306.9099	87.2811	444.5736	563.391	262.8466	905.5738	311.0898	494.1239	331.9742
ADCK2|90956	1733.1472	1007.5392	1627.4348	1351.2712	2290.8835	1207.9972	523.9736	1014.3411	1274.6626	1167.1201	3045.3836	1870.3793	2613.8729	1506.2475
ADCK4|79934	549.2621	680.7564	596.2506	852.0116	915.4135	521.5714	479.1846	735.6589	691.1234	636.2292	722.623	626.0202	807.6923	695.5149
ADCK5|203054	116.075	221.975	123.2739	183.0039	239.6617	105.2262	108.8142	107.7519	151.302	294.2699	278.0328	344.2151	300.2137	107.3261
ADCY10|55811	0.7978	0.4944	3.2922	0.4013	0.4699	0.3508	0.8613	0.7752	0.7603	1.8484	0.6557	0.9602	2.1368	1.5783
ADCY1|107	528.1213	3046.3478	874.9886	1984.1477	1280.0752	358.12	753.6606	2504.6512	4452.7656	2146.0259	13260.3279	33.1253	7700.3205	1296.8565
ADCY2|108	0	0.4944	0.3658	4.0132	1.8797	1.0523	2.2969	11.6279	0	0	0	0.4801	5.3419	1.0522
ADCY3|109	173.8133	344.5458	319.4623	274.2089	259.4878	529.8737	955.2168	295.3256	151.3819	269.6525	374.4525	726.3706	515.0855	331.0009
ADCY4|196883	137.6147	89.4821	140.8322	41.3364	107.1429	117.1519	420.3273	102.7132	44.8584	122.7357	196.0656	238.1181	138.8889	103.6433
ADCY5|111	10.7698	909.6527	11.3397	1492.5253	909.3045	2086.2855	1366.9251	450	2195.02	729.7597	1132.459	1044.6471	974.8932	111.0088
ADCY6|112	2140.008	1420.838	1635.8482	1587.2379	2463.3459	1364.0828	2508.7568	2677.1318	1865.805	1994.085	1067.541	1162.266	2365.9188	2303.3013
ADCY7|113	168.3287	163.6386	189.1175	242.3999	190.3195	119.6072	258.685	238.7597	221.2507	212.1996	493.7705	640.9025	79.0598	129.4226
ADCY8|114	0	0	2.5606	0	1.4098	0	0	0	0.3802	0	0	0	1.0684	0
ADCY9|115	758.6757	658.5095	552.3548	585.1309	476.0338	774.4651	975.3086	819.7674	370.652	715.7116	1646.5574	329.8128	513.3547	912.2715
ADCYAP1R1|117	0.3989	0	0	0	0	0	5.7422	40.6977	1.5206	0.3697	0.6557	0	1.6026	0
ADCYAP1|116	40.6861	8.8988	1050.2058	6.8225	208.1767	64.5388	9.1875	27.5194	228.0935	112.7542	40	2669.2271	4.2735	1004.8665
ADC|113451	22.7363	72.179	24.8743	39.3298	39.4737	58.9267	92.449	14.7287	16.7269	32.1627	73.4426	46.0874	56.0897	34.197
